# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
0 20 840
  1 42 0.202213
  2 42 0.202213
  3 42 0.202213
  4 42 0.202213
  5 42 0.202213
  6 42 0.202213
  7 42 0.202213
  8 42 0.202213
  9 42 0.202213
  10 42 0.202213
  11 42 0.202213
  12 42 0.202213
  13 42 0.202213
  14 42 0.202213
  15 42 0.202213
  16 42 0.202213
  17 42 0.202213
  18 42 0.202213
  19 42 0.202213
  20 42 0.202213
100 20 840
  1 42 1.17699
  2 42 0.27802
  3 42 -1.41429
  4 42 -0.254541
  5 42 1.86144
  6 42 1.30393
  7 42 1.82867
  8 42 -1.32918
  9 42 0.638473
  10 42 0.285608
  11 42 1.6961
  12 42 0.750459
  13 42 0.809494
  14 42 1.47988
  15 42 -1.7436
  16 42 -0.185301
  17 42 0.134647
  18 42 -1.07166
  19 42 1.20141
  20 42 -0.509794
200 20 840
  1 42 0.422341
  2 42 0.284131
  3 42 2.38389
  4 42 1.10561
  5 42 1.40019
  6 42 0.459211
  7 42 0.769145
  8 42 -1.21787
  9 42 3.20151
  10 42 -0.0432194
  11 42 -0.994608
  12 42 0.584906
  13 42 0.584359
  14 42 1.4375
  15 42 0.190192
  16 42 -0.371582
  17 42 1.68367
  18 42 1.38016
  19 42 2.57906
  20 42 0.333511
300 20 840
  1 42 1.15983
  2 42 1.209
  3 42 0.122262
  4 42 0.281166
  5 42 -0.184675
  6 42 -0.473083
  7 42 2.22414
  8 42 0.717258
  9 42 0.550698
  10 42 0.806157
  11 42 -2.10996
  12 42 -1.95569
  13 42 0.395214
  14 42 -1.56627
  15 42 -1.84249
  16 42 0.558555
  17 42 0.0336361
  18 42 2.11244
  19 42 -0.369319
  20 42 -0.106528
400 20 840
  1 42 1.34128
  2 42 0.641526
  3 42 3.82624
  4 42 -1.16044
  5 42 3.64204
  6 42 -0.171042
  7 42 1.26197
  8 42 -0.789696
  9 42 0.650811
  10 42 -1.88002
  11 42 0.774005
  12 42 -0.343499
  13 42 -2.24551
  14 42 -0.659953
  15 42 0.523093
  16 42 1.44384
  17 42 -1.07046
  18 42 0.89825
  19 42 -1.35091
  20 42 1.44652
500 20 840
  1 42 1.295
  2 42 -0.796332
  3 42 -0.707248
  4 42 1.33473
  5 42 0.211866
  6 42 2.4366
  7 42 -1.14278
  8 42 0.18173
  9 42 0.686608
  10 42 -1.1309
  11 42 1.3235
  12 42 0.906555
  13 42 0.508694
  14 42 0.830024
  15 42 -0.460315
  16 42 -0.461268
  17 42 -0.806497
  18 42 1.52113
  19 42 -1.35249
  20 42 -1.41815
600 20 840
  1 42 -2.53084
  2 42 0.0792569
  3 42 -0.427232
  4 42 1.48797
  5 42 -0.477158
  6 42 -1.2832
  7 42 -0.2955
  8 42 1.33684
  9 42 -2.1389
  10 42 0.0349726
  11 42 0.529122
  12 42 -0.1107
  13 42 -0.228262
  14 42 -1.16983
  15 42 -0.943452
  16 42 0.0258707
  17 42 -1.77576
  18 42 -1.90963
  19 42 -1.30128
  20 42 0.179
700 20 840
  1 42 -1.32284
  2 42 0.971502
  3 42 2.80946
  4 42 -0.221021
  5 42 0.000605263
  6 42 -0.657337
  7 42 -1.1214
  8 42 0.786497
  9 42 -0.61377
  10 42 1.80936
  11 42 3.15745
  12 42 -0.245851
  13 42 -0.354913
  14 42 -1.54318
  15 42 0.925712
  16 42 2.07824
  17 42 0.333379
  18 42 -1.52625
  19 42 0.0713834
  20 42 0.191878
800 20 840
  1 42 -0.439426
  2 42 -0.94762
  3 42 -1.01413
  4 42 -0.582248
  5 42 -1.25815
  6 42 -0.176597
  7 42 -2.21393
  8 42 0.7736
  9 42 1.84381
  10 42 1.51685
  11 42 1.02255
  12 42 -2.1586
  13 42 0.836103
  14 42 1.43661
  15 42 -1.95588
  16 42 -0.823226
  17 42 0.386909
  18 42 0.27653
  19 42 -0.583663
  20 42 1.0815
900 20 840
  1 42 0.158728
  2 42 0.272142
  3 42 -0.47627
  4 42 -0.705422
  5 42 -0.157922
  6 42 -0.248028
  7 42 -0.296183
  8 42 -1.04459
  9 42 0.399943
  10 42 1.80958
  11 42 2.7108
  12 42 0.106132
  13 42 -1.03302
  14 42 0.311398
  15 42 2.26999
  16 42 0.953447
  17 42 -0.708631
  18 42 -1.0868
  19 42 1.18692
  20 42 -0.514537
1000 20 840
  1 42 1.11899
  2 42 0.113591
  3 42 0.735866
  4 42 0.129088
  5 42 -2.75228
  6 42 -0.440287
  7 42 0.743623
  8 42 1.46298
  9 42 0.36595
  10 42 2.81489
  11 42 -1.09047
  12 42 1.26971
  13 42 2.03296
  14 42 -0.550839
  15 42 1.41062
  16 42 0.41369
  17 42 2.44745
  18 42 0.762142
  19 42 2.63094
  20 42 -0.385132
1100 20 840
  1 42 1.10624
  2 42 -0.981511
  3 42 -1.33469
  4 42 0.374056
  5 42 -0.160158
  6 42 0.296125
  7 42 1.36219
  8 42 0.742129
  9 42 0.532679
  10 42 -1.42347
  11 42 -1.72843
  12 42 2.33664
  13 42 1.71415
  14 42 1.11766
  15 42 0.0857141
  16 42 -1.55445
  17 42 -0.0923934
  18 42 0.995576
  19 42 1.69758
  20 42 -0.0390209
1200 20 840
  1 42 0.468757
  2 42 0.70103
  3 42 -0.457446
  4 42 1.19827
  5 42 1.39574
  6 42 1.58489
  7 42 3.92329
  8 42 -0.486962
  9 42 -2.94308
  10 42 -1.07735
  11 42 -3.1511
  12 42 1.39846
  13 42 -1.55394
  14 42 1.46673
  15 42 0.0528739
  16 42 0.476416
  17 42 0.710744
  18 42 -0.727985
  19 42 1.7021
  20 42 -0.107636
1300 20 840
  1 42 0.0166191
  2 42 0.475023
  3 42 -0.599666
  4 42 1.12497
  5 42 -0.473144
  6 42 1.43896
  7 42 -0.704268
  8 42 -0.0623264
  9 42 0.0160059
  10 42 -2.68133
  11 42 -0.00530024
  12 42 0.0415772
  13 42 -0.0247045
  14 42 0.799403
  15 42 0.346133
  16 42 -0.0242739
  17 42 0.587836
  18 42 1.97113
  19 42 -0.665678
  20 42 -0.055202
1400 20 840
  1 42 -1.45519
  2 42 1.52525
  3 42 2.95664
  4 42 0.865645
  5 42 0.504388
  6 42 -0.337707
  7 42 1.74248
