# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
0 20 840
  1 42 0.171636
  2 42 0.171636
  3 42 0.171636
  4 42 0.171636
  5 42 0.171636
  6 42 0.171636
  7 42 0.171636
  8 42 0.171636
  9 42 0.171636
  10 42 0.171636
  11 42 0.171636
  12 42 0.171636
  13 42 0.171636
  14 42 0.171636
  15 42 0.171636
  16 42 0.171636
  17 42 0.171636
  18 42 0.171636
  19 42 0.171636
  20 42 0.171636
100 20 840
  1 42 0.77995
  2 42 0.387976
  3 42 -0.659172
  4 42 0.589839
  5 42 1.6012
  6 42 1.5258
  7 42 0.494088
  8 42 -0.573107
  9 42 0.611575
  10 42 0.155207
  11 42 0.767853
  12 42 1.20349
  13 42 0.437141
  14 42 1.53418
  15 42 -1.45631
  16 42 -1.01356
  17 42 0.335162
  18 42 0.0135751
  19 42 0.606382
  20 42 -0.638248
200 20 840
  1 42 0.472081
  2 42 0.62204
  3 42 1.66096
  4 42 0.478037
  5 42 1.39044
  6 42 0.348865
  7 42 0.606773
  8 42 -0.25573
  9 42 1.05323
  10 42 -0.272374
  11 42 -0.189095
  12 42 -0.154757
  13 42 0.241322
  14 42 0.598556
  15 42 0.51998
  16 42 -0.156957
  17 42 2.223
  18 42 0.598302
  19 42 2.53014
  20 42 -0.15897
300 20 840
  1 42 0.558283
  2 42 1.45702
  3 42 -0.475843
  4 42 -0.159615
  5 42 0.322794
  6 42 -0.812352
  7 42 1.24281
  8 42 -0.233491
  9 42 0.821035
  10 42 0.679018
  11 42 -0.812959
  12 42 -1.16509
  13 42 -0.376675
  14 42 -0.146387
  15 42 -0.711893
  16 42 0.967912
  17 42 -0.371641
  18 42 1.48092
  19 42 -0.84224
  20 42 0.432773
400 20 840
  1 42 1.07148
  2 42 0.363237
  3 42 2.77021
  4 42 -0.68261
  5 42 2.36483
  6 42 -0.763794
  7 42 1.06891
  8 42 -0.990047
  9 42 0.951659
  10 42 -1.52965
  11 42 1.33688
  12 42 0.358113
  13 42 -1.49001
  14 42 -0.416465
  15 42 1.03345
  16 42 1.58777
  17 42 -0.49342
  18 42 0.768457
  19 42 -1.05484
  20 42 0.863279
500 20 840
  1 42 1.76352
  2 42 -0.372662
  3 42 0.330576
  4 42 0.183504
  5 42 0.898082
  6 42 2.38133
  7 42 -0.8486
  8 42 0.305923
  9 42 -0.124545
  10 42 -0.772591
  11 42 1.21797
  12 42 0.678539
  13 42 0.403932
  14 42 -0.0191811
  15 42 -0.780973
  16 42 0.0576322
  17 42 -0.813384
  18 42 0.721684
  19 42 -0.144204
  20 42 -0.488552
600 20 840
  1 42 -1.56895
  2 42 0.0743002
  3 42 -0.77772
  4 42 0.612798
  5 42 -0.0356566
  6 42 -1.10256
  7 42 -0.711931
  8 42 0.267532
  9 42 -1.4825
  10 42 1.0929
  11 42 0.75526
  12 42 0.240928
  13 42 0.317999
  14 42 -0.75906
  15 42 -1.40755
  16 42 -0.0164459
  17 42 -1.10128
  18 42 -1.61819
  19 42 -0.440882
  20 42 0.295698
700 20 840
  1 42 -0.750637
  2 42 0.773319
  3 42 0.808429
  4 42 0.0375393
  5 42 -0.492137
  6 42 -0.810288
  7 42 -0.287284
  8 42 0.444898
  9 42 -0.948095
  10 42 0.558357
  11 42 1.76018
  12 42 -0.951993
  13 42 -0.616562
  14 42 -0.837895
  15 42 0.392563
  16 42 0.927627
  17 42 0.224772
  18 42 -1.40881
  19 42 -0.00883726
  20 42 -0.661215
800 20 840
  1 42 -0.37224
  2 42 -0.797428
  3 42 -1.17876
  4 42 -0.224787
  5 42 -0.972194
  6 42 0.115049
  7 42 -1.86975
  8 42 0.641387
  9 42 0.421782
  10 42 1.60943
  11 42 0.986469
  12 42 -1.73077
  13 42 0.831127
  14 42 0.853559
  15 42 -1.09962
  16 42 -0.0383055
  17 42 0.554388
  18 42 0.136212
  19 42 -0.0991864
  20 42 0.390764
900 20 840
  1 42 0.241908
  2 42 -0.479177
  3 42 -0.909864
  4 42 0.324615
  5 42 -0.676796
  6 42 -0.0809685
  7 42 0.592705
  8 42 -0.621922
  9 42 0.8285
  10 42 1.02558
  11 42 1.60148
  12 42 -1.04261
  13 42 -1.80034
  14 42 0.119007
  15 42 1.8555
  16 42 -0.413888
  17 42 -0.843908
  18 42 -0.0721964
  19 42 1.22205
  20 42 -0.375471
1000 20 840
  1 42 0.432357
  2 42 -0.310739
  3 42 0.378561
  4 42 -0.0610581
  5 42 -1.88096
  6 42 -0.251357
  7 42 0.281353
  8 42 1.32492
  9 42 0.260084
  10 42 1.25831
  11 42 0.28963
  12 42 1.02543
  13 42 1.03069
  14 42 0.278622
  15 42 0.895229
  16 42 0.491913
  17 42 0.911829
  18 42 0.767108
  19 42 1.78152
  20 42 -0.00629903
1100 20 840
  1 42 0.907361
  2 42 -0.496438
  3 42 -0.871196
  4 42 0.279253
  5 42 -0.225923
  6 42 0.408074
  7 42 0.446754
  8 42 1.04811
  9 42 0.514642
  10 42 -0.134402
  11 42 -0.190221
  12 42 2.4781
  13 42 1.17282
  14 42 0.281639
  15 42 -0.780306
  16 42 -0.863548
  17 42 0.205613
  18 42 0.612595
  19 42 1.66059
  20 42 -0.407166
1200 20 840
  1 42 0.803972
  2 42 0.314368
  3 42 -0.399955
  4 42 0.705897
  5 42 1.49415
  6 42 0.96564
  7 42 2.53244
  8 42 -0.0740227
  9 42 -1.61356
  10 42 0.210768
  11 42 -2.41182
  12 42 1.13315
  13 42 -0.804342
  14 42 0.133157
  15 42 -0.0153198
  16 42 -0.295159
  17 42 0.997345
  18 42 -0.0625668
  19 42 1.38605
  20 42 -0.321926
1300 20 840
  1 42 -0.449907
  2 42 0.152317
  3 42 0.0804397
  4 42 0.216246
  5 42 -0.519983
  6 42 0.837559
  7 42 -0.113269
  8 42 -0.603981
  9 42 -0.0714282
  10 42 -0.970185
  11 42 0.276935
  12 42 0.0968011
  13 42 0.422146
  14 42 0.668444
  15 42 0.114441
  16 42 0.549789
  17 42 0.430941
  18 42 1.64582
  19 42 -0.10642
  20 42 0.293751
1400 20 840
  1 42 -0.666
  2 42 1.65164
  3 42 1.47478
  4 42 -0.192862
  5 42 0.300018
  6 42 -0.902988
  7 42 2.14605
  8 42 0.0311255
  9 42 0.689459
  10 42 -1.21594
  11 42 -0.606446
  12 42 -0.741878
  13 42 0.0295754
  14 42 -0.874439
  15 42 2.04451
  16 42 -0.0769404
  17 42 0.169933
  18 42 -0.220859
  19 42 -0.569057
  20 42 -0.34437
1500 20 840
  1 42 -1.19266
  2 42 0.0680333
  3 42 -1.40915
  4 42 0.0607402
  5 42 1.3541
  6 42 -0.39165
  7 42 -0.038656
  8 42 -1.4011
  9 42 2.37265
  10 42 0.886745
  11 42 -0.668845
  12 42 1.43902
  13 42 0.11966
  14 42 0.388055
  15 42 0.310271
  16 42 0.523681
  17 42 0.172209
  18 42 0.0351758
  19 42 -0.236366
  20 42 -0.316044
1600 20 840
  1 42 1.36816
  2 42 -0.717913
  3 42 1.68942
  4 42 0.26363
  5 42 2.52966
  6 42 0.538189
  7 42 0.625153
  8 42 0.386768
  9 42 0.267671
  10 42 -0.824604
