# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.171636
  2 42 -0.171636
  3 42 -0.171636
  4 42 -0.171636
  5 42 -0.171636
  6 42 -0.171636
  7 42 -0.171636
  8 42 -0.171636
  9 42 -0.171636
  10 42 -0.171636
  11 42 -0.171636
  12 42 -0.171636
  13 42 -0.171636
  14 42 -0.171636
  15 42 -0.171636
  16 42 -0.171636
  17 42 -0.171636
  18 42 -0.171636
  19 42 -0.171636
  20 42 -0.171636
100 20 840
  1 42 0.356968
  2 42 0.00685958
  3 42 -0.477972
  4 42 -0.616104
  5 42 0.0361957
  6 42 0.259972
  7 42 -0.460491
  8 42 1.11086
  9 42 1.32079
  10 42 -0.231887
  11 42 -0.436049
  12 42 -0.0776239
  13 42 1.60794
  14 42 0.531841
  15 42 -1.13721
  16 42 -0.564533
  17 42 0.236727
  18 42 0.959646
  19 42 -0.233688
  20 42 1.49017
200 20 840
  1 42 -0.173964
  2 42 0.489161
  3 42 0.272633
  4 42 -0.777781
  5 42 -0.401931
  6 42 -0.776312
  7 42 1.4495
  8 42 0.28421
  9 42 0.505302
  10 42 1.04442
  11 42 -0.818236
  12 42 -0.827625
  13 42 -1.18694
  14 42 -0.367625
  15 42 1.00611
  16 42 -0.667578
  17 42 -0.0126236
  18 42 -0.179033
  19 42 1.66422
  20 42 0.47487
300 20 840
  1 42 0.0857871
  2 42 -0.980624
  3 42 -2.45491
  4 42 -0.274823
  5 42 -3.45375
  6 42 0.102453
  7 42 -1.81323
  8 42 0.917465
  9 42 -1.61138
  10 42 2.30067
  11 42 0.174417
  12 42 -0.473287
  13 42 1.48667
  14 42 0.105688
  15 42 -1.18058
  16 42 -1.73528
  17 42 1.20937
  18 42 0.753482
  19 42 1.25514
  20 42 -0.721838
400 20 840
  1 42 -0.247448
  2 42 -0.258993
  3 42 -0.141071
  4 42 1.15528
  5 42 0.18741
  6 42 -0.455337
  7 42 -0.261358
  8 42 0.517477
  9 42 -0.159804
  10 42 -0.194806
  11 42 0.220591
  12 42 -0.780069
  13 42 0.0711225
  14 42 -1.02532
  15 42 -0.301575
  16 42 -1.68672
  17 42 0.983016
  18 42 0.342338
  19 42 0.603713
  20 42 -0.332615
500 20 840
  1 42 -1.51457
  2 42 -0.000556011
  3 42 -1.41875
  4 42 0.876235
  5 42 0.472806
  6 42 -1.73229
  7 42 -1.92798
  8 42 -0.199342
  9 42 -1.62824
  10 42 1.38279
  11 42 -0.176105
  12 42 1.74214
  13 42 -1.38231
  14 42 -0.571379
  15 42 -0.411427
  16 42 -0.114278
  17 42 -0.428821
  18 42 -0.617478
  19 42 -1.19602
  20 42 0.61644
600 20 840
  1 42 -1.40057
  2 42 -1.23064
  3 42 0.613369
  4 42 0.255177
  5 42 -2.27528
  6 42 -0.756356
  7 42 -0.114328
  8 42 1.18589
  9 42 -1.08588
  10 42 -1.04771
  11 42 -0.367754
  12 42 -0.4578
  13 42 0.714858
  14 42 -0.875551
  15 42 -0.614094
  16 42 0.433099
  17 42 -1.84665
  18 42 0.495454
  19 42 0.0789355
  20 42 0.715886
700 20 840
  1 42 -1.81892
  2 42 -0.0357691
  3 42 1.13614
  4 42 -0.150119
  5 42 -0.754202
  6 42 -1.84131
  7 42 -0.601633
  8 42 -0.277658
  9 42 0.38708
  10 42 -1.34627
  11 42 -0.220338
  12 42 -0.712005
  13 42 -0.14713
  14 42 -1.37722
  15 42 1.01299
  16 42 0.710605
  17 42 -0.020794
  18 42 -1.09811
  19 42 -2.14289
  20 42 0.0674617
800 20 840
  1 42 -0.274422
  2 42 -1.16181
  3 42 -1.95287
  4 42 -0.770258
  5 42 2.30112
  6 42 0.0957229
  7 42 0.728747
  8 42 -1.79022
  9 42 0.387561
  10 42 0.126045
  11 42 -1.09077
  12 42 0.200476
  13 42 -0.261887
  14 42 1.39203
  15 42 -2.34384
  16 42 0.556137
  17 42 -0.950042
  18 42 -0.0240681
  19 42 -0.819889
  20 42 -0.449671
900 20 840
  1 42 -0.364917
  2 42 -0.778854
  3 42 0.494286
  4 42 -0.562886
  5 42 1.95983
  6 42 0.377777
  7 42 1.07808
  8 42 -0.694417
  9 42 -0.440506
  10 42 -0.521066
  11 42 -0.14211
  12 42 -0.0992609
  13 42 -0.141883
  14 42 -0.370245
  15 42 -1.14726
  16 42 1.14285
  17 42 1.34156
  18 42 -1.19154
  19 42 0.839585
  20 42 0.22157
1000 20 840
  1 42 0.318315
  2 42 0.772951
  3 42 -0.146334
  4 42 0.0941341
  5 42 -1.00819
  6 42 0.385165
  7 42 -0.136793
  8 42 0.1433
  9 42 -0.046874
  10 42 0.556711
  11 42 -0.302215
  12 42 -1.06546
  13 42 -0.0738643
  14 42 -0.512865
  15 42 0.176645
  16 42 0.283192
  17 42 -1.73765
  18 42 -1.1635
  19 42 -1.04245
  20 42 -0.37468
1100 20 840
  1 42 1.01139
  2 42 0.297167
  3 42 -0.0149438
  4 42 -1.39965
  5 42 1.31981
  6 42 -0.685316
  7 42 0.38326
  8 42 -0.528733
  9 42 0.15208
  10 42 -0.313296
  11 42 2.08484
  12 42 0.0445111
  13 42 -0.457148
  14 42 0.195428
  15 42 -0.839702
  16 42 0.204477
  17 42 -0.848807
  18 42 1.00353
  19 42 0.194446
  20 42 0.765565
1200 20 840
  1 42 0.741991
  2 42 0.103646
  3 42 0.479835
  4 42 -0.663802
  5 42 2.25377
  6 42 0.720137
  7 42 -1.33389
  8 42 -0.537401
  9 42 -1.36954
  10 42 -0.0532561
  11 42 0.64079
  12 42 0.545161
  13 42 -0.171916
  14 42 0.0551228
  15 42 0.0501004
  16 42 0.108679
  17 42 -0.53483
  18 42 1.85729
  19 42 1.32945
  20 42 -0.483154
1300 20 840
  1 42 0.499001
  2 42 -1.40665
  3 42 -0.278008
  4 42 1.14244
  5 42 -1.59972
  6 42 0.0501552
  7 42 -1.55541
  8 42 -0.0429521
  9 42 0.139796
  10 42 1.19189
  11 42 0.435898
  12 42 0.27672
  13 42 -0.4594
  14 42 -1.93261
  15 42 -1.50603
  16 42 -0.568146
  17 42 -2.05607
  18 42 0.338943
  19 42 -1.05136
  20 42 -1.36493
1400 20 840
  1 42 -0.364837
  2 42 -0.229293
  3 42 0.815091
  4 42 -1.44215
  5 42 -1.69572
  6 42 -0.51723
  7 42 -0.195038
  8 42 1.05305
  9 42 -1.69241
  10 42 -0.377428
  11 42 1.02869
  12 42 0.596679
  13 42 -1.40314
  14 42 -1.27413
  15 42 1.69488
  16 42 -0.765283
  17 42 -0.577787
  18 42 0.134891
  19 42 1.49849
  20 42 -1.7426
1500 20 840
  1 42 0.372635
  2 42 -0.237397
  3 42 -1.32234
  4 42 -1.08654
  5 42 0.204352
  6 42 -0.16758
  7 42 -0.29176
  8 42 0.952249
  9 42 -0.425478
  10 42 0.910339
  11 42 1.19047
  12 42 -1.09616
  13 42 1.74016
  14 42 1.15811
  15 42 -1.10242
  16 42 -1.03236
  17 42 -0.296271
  18 42 -0.535344
  19 42 0.595283
  20 42 0.189505
1600 20 840
  1 42 -1.63186
  2 42 0.28737
  3 42 -1.32978
  4 42 0.315618
