# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.128542
  2 42 -0.128542
  3 42 -0.128542
  4 42 -0.128542
  5 42 -0.128542
  6 42 -0.128542
  7 42 -0.128542
  8 42 -0.128542
  9 42 -0.128542
  10 42 -0.128542
  11 42 -0.128542
  12 42 -0.128542
  13 42 -0.128542
  14 42 -0.128542
  15 42 -0.128542
  16 42 -0.128542
  17 42 -0.128542
  18 42 -0.128542
  19 42 -0.128542
  20 42 -0.128542
100 20 840
  1 42 -0.531068
  2 42 -0.020322
  3 42 0.0412972
  4 42 -0.783199
  5 42 -0.859856
  6 42 0.18234
  7 42 -0.149697
  8 42 0.780349
  9 42 0.3359
  10 42 -0.374184
  11 42 -0.00478951
  12 42 0.985346
  13 42 0.0117569
  14 42 -0.0696511
  15 42 -0.324368
  16 42 0.801781
  17 42 -0.480787
  18 42 0.0837794
  19 42 -0.834343
  20 42 -0.692433
200 20 840
  1 42 0.105166
  2 42 -0.751559
  3 42 -0.613853
  4 42 -0.165114
  5 42 0.162627
  6 42 0.609711
  7 42 1.22407
  8 42 0.252196
  9 42 -0.293094
  10 42 -0.602993
  11 42 -0.831208
  12 42 -0.368342
  13 42 -0.480433
  14 42 -1.13591
  15 42 -0.309252
  16 42 -1.0067
  17 42 -0.445123
  18 42 0.39914
  19 42 0.689144
  20 42 -0.832223
300 20 840
  1 42 0.188133
  2 42 0.168357
  3 42 -0.123858
  4 42 -0.932876
  5 42 0.324039
  6 42 0.984401
  7 42 0.00250619
  8 42 0.176487
  9 42 0.223909
  10 42 0.0544448
  11 42 -1.25572
  12 42 -0.906061
  13 42 -0.155667
  14 42 0.444904
  15 42 -1.18875
  16 42 0.995692
  17 42 0.835063
  18 42 0.284597
  19 42 -0.291986
  20 42 0.321366
400 20 840
  1 42 0.349285
  2 42 0.0631793
  3 42 0.203357
  4 42 -0.357383
  5 42 -0.0547258
  6 42 -0.28272
  7 42 0.610708
  8 42 0.181753
  9 42 -1.01544
  10 42 -1.01912
  11 42 0.838443
  12 42 -1.31791
  13 42 -0.511006
  14 42 -0.132641
  15 42 -0.588422
  16 42 -0.679962
  17 42 0.0930055
  18 42 -0.426247
  19 42 -0.00665989
  20 42 0.112976
500 20 840
  1 42 -1.10941
  2 42 0.108001
  3 42 -1.50197
  4 42 -0.204224
  5 42 -0.693554
  6 42 -1.28062
  7 42 -0.455726
