# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.113084
  2 42 -0.113084
  3 42 -0.113084
  4 42 -0.113084
  5 42 -0.113084
  6 42 -0.113084
  7 42 -0.113084
  8 42 -0.113084
  9 42 -0.113084
  10 42 -0.113084
  11 42 -0.113084
  12 42 -0.113084
  13 42 -0.113084
  14 42 -0.113084
  15 42 -0.113084
  16 42 -0.113084
  17 42 -0.113084
  18 42 -0.113084
  19 42 -0.113084
  20 42 -0.113084
100 20 840
  1 42 -0.790221
  2 42 -0.681053
  3 42 1.09954
  4 42 -0.0682703
  5 42 -1.32165
  6 42 -0.543958
  7 42 -0.113753
  8 42 1.77735
  9 42 -0.611233
  10 42 -0.0147494
  11 42 0.65696
  12 42 1.5632
  13 42 -0.180463
  14 42 -0.319689
  15 42 0.509621
  16 42 1.59161
  17 42 -1.01004
  18 42 -0.161586
  19 42 -1.19976
  20 42 -1.78387
200 20 840
  1 42 0.950413
  2 42 -1.29626
  3 42 0.29733
  4 42 -0.625944
  5 42 -0.550575
  6 42 0.460673
  7 42 1.34758
  8 42 1.1112
  9 42 -0.344117
  10 42 -0.751656
  11 42 -1.32409
  12 42 -0.91107
  13 42 1.41941
  14 42 -1.10199
  15 42 -1.44771
  16 42 -2.13435
  17 42 0.685217
  18 42 0.83488
  19 42 0.266449
  20 42 -1.6419
300 20 840
  1 42 0.0459336
  2 42 1.04816
  3 42 1.84228
  4 42 -1.28773
  5 42 2.08569
  6 42 0.930357
  7 42 1.16431
  8 42 -0.760096
  9 42 0.927159
  10 42 -1.14057
  11 42 -1.2713
  12 42 -1.12291
  13 42 -0.80902
  14 42 0.386606
  15 42 -0.326146
  16 42 2.10214
  17 42 -0.200998
  18 42 -0.525842
  19 42 -1.27718
  20 42 0.836742
400 20 840
  1 42 0.555845
  2 42 0.345493
  3 42 1.32833
  4 42 -1.64704
  5 42 0.553881
  6 42 0.364946
  7 42 1.69896
  8 42 -0.0632736
  9 42 -1.06668
  10 42 -1.54723
  11 42 0.750558
  12 42 -0.777721
  13 42 -0.169928
  14 42 -0.0697115
  15 42 -0.526807
  16 42 -0.195845
  17 42 -0.725159
