# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
0 20 840
  1 42 0.190759
  2 42 0.190759
  3 42 0.190759
  4 42 0.190759
  5 42 0.190759
  6 42 0.190759
  7 42 0.190759
  8 42 0.190759
  9 42 0.190759
  10 42 0.190759
  11 42 0.190759
  12 42 0.190759
  13 42 0.190759
  14 42 0.190759
  15 42 0.190759
  16 42 0.190759
  17 42 0.190759
  18 42 0.190759
  19 42 0.190759
  20 42 0.190759
100 20 840
  1 42 1.06272
  2 42 0.332347
  3 42 -1.26603
  4 42 0.0819485
  5 42 1.92651
  6 42 1.4277
  7 42 1.37613
  8 42 -1.09991
  9 42 0.617425
  10 42 0.236743
  11 42 1.31372
  12 42 1.07673
  13 42 0.684191
  14 42 1.67468
  15 42 -1.7682
  16 42 -0.599382
  17 42 0.293925
  18 42 -0.63787
  19 42 1.02504
  20 42 -0.655686
200 20 840
  1 42 0.449273
  2 42 0.582804
  3 42 2.19188
  4 42 0.809001
  5 42 1.46565
  6 42 0.378937
  7 42 0.795687
  8 42 -0.913355
  9 42 2.49017
  10 42 -0.0725206
  11 42 -0.647864
  12 42 0.195357
  13 42 0.42048
  14 42 1.03065
  15 42 0.356453
  16 42 -0.336979
  17 42 1.9877
  18 42 1.01287
  19 42 2.64856
  20 42 0.280868
300 20 840
  1 42 0.983959
  2 42 1.5325
  3 42 -0.132322
  4 42 0.177999
  5 42 0.0172134
  6 42 -0.781577
  7 42 1.9615
  8 42 0.343709
  9 42 0.62445
  10 42 0.635002
  11 42 -1.61533
  12 42 -1.78077
  13 42 -0.0372402
  14 42 -0.949705
  15 42 -1.30621
  16 42 0.802889
  17 42 -0.176445
  18 42 1.81948
  19 42 -0.581861
  20 42 0.070931
400 20 840
  1 42 1.31547
  2 42 0.531378
  3 42 3.56532
  4 42 -1.01036
  5 42 3.26822
  6 42 -0.517643
  7 42 1.21297
  8 42 -0.967274
  9 42 0.874204
  10 42 -1.78577
  11 42 1.06363
  12 42 0.00636104
  13 42 -1.971
  14 42 -0.635694
  15 42 0.75382
  16 42 1.50033
  17 42 -0.791221
  18 42 0.912313
  19 42 -1.24868
  20 42 1.35125
500 20 840
  1 42 1.55829
  2 42 -0.676249
  3 42 -0.333272
  4 42 0.784632
  5 42 0.561931
  6 42 2.59797
  7 42 -1.13296
  8 42 0.168399
  9 42 0.436253
  10 42 -1.04438
  11 42 1.48419
  12 42 0.897377
  13 42 0.510634
  14 42 0.442409
  15 42 -0.741534
  16 42 -0.185783
  17 42 -0.920536
  18 42 1.17223
  19 42 -0.927342
  20 42 -1.10534
600 20 840
  1 42 -2.30677
  2 42 -0.0141162
  3 42 -0.753467
  4 42 1.20628
  5 42 -0.391437
  6 42 -1.23166
  7 42 -0.559591
  8 42 0.828566
  9 42 -2.01435
  10 42 0.426773
  11 42 0.747373
  12 42 0.0674286
  13 42 -0.0452234
  14 42 -1.07398
  15 42 -1.21231
  16 42 0.0209504
  17 42 -1.60918
  18 42 -1.95999
  19 42 -1.01956
  20 42 0.136027
700 20 840
  1 42 -1.14466
  2 42 0.930296
  3 42 2.06405
  4 42 -0.121694
  5 42 -0.355654
  6 42 -0.78252
  7 42 -0.79929
  8 42 0.669264
  9 42 -0.762771
  10 42 1.41013
  11 42 2.55288
  12 42 -0.624447
  13 42 -0.55869
  14 42 -1.36596
  15 42 0.79569
  16 42 1.77947
  17 42 0.263938
  18 42 -1.55472
  19 42 0.0352859
  20 42 -0.328048
800 20 840
  1 42 -0.461561
  2 42 -0.948358
  3 42 -1.06944
  4 42 -0.420824
  5 42 -1.18255
  6 42 -0.105823
  7 42 -2.18535
  8 42 0.763799
  9 42 1.37125
  10 42 1.66095
  11 42 1.07149
  12 42 -2.22716
  13 42 0.951794
  14 42 1.23864
  15 42 -1.7184
  16 42 -0.605555
  17 42 0.406797
  18 42 0.194264
  19 42 -0.35857
  20 42 0.948743
900 20 840
  1 42 0.237045
  2 42 -0.063962
  3 42 -0.698249
  4 42 -0.262398
  5 42 -0.515358
  6 42 -0.195375
  7 42 0.114922
  8 42 -0.857247
  9 42 0.701616
  10 42 1.53688
  11 42 2.46445
  12 42 -0.440058
  13 42 -1.43077
  14 42 0.347679
  15 42 2.1408
  16 42 0.326013
  17 42 -0.708938
  18 42 -0.784608
  19 42 1.3442
  20 42 -0.404635
1000 20 840
  1 42 0.883583
  2 42 -0.0753167
  3 42 0.67479
  4 42 -0.0530462
  5 42 -2.58738
  6 42 -0.438047
  7 42 0.595651
  8 42 1.58771
  9 42 0.219688
  10 42 2.26687
  11 42 -0.597339
  12 42 1.11022
  13 42 1.61948
  14 42 -0.128622
  15 42 1.15961
  16 42 0.470403
  17 42 1.89973
  18 42 0.674909
  19 42 2.41169
  20 42 -0.181205
1100 20 840
  1 42 1.13097
  2 42 -0.777539
  3 42 -1.21246
  4 42 0.474317
  5 42 -0.157238
  6 42 0.313334
  7 42 1.01226
  8 42 0.897869
  9 42 0.476747
  10 42 -0.902996
  11 42 -1.00005
  12 42 2.52111
  13 42 1.46165
  14 42 0.74302
  15 42 -0.337764
  16 42 -1.45448
  17 42 -0.00936381
  18 42 0.761672
  19 42 1.77558
  20 42 -0.246481
1200 20 840
  1 42 0.589153
  2 42 0.667193
  3 42 -0.448644
  4 42 1.13975
  5 42 1.56361
  6 42 1.36648
  7 42 3.39957
  8 42 -0.366223
  9 42 -2.49666
  10 42 -0.559394
  11 42 -3.43574
  12 42 1.4352
  13 42 -1.27393
  14 42 1.00375
  15 42 0.0434975
  16 42 0.152488
  17 42 0.86802
  18 42 -0.240668
  19 42 1.57927
  20 42 -0.255522
1300 20 840
  1 42 -0.152446
  2 42 0.303131
  3 42 -0.390898
  4 42 0.783871
  5 42 -0.497958
  6 42 1.18798
  7 42 -0.41203
  8 42 -0.407744
  9 42 -0.034572
  10 42 -2.24232
  11 42 0.232383
  12 42 0.195521
  13 42 0.165773
  14 42 0.769775
  15 42 0.344694
  16 42 0.187288
  17 42 0.414163
  18 42 2.02368
  19 42 -0.378484
  20 42 0.044333
1400 20 840
  1 42 -1.20199
  2 42 1.73597
  3 42 2.55524
  4 42 0.30786
  5 42 0.436981
  6 42 -0.526667
  7 42 2.08001
  8 42 0.392074
  9 42 0.103336
  10 42 -1.30927
  11 42 -0.893102
  12 42 -0.807992
  13 42 0.319423
  14 42 -1.06344
  15 42 2.08768
  16 42 -0.0479677
  17 42 0.0696107
  18 42 0.817185
  19 42 -0.812636
  20 42 -0.429719
1500 20 840
  1 42 -0.990458
  2 42 -0.0618379
  3 42 -1.66521
  4 42 0.0535426
  5 42 1.58282
  6 42 -0.12138
  7 42 0.113062
  8 42 -2.01705
  9 42 2.45671
  10 42 1.80603
  11 42 -0.621124
  12 42 1.11075
  13 42 -0.480135
  14 42 0.439144
  15 42 -0.436219
  16 42 1.02537
  17 42 -0.650122
  18 42 -0.727771
  19 42 -0.579936
  20 42 -0.367531
1600 20 840
  1 42 0.732186
  2 42 -1.17863
  3 42 2.30645
  4 42 -0.181934
  5 42 2.70123
  6 42 -0.108568
  7 42 0.0650037
  8 42 0.177057
  9 42 1.35348
  10 42 -0.218125
  11 42 3.4603
  12 42 0.115692
  13 42 1.01249
  14 42 0.240941
  15 42 -1.53862
  16 42 2.60713
  17 42 -1.56994
  18 42 -0.669167
  19 42 1.0513
  20 42 1.36827
1700 20 840
  1 42 -0.686954
  2 42 0.685059
  3 42 1.00762
  4 42 1.69913
  5 42 -0.0882585
  6 42 -1.24266
  7 42 -2.32283
  8 42 -0.906625
  9 42 0.671467
  10 42 1.08024
  11 42 1.54969
  12 42 -1.2407
  13 42 0.250098
  14 42 -1.11819
  15 42 0.301341
  16 42 1.09507
  17 42 0.0269499
  18 42 0.80064
  19 42 -1.93217
  20 42 -0.116807
1800 20 840
  1 42 1.0093
  2 42 -0.546632
  3 42 0.335341
  4 42 -1.18112
  5 42 -0.0588976
  6 42 -2.15241
  7 42 -0.121422
  8 42 -0.0325248
  9 42 -0.337692
  10 42 0.553574
  11 42 2.84313
