# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
0 20 840
  1 42 0.10395
  2 42 0.10395
  3 42 0.10395
  4 42 0.10395
  5 42 0.10395
  6 42 0.10395
  7 42 0.10395
  8 42 0.10395
  9 42 0.10395
  10 42 0.10395
  11 42 0.10395
  12 42 0.10395
  13 42 0.10395
  14 42 0.10395
  15 42 0.10395
  16 42 0.10395
  17 42 0.10395
  18 42 0.10395
  19 42 0.10395
  20 42 0.10395
100 20 840
  1 42 2.15499
  2 42 0.460937
  3 42 -0.101373
  4 42 -2.05786
  5 42 -1.174
  6 42 0.66062
  7 42 1.03569
  8 42 1.22527
  9 42 1.38942
  10 42 1.99033
  11 42 0.386636
  12 42 -0.820438
  13 42 -3.34299
  14 42 0.00305546
  15 42 0.540572
  16 42 1.53935
  17 42 -1.13988
  18 42 -0.453373
  19 42 -3.43969
  20 42 2.94166
200 20 840
  1 42 -2.11807
  2 42 -0.943562
  3 42 -1.63066
  4 42 -2.20807
  5 42 -0.733608
  6 42 -2.28771
  7 42 0.510873
  8 42 0.649051
  9 42 0.329445
  10 42 -1.12102
  11 42 0.0513748
  12 42 1.33654
  13 42 0.213269
  14 42 0.422297
  15 42 -1.11277
  16 42 0.151698
  17 42 -0.391102
  18 42 0.0499115
  19 42 -1.65447
  20 42 -1.34424
300 20 840
  1 42 -1.81669
  2 42 -1.30393
  3 42 0.496977
  4 42 -0.416305
  5 42 1.41937
  6 42 -1.13934
  7 42 -0.602287
  8 42 -1.21257
  9 42 0.792824
  10 42 -0.645962
  11 42 1.77553
  12 42 1.87484
  13 42 -0.653646
  14 42 2.17089
  15 42 1.71537
  16 42 -0.612926
  17 42 0.0419304
  18 42 -3.54013
  19 42 0.26858
  20 42 0.503544
400 20 840
  1 42 -0.231694
  2 42 0.0484667
  3 42 -4.30559
  4 42 1.08462
  5 42 -5.3674
  6 42 -0.376591
  7 42 -0.70032
  8 42 0.408268
  9 42 0.723737
  10 42 3.94869
  11 42 -0.417151
  12 42 1.33622
  13 42 2.97228
  14 42 0.817313
  15 42 -0.0104373
  16 42 -2.8012
  17 42 0.129712
  18 42 -1.01121
  19 42 1.86406
  20 42 -3.35663
500 20 840
  1 42 -2.40295
  2 42 -1.2055
  3 42 0.492209
  4 42 -2.30516
  5 42 -0.905279
  6 42 -4.14116
  7 42 0.640285
  8 42 -0.126651
  9 42 0.0326693
  10 42 2.78938
  11 42 -0.982112
  12 42 1.04493
  13 42 -1.58544
  14 42 -1.71956
  15 42 2.31423
  16 42 1.08319
  17 42 -3.92831
  18 42 -2.33032
  19 42 0.572246
  20 42 0.157248
600 20 840
  1 42 0.451158
  2 42 1.40038
  3 42 -2.73853
  4 42 -1.59177
  5 42 2.60126
  6 42 -3.30721
  7 42 -0.522266
  8 42 -2.05602
  9 42 0.836347
  10 42 2.33007
  11 42 1.85524
  12 42 -0.403638
  13 42 -2.27755
  14 42 -1.7584
  15 42 2.11828
  16 42 -0.641964
  17 42 -0.469364
  18 42 -0.832011
  19 42 2.57988
  20 42 -1.17592
700 20 840
  1 42 0.555557
  2 42 -1.42174
  3 42 -1.23082
  4 42 0.150354
  5 42 1.23843
  6 42 1.57677
  7 42 1.21779
  8 42 -1.83829
  9 42 0.130094
  10 42 -1.98476
  11 42 -0.397966
  12 42 -2.21796
  13 42 1.05055
  14 42 1.35278
  15 42 -3.07342
  16 42 -0.0571161
  17 42 1.71486
  18 42 -0.464187
  19 42 -1.46575
  20 42 0.305739
800 20 840
  1 42 1.40479
  2 42 -0.805288
  3 42 -1.88252
  4 42 2.0794
  5 42 -0.405693
  6 42 1.16831
  7 42 -2.84018
  8 42 0.0648465
  9 42 0.026262
  10 42 -0.97457
  11 42 3.33755
  12 42 1.10971
  13 42 -1.96086
  14 42 2.08962
  15 42 -1.19682
  16 42 0.709399
  17 42 -0.276854
  18 42 1.44675
  19 42 -0.248439
  20 42 1.11254
900 20 840
  1 42 0.702331
  2 42 -1.23804
  3 42 2.03986
  4 42 0.507699
  5 42 0.186557
  6 42 -1.96441
  7 42 -1.90325
  8 42 2.19072
  9 42 0.00860894
