# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.116547
  2 42 -0.116547
  3 42 -0.116547
  4 42 -0.116547
  5 42 -0.116547
  6 42 -0.116547
  7 42 -0.116547
  8 42 -0.116547
  9 42 -0.116547
  10 42 -0.116547
  11 42 -0.116547
  12 42 -0.116547
  13 42 -0.116547
  14 42 -0.116547
  15 42 -0.116547
  16 42 -0.116547
  17 42 -0.116547
  18 42 -0.116547
  19 42 -0.116547
  20 42 -0.116547
100 20 840
  1 42 -0.762236
  2 42 -0.477788
  3 42 0.734593
  4 42 -0.356814
  5 42 -1.28166
  6 42 -0.321256
  7 42 -0.108153
  8 42 1.40492
  9 42 -0.341207
  10 42 -0.145362
  11 42 0.471303
  12 42 1.42114
  13 42 -0.304127
  14 42 -0.282259
  15 42 0.24414
  16 42 1.39812
  17 42 -0.901578
  18 42 -0.162613
  19 42 -1.12055
  20 42 -1.62381
200 20 840
  1 42 0.654983
  2 42 -1.22551
  3 42 -0.0753723
  4 42 -0.452183
  5 42 -0.209972
  6 42 0.587984
  7 42 1.25618
  8 42 0.822915
  9 42 -0.394669
  10 42 -0.786188
  11 42 -1.09623
  12 42 -0.672606
  13 42 0.819024
  14 42 -1.22442
  15 42 -1.16841
  16 42 -1.71043
  17 42 0.248595
  18 42 0.694165
  19 42 0.337201
  20 42 -1.498
300 20 840
  1 42 0.101444
  2 42 0.829319
  3 42 1.32305
  4 42 -1.21278
  5 42 1.75647
  6 42 0.963797
  7 42 0.904242
  8 42 -0.432391
  9 42 0.827004
  10 42 -0.885624
  11 42 -1.44272
  12 42 -1.04743
  13 42 -0.700675
  14 42 0.419976
  15 42 -0.650678
  16 42 1.91832
  17 42 0.146904
  18 42 -0.322386
  19 42 -1.06739
  20 42 0.639501
400 20 840
  1 42 0.503276
  2 42 0.2588
  3 42 0.980283
  4 42 -1.29883
  5 42 0.350247
  6 42 0.118878
  7 42 1.39636
  8 42 -0.00323266
  9 42 -1.08272
  10 42 -1.43159
  11 42 0.807295
  12 42 -0.987521
  13 42 -0.378045
  14 42 0.0242353
  15 42 -0.551989
  16 42 -0.291209
  17 42 -0.538387
  18 42 -0.982003
  19 42 0.0405253
  20 42 0.438378
500 20 840
  1 42 -0.304728
  2 42 -0.298833
  3 42 -1.02753
  4 42 -0.620817
  5 42 -1.52857
  6 42 -0.605993
  7 42 1.06303
  8 42 0.86498
  9 42 1.44257
  10 42 -0.480762
  11 42 1.1067
  12 42 -0.597295
  13 42 -0.326435
  14 42 0.0154736
  15 42 0.789787
  16 42 -0.156778
  17 42 0.195222
  18 42 -0.136727
  19 42 1.9256
  20 42 -0.212026
600 20 840
  1 42 -0.516704
  2 42 -0.195035
  3 42 -0.502968
  4 42 -1.90963
  5 42 0.498963
  6 42 0.6292
  7 42 0.358276
  8 42 -0.343481
  9 42 0.182815
  10 42 -1.08712
  11 42 -1.52036
  12 42 1.15918
  13 42 -0.816015
  14 42 -0.325906
  15 42 -0.199585
  16 42 -0.263225
  17 42 0.0630355
  18 42 -1.28576
  19 42 0.568393
  20 42 -1.31837
700 20 840
  1 42 -0.645265
  2 42 0.101252
  3 42 -0.117123
  4 42 0.607332
  5 42 0.567954
  6 42 0.0118794
  7 42 -0.0337086
  8 42 -0.104353
