# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
0 20 840
  1 42 0.0643584
  2 42 0.0643581
  3 42 0.0643581
  4 42 0.0643581
  5 42 0.0643581
  6 42 0.0643581
  7 42 0.0643581
  8 42 0.0643581
  9 42 0.0643581
  10 42 0.0643581
  11 42 0.0643581
  12 42 0.0643581
  13 42 0.0643581
  14 42 0.0643586
  15 42 0.0643581
  16 42 0.0643581
  17 42 0.0643581
  18 42 0.0643581
  19 42 0.0643581
  20 42 0.0643581
100 20 840
  1 42 0.50625
  2 42 0.248074
  3 42 -0.340778
  4 42 0.50419
  5 42 1.07622
  6 42 1.46398
  7 42 0.342539
  8 42 -0.767653
  9 42 0.513829
  10 42 -0.0426891
  11 42 0.96477
  12 42 0.716428
  13 42 0.645282
  14 42 1.01405
  15 42 -1.36802
  16 42 -1.09136
  17 42 -0.192711
  18 42 -0.415746
  19 42 0.679616
  20 42 -0.540133
200 20 840
  1 42 -0.456229
  2 42 -0.274649
  3 42 1.65553
  4 42 0.637298
  5 42 1.65365
  6 42 0.83135
  7 42 0.0356069
  8 42 -0.652166
  9 42 1.63262
  10 42 -0.321861
  11 42 -0.773401
  12 42 0.724493
  13 42 0.282277
  14 42 1.12661
  15 42 -0.27374
  16 42 -0.229142
  17 42 1.45104
  18 42 1.05702
  19 42 1.40917
  20 42 -0.332036
300 20 840
  1 42 -0.0803908
  2 42 0.702628
  3 42 0.360593
  4 42 -0.360041
  5 42 1.0874
  6 42 0.224393
  7 42 0.91065
  8 42 0.404836
  9 42 0.333
  10 42 0.819972
  11 42 -1.55911
  12 42 -0.237059
  13 42 0.098042
  14 42 -1.57734
  15 42 -2.47544
  16 42 -0.256414
  17 42 0.644333
  18 42 1.65678
  19 42 -0.552217
  20 42 0.562601
400 20 840
  1 42 0.414141
  2 42 -0.470354
  3 42 1.65196
  4 42 -0.547378
  5 42 1.95018
  6 42 1.15876
  7 42 0.203683
  8 42 -0.369136
  9 42 -0.100368
  10 42 -0.0509911
  11 42 0.142814
  12 42 0.839736
  13 42 -1.40294
  14 42 0.0446594
  15 42 1.16876
  16 42 0.0819427
  17 42 0.196165
  18 42 0.498252
  19 42 -0.84475
  20 42 0.55191
500 20 840
  1 42 1.59738
  2 42 0.183795
  3 42 -1.02156
  4 42 0.99017
  5 42 0.134439
  6 42 0.247911
  7 42 -0.771571
  8 42 -0.324004
  9 42 0.685994
  10 42 -0.402944
  11 42 0.989392
  12 42 -0.79677
  13 42 0.064834
  14 42 -0.528602
  15 42 -0.846055
  16 42 -0.782369
  17 42 0.314589
  18 42 0.637901
  19 42 -1.63388
  20 42 -0.732235
600 20 840
  1 42 -1.24225
  2 42 -1.10554
  3 42 0.750184
  4 42 1.4809
  5 42 -0.35607
  6 42 0.0116636
  7 42 0.586175
  8 42 0.776654
  9 42 -2.31826
  10 42 -0.686983
  11 42 0.349559
  12 42 -0.701277
  13 42 0.229958
  14 42 -0.126694
  15 42 0.886991
  16 42 1.1857
  17 42 -0.191618
  18 42 0.0742834
  19 42 -0.695042
  20 42 -0.398187
700 20 840
  1 42 -0.0268823
  2 42 -1.14845
  3 42 0.740577
  4 42 0.257557
  5 42 -0.823212
  6 42 -0.417391
  7 42 -1.30948
  8 42 0.607784
  9 42 0.398633
  10 42 0.606801
  11 42 1.48738
  12 42 1.09243
  13 42 -0.0871627
  14 42 0.264677
  15 42 1.16085
  16 42 1.91153
  17 42 -0.866645
  18 42 -0.134508
  19 42 0.751735
  20 42 0.419931
800 20 840
  1 42 0.0536197
  2 42 -0.73613
  3 42 -0.186503
  4 42 0.0886287
  5 42 0.168101
  6 42 -0.893516
  7 42 0.613733
  8 42 -0.542372
  9 42 2.06374
  10 42 -1.718
  11 42 0.636738
  12 42 -0.73663
  13 42 -0.852699
  14 42 -0.0364084
  15 42 -0.258453
  16 42 -1.12906
  17 42 -0.652773
  18 42 -0.22083
  19 42 0.146103
