# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.120258
  2 42 -0.120258
  3 42 -0.120258
  4 42 -0.120258
  5 42 -0.120258
  6 42 -0.120258
  7 42 -0.120258
  8 42 -0.120258
  9 42 -0.120258
  10 42 -0.120258
  11 42 -0.120258
  12 42 -0.120258
  13 42 -0.120258
  14 42 -0.120258
  15 42 -0.120258
  16 42 -0.120258
  17 42 -0.120258
  18 42 -0.120258
  19 42 -0.120258
  20 42 -0.120258
100 20 840
  1 42 -0.698408
  2 42 -0.300178
  3 42 0.42768
  4 42 -0.569806
  5 42 -1.18337
  6 42 -0.122766
  7 42 -0.115378
  8 42 1.11617
  9 42 -0.0741001
  10 42 -0.249971
  11 42 0.294238
  12 42 1.26478
  13 42 -0.296864
  14 42 -0.220523
  15 42 0.00367683
  16 42 1.18623
  17 42 -0.765048
  18 42 -0.112569
  19 42 -1.02631
  20 42 -1.35748
200 20 840
  1 42 0.427273
  2 42 -1.09009
  3 42 -0.341181
  4 42 -0.321278
  5 42 0.0376935
  6 42 0.654127
  7 42 1.19293
  8 42 0.579176
  9 42 -0.390111
  10 42 -0.75384
  11 42 -0.924344
  12 42 -0.499435
  13 42 0.305095
  14 42 -1.25978
  15 42 -0.870223
  16 42 -1.37762
  17 42 -0.0720037
  18 42 0.573331
  19 42 0.452805
  20 42 -1.30211
300 20 840
  1 42 0.151143
  2 42 0.60181
  3 42 0.798325
  4 42 -1.11695
  5 42 1.35039
  6 42 0.973759
  7 42 0.624399
  8 42 -0.154825
  9 42 0.677902
  10 42 -0.603932
  11 42 -1.48381
  12 42 -0.995485
  13 42 -0.536015
  14 42 0.433912
  15 42 -0.897122
  16 42 1.6393
  17 42 0.440188
  18 42 -0.107381
  19 42 -0.843148
  20 42 0.492877
400 20 840
  1 42 0.457718
  2 42 0.195808
  3 42 0.671156
  4 42 -0.957263
  5 42 0.186738
  6 42 -0.0655296
  7 42 1.10282
  8 42 0.0520411
  9 42 -1.06199
  10 42 -1.29367
  11 42 0.849583
  12 42 -1.1409
  13 42 -0.492296
  14 42 0.0455545
  15 42 -0.555354
  16 42 -0.412552
  17 42 -0.339546
  18 42 -0.809273
  19 42 -0.0415004
  20 42 0.265451
500 20 840
  1 42 -0.660652
  2 42 -0.0865098
  3 42 -1.23342
  4 42 -0.484115
  5 42 -1.21157
  6 42 -0.916752
  7 42 0.467427
  8 42 0.750988
  9 42 0.881273
  10 42 -0.150532
  11 42 1.09188
  12 42 -0.449718
  13 42 -0.36378
  14 42 -0.033155
  15 42 0.628202
  16 42 -0.205131
  17 42 0.203628
  18 42 -0.270375
  19 42 1.30126
  20 42 0.023644
600 20 840
  1 42 -0.487199
  2 42 -0.318873
  3 42 -0.982458
  4 42 -1.69225
  5 42 0.300981
  6 42 0.601618
  7 42 0.16132
  8 42 -0.123766
  9 42 0.0178585
  10 42 -0.631984
  11 42 -1.19131
  12 42 0.913992
  13 42 -0.809858
  14 42 -0.429726
  15 42 -0.494991
  16 42 -0.305062
  17 42 -0.297255
  18 42 -1.05727
  19 42 0.300436
  20 42 -0.861264
700 20 840
  1 42 -0.585446
  2 42 0.0988252
  3 42 0.0117127
  4 42 0.352234
  5 42 0.522835
  6 42 -0.347229
