# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.149711
  2 42 -0.149711
  3 42 -0.149711
  4 42 -0.149711
  5 42 -0.149711
  6 42 -0.149711
  7 42 -0.149711
  8 42 -0.149711
  9 42 -0.149711
  10 42 -0.149711
  11 42 -0.149711
  12 42 -0.149711
  13 42 -0.149711
  14 42 -0.149711
  15 42 -0.149711
  16 42 -0.149711
  17 42 -0.149711
  18 42 -0.149711
  19 42 -0.149711
  20 42 -0.149711
100 20 840
  1 42 -0.0263702
  2 42 0.155114
  3 42 -0.476135
  4 42 -0.91637
  5 42 -0.314511
  6 42 0.412371
  7 42 -0.323861
  8 42 0.689328
  9 42 1.06127
  10 42 -0.387825
  11 42 -0.376438
  12 42 0.354882
  13 42 0.86513
  14 42 0.298597
  15 42 -0.920627
  16 42 -0.0527408
  17 42 0.0172324
  18 42 0.585719
  19 42 -0.452335
  20 42 0.67692
200 20 840
  1 42 -0.191079
  2 42 -0.0147063
  3 42 -0.389452
  4 42 -0.387285
  5 42 0.0455146
  6 42 -0.00148776
  7 42 1.32635
  8 42 0.0649669
  9 42 0.115306
  10 42 0.214307
  11 42 -0.638181
  12 42 -0.476999
  13 42 -1.25497
  14 42 -0.81042
  15 42 0.62265
  16 42 -0.576698
  17 42 -0.4977
  18 42 0.0308257
  19 42 1.22481
  20 42 0.0269158
300 20 840
  1 42 0.22716
  2 42 -0.560229
  3 42 -1.61328
  4 42 -0.546706
  5 42 -1.77282
  6 42 0.591808
  7 42 -1.17984
  8 42 0.570338
  9 42 -0.775894
  10 42 1.45883
  11 42 -0.484095
  12 42 -0.669671
  13 42 0.758949
  14 42 0.295864
  15 42 -1.34226
  16 42 -0.530749
  17 42 1.20592
  18 42 0.698472
  19 42 0.794501
  20 42 -0.163567
400 20 840
  1 42 0.0456213
  2 42 -0.268144
  3 42 -0.215238
  4 42 0.576975
  5 42 0.119123
  6 42 -0.543726
  7 42 -0.135702
  8 42 0.488751
  9 42 -0.663059
  10 42 -0.524303
  11 42 0.563626
  12 42 -1.27978
  13 42 -0.250065
  14 42 -0.705414
  15 42 -0.405252
  16 42 -1.28616
  17 42 0.751812
  18 42 0.0907327
  19 42 0.242277
  20 42 0.0146091
500 20 840
  1 42 -1.55152
  2 42 0.347191
  3 42 -1.56934
  4 42 0.468983
  5 42 0.0559142
  6 42 -1.62452
  7 42 -1.45823
  8 42 0.141756
  9 42 -1.27482
  10 42 1.15275
  11 42 0.511982
  12 42 0.813509
  13 42 -1.22238
  14 42 -0.510384
  15 42 -0.292327
  16 42 -0.0537527
  17 42 -0.237245
  18 42 -0.601855
  19 42 -0.652561
  20 42 0.644602
600 20 840
  1 42 -1.01964
  2 42 -1.26815
  3 42 -0.727594
  4 42 -0.394749
  5 42 -1.69633
  6 42 -0.473336
  7 42 0.0416972
  8 42 0.821051
  9 42 -0.38318
  10 42 -0.228802
  11 42 -0.405168
  12 42 -0.0188404
  13 42 0.0220684
  14 42 -0.711583
  15 42 -0.409663
  16 42 0.281799
  17 42 -1.72698
  18 42 0.0618139
  19 42 -0.250966
  20 42 0.627174
700 20 840
  1 42 -1.23309
  2 42 0.053616
  3 42 1.05413
  4 42 -0.270691
  5 42 -0.670359
  6 42 -1.69473
  7 42 -0.549687
  8 42 0.092541
  9 42 -0.192481
  10 42 -0.943118
  11 42 -0.152673
  12 42 -0.70085
  13 42 -0.258745
  14 42 -1.36485
  15 42 0.441485
  16 42 0.712245
  17 42 -0.391464
  18 42 -0.986201
  19 42 -1.29331
  20 42 -0.339373
800 20 840
  1 42 -0.663828
  2 42 -0.345482
  3 42 -0.788551
  4 42 -0.808782
  5 42 1.24178
  6 42 -0.244626
  7 42 0.0200019
  8 42 -1.36944
  9 42 0.328428
  10 42 0.662095
  11 42 -0.71529
  12 42 0.0465656
  13 42 0.0729078
  14 42 0.251841
  15 42 -1.75476
  16 42 0.385559
  17 42 -0.927779
  18 42 0.167855
  19 42 -0.470185
  20 42 -0.0450608
900 20 840
  1 42 -0.457726
  2 42 -1.00406
  3 42 0.910021
  4 42 -0.107404
  5 42 0.814497
  6 42 0.270274
  7 42 0.57366
  8 42 -0.233615
  9 42 -0.920632
  10 42 -0.706234
  11 42 -0.388004
  12 42 0.424364
  13 42 0.211136
  14 42 0.193367
  15 42 -0.797453
  16 42 0.892069
  17 42 1.22863
  18 42 -0.910273
  19 42 1.27657
  20 42 -0.60923
1000 20 840
  1 42 0.258763
  2 42 0.387806
  3 42 0.43019
  4 42 0.0827848
  5 42 -0.0941452
  6 42 1.12365
  7 42 -0.25049
  8 42 -0.094441
  9 42 -0.14196
  10 42 -0.0100401
  11 42 0.175545
  12 42 0.170575
  13 42 -0.0403079
  14 42 -0.0616388
