# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.133187
  2 42 -0.133187
  3 42 -0.133187
  4 42 -0.133187
  5 42 -0.133187
  6 42 -0.133187
  7 42 -0.133187
  8 42 -0.133187
  9 42 -0.133187
  10 42 -0.133187
  11 42 -0.133187
  12 42 -0.133187
  13 42 -0.133187
  14 42 -0.133187
  15 42 -0.133187
  16 42 -0.133187
  17 42 -0.133187
  18 42 -0.133187
  19 42 -0.133187
  20 42 -0.133187
100 20 840
  1 42 -0.430487
  2 42 0.0753095
  3 42 -0.0834963
  4 42 -0.826351
  5 42 -0.683127
  6 42 0.28685
  7 42 -0.177838
  8 42 0.70477
  9 42 0.501768
  10 42 -0.400223
  11 42 -0.124709
  12 42 0.851083
  13 42 0.236348
  14 42 0.0139039
  15 42 -0.449199
  16 42 0.616712
  17 42 -0.34646
  18 42 0.205605
  19 42 -0.740392
  20 42 -0.342569
200 20 840
  1 42 -0.00812626
  2 42 -0.574668
  3 42 -0.644252
  4 42 -0.146461
  5 42 0.113078
  6 42 0.513397
  7 42 1.28139
  8 42 0.159544
  9 42 -0.214491
  10 42 -0.480975
  11 42 -0.841488
  12 42 -0.376725
  13 42 -0.76657
  14 42 -1.03315
  15 42 -0.0585072
  16 42 -0.906827
  17 42 -0.532462
  18 42 0.325801
  19 42 0.802531
  20 42 -0.593886
300 20 840
  1 42 0.189383
  2 42 -0.0282793
  3 42 -0.52013
  4 42 -0.846997
  5 42 -0.235072
  6 42 0.964563
  7 42 -0.321133
  8 42 0.268138
  9 42 -0.0409463
  10 42 0.41346
  11 42 -1.05724
  12 42 -0.854803
  13 42 0.0425616
  14 42 0.439796
  15 42 -1.26483
  16 42 0.656765
  17 42 0.960139
  18 42 0.437325
  19 42 0.0128357
  20 42 0.247112
400 20 840
  1 42 0.283081
  2 42 -0.0176856
  3 42 0.0426874
  4 42 -0.0985555
  5 42 -0.106732
  6 42 -0.351165
  7 42 0.408581
  8 42 0.259919
  9 42 -0.98168
  10 42 -0.888451
  11 42 0.791271
  12 42 -1.35731
  13 42 -0.462209
  14 42 -0.287432
  15 42 -0.600266
  16 42 -0.823367
  17 42 0.306066
  18 42 -0.251573
  19 42 0.0657214
  20 42 0.0976042
500 20 840
  1 42 -1.25614
  2 42 0.156616
  3 42 -1.56933
  4 42 -0.0531036
  5 42 -0.484376
  6 42 -1.39642
  7 42 -0.804173
  8 42 0.473458
  9 42 -0.313235
  10 42 0.703936
  11 42 0.898338
  12 42 0.1882
  13 42 -0.621827
  14 42 -0.335113
  15 42 0.10512
  16 42 -0.189457
  17 42 0.0608885
  18 42 -0.40967
  19 42 0.0459625
  20 42 0.497376
600 20 840
  1 42 -0.6313
  2 42 -0.821824
  3 42 -1.30244
  4 42 -1.03074
  5 42 -0.569336
  6 42 0.217151
  7 42 0.0267088
  8 42 0.373536
  9 42 -0.322887
  10 42 0.0518884
  11 42 -0.495081
  12 42 0.334358
  13 42 -0.450834
  14 42 -0.622687
  15 42 -0.799286
  16 42 -0.150387
  17 42 -1.20196
  18 42 -0.443011
  19 42 -0.0731366
  20 42 0.170471
700 20 840
  1 42 -0.692328
  2 42 0.0780576
  3 42 0.365445
  4 42 -0.121143
  5 42 -0.0578427
  6 42 -1.31052
  7 42 -0.413135
  8 42 0.17544
  9 42 -1.10259
  10 42 -0.776202
  11 42 0.177271
  12 42 -0.57457
  13 42 -0.208526
  14 42 -0.922031
  15 42 -0.129966
  16 42 0.458425
  17 42 -0.833123
  18 42 -0.665234
  19 42 -0.208904
  20 42 -1.03591
800 20 840
  1 42 -0.750035
  2 42 0.631192
  3 42 -0.0325219
  4 42 -0.775957
  5 42 0.51915
  6 42 -0.0762688
  7 42 -0.478472
  8 42 -1.04435
  9 42 -0.335656
  10 42 1.50744
  11 42 -0.611617
  12 42 -0.193816
  13 42 -0.0775589
  14 42 -0.736607
  15 42 -1.3072
  16 42 0.278144
  17 42 -0.923944
  18 42 0.425616
  19 42 -1.06583
  20 42 0.600719
900 20 840
  1 42 -0.270766
  2 42 -0.720092
  3 42 0.882296
  4 42 0.0416516
  5 42 -0.353269
  6 42 0.0594028
  7 42 -0.192799
  8 42 0.387985
  9 42 -1.27898
  10 42 -0.854053
  11 42 -0.439683
  12 42 0.65156
  13 42 0.209058
  14 42 0.305027
  15 42 -0.463884
  16 42 0.311881
  17 42 0.831673
  18 42 -0.250297
  19 42 1.12047
  20 42 -1.12354
1000 20 840
  1 42 -0.0784123
  2 42 -0.118195
  3 42 1.24677
  4 42 -0.235401
  5 42 0.740695
  6 42 1.08159
  7 42 -0.55045
  8 42 0.0297677
  9 42 0.0468346
  10 42 -0.380974
  11 42 0.889885
  12 42 0.944713
  13 42 -0.157049
  14 42 0.0905232
  15 42 -0.976838
  16 42 -0.20241
  17 42 -0.742147
  18 42 -0.993221
  19 42 0.326309
  20 42 0.268822
1100 20 840
  1 42 -0.279404
  2 42 0.665294
  3 42 -0.33562
  4 42 -0.885452
  5 42 -0.310941
  6 42 0.494091
  7 42 -0.979923
  8 42 -0.639996
