# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.124245
  2 42 -0.124245
  3 42 -0.124245
  4 42 -0.124245
  5 42 -0.124245
  6 42 -0.124245
  7 42 -0.124245
  8 42 -0.124245
  9 42 -0.124245
  10 42 -0.124245
  11 42 -0.124245
  12 42 -0.124245
  13 42 -0.124245
  14 42 -0.124245
  15 42 -0.124245
  16 42 -0.124245
  17 42 -0.124245
  18 42 -0.124245
  19 42 -0.124245
  20 42 -0.124245
100 20 840
  1 42 -0.619375
  2 42 -0.14662
  3 42 0.201875
  4 42 -0.705534
  5 42 -1.03459
  6 42 0.0458542
  7 42 -0.129518
  8 42 0.912245
  9 42 0.150985
  10 42 -0.325616
  11 42 0.134525
  12 42 1.11939
  13 42 -0.177957
  14 42 -0.147752
  15 42 -0.182226
  16 42 0.987067
  17 42 -0.621066
  18 42 -0.0255289
  19 42 -0.929383
  20 42 -1.03536
200 20 840
  1 42 0.248525
  2 42 -0.925141
  3 42 -0.516011
  4 42 -0.225254
  5 42 0.153337
  6 42 0.659219
  7 42 1.18612
  8 42 0.389715
  9 42 -0.352477
  10 42 -0.69039
  11 42 -0.843738
  12 42 -0.402528
  13 42 -0.125409
  14 42 -1.22054
  15 42 -0.579734
  16 42 -1.15157
  17 42 -0.296021
  18 42 0.4775
  19 42 0.574429
  20 42 -1.07305
300 20 840
  1 42 0.178988
  2 42 0.378856
  3 42 0.312222
  4 42 -1.02154
  5 42 0.863387
  6 42 0.982137
  7 42 0.32124
  8 42 0.0441099
  9 42 0.470772
  10 42 -0.288604
  11 42 -1.40935
  12 42 -0.951849
  13 42 -0.348624
  14 42 0.441456
  15 42 -1.07119
  16 42 1.32324
  17 42 0.666445
  18 42 0.100319
  19 42 -0.58305
  20 42 0.394988
400 20 840
  1 42 0.407649
  2 42 0.133853
  3 42 0.411739
  4 42 -0.642226
  5 42 0.0493847
  6 42 -0.193216
  7 42 0.839335
  8 42 0.112562
  9 42 -1.0382
  10 42 -1.15417
  11 42 0.859798
  12 42 -1.24754
  13 42 -0.528055
  14 42 -0.0133637
  15 42 -0.567675
  16 42 -0.54356
  17 42 -0.126432
  18 42 -0.617211
  19 42 -0.0510634
  20 42 0.1615
500 20 840
  1 42 -0.91879
  2 42 0.0380779
  3 42 -1.39179
  4 42 -0.344818
  5 42 -0.931818
  6 42 -1.12898
  7 42 -0.0351571
  8 42 0.653458
  9 42 0.40981
  10 42 0.164598
  11 42 1.04974
  12 42 -0.257195
  13 42 -0.409598
  14 42 -0.121018
  15 42 0.452296
  16 42 -0.227064
  17 42 0.186778
  18 42 -0.345397
  19 42 0.793794
  20 42 0.219726
600 20 840
  1 42 -0.495532
  2 42 -0.472619
  3 42 -1.24777
  4 42 -1.46874
  5 42 0.0500884
  6 42 0.534503
  7 42 0.0494558
  8 42 0.0695456
  9 42 -0.139554
  10 42 -0.286978
  11 42 -0.893622
  12 42 0.687863
  13 42 -0.726703
  14 42 -0.51816
  15 42 -0.696236
  16 42 -0.297632
  17 42 -0.628522
  18 42 -0.822278
  19 42 0.125099
  20 42 -0.454749
700 20 840
  1 42 -0.564094
  2 42 0.0985965
  3 42 0.122223
  4 42 0.148046
  5 42 0.378261
  6 42 -0.695508
  7 42 -0.232308
  8 42 0.109904
  9 42 -1.58421
  10 42 -0.70158
  11 42 0.0102749
  12 42 -0.138644
  13 42 0.0624047
  14 42 -0.454525
  15 42 -0.73004
  16 42 0.247814
  17 42 -1.16342
  18 42 -0.248356
  19 42 0.59739
  20 42 -1.41956
800 20 840
  1 42 -0.699588
  2 42 1.38992
  3 42 0.0960073
  4 42 -0.768643
  5 42 0.27865
  6 42 0.227357
  7 42 -0.654003
  8 42 -0.921647
  9 42 -0.903867
  10 42 2.12551
  11 42 -0.75772
  12 42 -0.311243
  13 42 -0.212467
  14 42 -1.37299
  15 42 -0.970149
  16 42 0.467649
  17 42 -0.883268
  18 42 0.193221
  19 42 -1.87584
  20 42 1.24001
900 20 840
  1 42 -0.138843
  2 42 -0.187461
  3 42 0.545822
  4 42 0.162062
  5 42 -1.11825
  6 42 -0.124298
  7 42 -0.712523
  8 42 0.521673
  9 42 -1.18544
  10 42 -0.875502
  11 42 -0.527827
  12 42 0.823449
  13 42 0.111704
  14 42 0.244309
  15 42 -0.135405
  16 42 -0.0475891
  17 42 0.28472
  18 42 0.316193
  19 42 0.505436
  20 42 -1.25357
1000 20 840
  1 42 -0.420167
  2 42 -0.60189
  3 42 1.50799
  4 42 -0.304421
  5 42 1.14861
  6 42 0.76258
  7 42 -0.792424
  8 42 0.0132539
  9 42 -0.0212625
  10 42 -0.752904
  11 42 1.37529
  12 42 1.38133
  13 42 -0.284809
  14 42 0.181894
  15 42 -1.31877
  16 42 -0.245164
  17 42 -0.100994
  18 42 -0.826178
  19 42 0.968538
  20 42 0.558114
1100 20 840
  1 42 -0.596432
  2 42 0.673488
  3 42 -0.314225
  4 42 -0.482033
  5 42 -0.722462
  6 42 0.666579
  7 42 -1.70324
  8 42 -0.698985
  9 42 -0.133541
  10 42 0.806189
  11 42 0.295264
  12 42 1.01857
  13 42 -0.554241
  14 42 0.987458
  15 42 0.382124
  16 42 -0.936232
  17 42 -0.202408
  18 42 0.908556
  19 42 0.00645514
  20 42 -0.601129
1200 20 840
  1 42 -0.835156
  2 42 -1.52487
  3 42 -1.11949
  4 42 0.123486
  5 42 -1.01609
  6 42 -0.704433
  7 42 -0.416075
  8 42 0.232036
  9 42 -0.13745
  10 42 0.480067
  11 42 -1.29737
  12 42 -0.70526
  13 42 0.354453
  14 42 -0.203773
  15 42 0.145171
  16 42 0.537928
  17 42 0.549506
  18 42 -0.0688514
  19 42 1.11348
  20 42 -0.643809
1300 20 840
  1 42 -0.761671
  2 42 -0.929929
  3 42 -0.0086936
  4 42 -0.708947
  5 42 -0.0277603
  6 42 -0.724175
  7 42 -0.565499
  8 42 -0.254814
  9 42 0.57098
  10 42 0.247081
  11 42 0.217397
  12 42 -0.228329
  13 42 -0.933169
  14 42 -1.81747
  15 42 0.464136
  16 42 -0.354988
  17 42 -0.802864
  18 42 0.398335
  19 42 2.56408
  20 42 -0.195909
1400 20 840
