# Chunk-averaged data for fix sternForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_sternComp
0 20 840
  1 42 -0.138226
  2 42 -0.138226
  3 42 -0.138226
  4 42 -0.138226
  5 42 -0.138226
  6 42 -0.138226
  7 42 -0.138226
  8 42 -0.138226
  9 42 -0.138226
  10 42 -0.138226
  11 42 -0.138226
  12 42 -0.138226
  13 42 -0.138226
  14 42 -0.138226
  15 42 -0.138226
  16 42 -0.138226
  17 42 -0.138226
  18 42 -0.138226
  19 42 -0.138226
  20 42 -0.138226
100 20 840
  1 42 -0.312763
  2 42 0.137435
  3 42 -0.201818
  4 42 -0.856209
  5 42 -0.52503
  6 42 0.36007
  7 42 -0.216227
  8 42 0.670474
  9 42 0.672053
  10 42 -0.408883
  11 42 -0.226931
  12 42 0.703791
  13 42 0.466428
  14 42 0.104301
  15 42 -0.583135
  16 42 0.415978
  17 42 -0.217362
  18 42 0.333419
  19 42 -0.645302
  20 42 0.00844978
200 20 840
  1 42 -0.0931997
  2 42 -0.392833
  3 42 -0.613887
  4 42 -0.176029
  5 42 0.0552163
  6 42 0.376785
  7 42 1.33026
  8 42 0.102673
  9 42 -0.117248
  10 42 -0.308411
  11 42 -0.828076
  12 42 -0.407172
  13 42 -0.988699
  14 42 -0.935357
  15 42 0.178404
  16 42 -0.816294
  17 42 -0.565975
  18 42 0.244495
  19 42 0.926184
  20 42 -0.367256
300 20 840
  1 42 0.193685
  2 42 -0.213584
  3 42 -0.894021
  4 42 -0.756673
  5 42 -0.784196
  6 42 0.90225
  7 42 -0.636189
  8 42 0.348543
  9 42 -0.304485
  10 42 0.774938
  11 42 -0.845498
  12 42 -0.79827
  13 42 0.255418
  14 42 0.417869
  15 42 -1.31125
  16 42 0.294697
  17 42 1.05583
  18 42 0.556224
  19 42 0.308871
  20 42 0.150806
400 20 840
  1 42 0.210199
  2 42 -0.105017
  3 42 -0.0761971
  4 42 0.140508
  5 42 -0.0907179
  6 42 -0.412353
  7 42 0.220087
  8 42 0.342981
  9 42 -0.91907
  10 42 -0.761483
  11 42 0.725069
  12 42 -1.36591
  13 42 -0.396789
  14 42 -0.451155
  15 42 -0.581276
  16 42 -0.974938
  17 42 0.496573
  18 42 -0.103581
  19 42 0.141123
  20 42 0.0912093
500 20 840
  1 42 -1.37471
  2 42 0.208499
  3 42 -1.59949
  4 42 0.114946
  5 42 -0.291429
  6 42 -1.48958
  7 42 -1.08519
  8 42 0.373097
  9 42 -0.629782
  10 42 0.909182
  11 42 0.789401
  12 42 0.408668
  13 42 -0.800283
  14 42 -0.423711
  15 42 -0.0498499
  16 42 -0.144314
  17 42 -0.0368458
  18 42 -0.445741
  19 42 -0.23159
  20 42 0.578917
600 20 840
  1 42 -0.744071
  2 42 -0.996351
  3 42 -1.17577
  4 42 -0.813951
  5 42 -0.928649
  6 42 -0.01656
  7 42 0.0509482
  8 42 0.510194
  9 42 -0.351553
  10 42 0.0507529
  11 42 -0.404867
  12 42 0.201662
  13 42 -0.29772
  14 42 -0.65083
  15 42 -0.714926
  16 42 -0.021833
  17 42 -1.4337
  18 42 -0.284929
  19 42 -0.141673
  20 42 0.381974
700 20 840
  1 42 -0.842754
  2 42 0.0658265
  3 42 0.549168
  4 42 -0.203819
  5 42 -0.290563
  6 42 -1.5323
  7 42 -0.482763
  8 42 0.164992
  9 42 -0.792738
  10 42 -0.825461
  11 42 0.136121
  12 42 -0.68641
  13 42 -0.266985
  14 42 -1.13612
  15 42 0.113619
  16 42 0.564943
  17 42 -0.68121
  18 42 -0.818775
  19 42 -0.574836
  20 42 -0.833934
800 20 840
  1 42 -0.744796
  2 42 0.302924
  3 42 -0.231916
  4 42 -0.750904
  5 42 0.733203
  6 42 -0.1627
  7 42 -0.364447
  8 42 -1.14645
  9 42 -0.0757317
  10 42 1.18445
  11 42 -0.636628
  12 42 -0.0979313
  13 42 -0.0403421
  14 42 -0.380602
  15 42 -1.47458
  16 42 0.259845
  17 42 -0.929772
  18 42 0.4243
  19 42 -0.800254
  20 42 0.342232
900 20 840
  1 42 -0.325902
  2 42 -0.875038
  3 42 0.940538
  4 42 -0.0164579
  5 42 0.0773314
  6 42 0.146402
  7 42 0.0867557
  8 42 0.247066
  9 42 -1.26987
  10 42 -0.859552
  11 42 -0.422518
  12 42 0.572903
  13 42 0.204075
  14 42 0.307477
  15 42 -0.595337
  16 42 0.513034
  17 42 1.03418
  18 42 -0.517427
  19 42 1.26252
  20 42 -0.974901
1000 20 840
  1 42 0.0522572
  2 42 0.11328
  3 42 1.00574
  4 42 -0.169118
  5 42 0.493481
  6 42 1.16388
  7 42 -0.432059
  8 42 0.00841254
  9 42 0.0368215
  10 42 -0.238325
  11 42 0.629518
  12 42 0.715276
  13 42 -0.123365
  14 42 0.0490337
  15 42 -0.794402
  16 42 -0.129966
  17 42 -1.01308
  18 42 -1.06393
  19 42 -0.00609438
  20 42 0.115761
1100 20 840
  1 42 -0.10096
  2 42 0.62275
  3 42 -0.374533
  4 42 -1.0733
  5 42 -0.0501164
  6 42 0.402615
  7 42 -0.649448
  8 42 -0.640944
  9 42 -0.106879
  10 42 0.230415
  11 42 0.545427
  12 42 0.91265
  13 42 -0.126797
  14 42 0.638455
  15 42 -0.219342
  16 42 -0.337595
  17 42 -0.479451
  18 42 0.960847
  19 42 -0.214974
  20 42 -0.225173
1200 20 840
  1 42 -0.248079
  2 42 -0.513502
  3 42 -0.308979
  4 42 -0.29983
  5 42 0.475572
  6 42 -0.0543954
  7 42 -0.333467
  8 42 -0.0548104
  9 42 -1.05249
  10 42 -0.266432
  11 42 -0.887339
  12 42 -0.0685547
