# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
0 20 840
  1 42 0.113084
  2 42 0.113084
  3 42 0.113084
  4 42 0.113084
  5 42 0.113084
  6 42 0.113084
  7 42 0.113084
  8 42 0.113084
  9 42 0.113084
  10 42 0.113084
  11 42 0.113084
  12 42 0.113084
  13 42 0.113084
  14 42 0.113084
  15 42 0.113084
  16 42 0.113084
  17 42 0.113084
  18 42 0.113084
  19 42 0.113084
  20 42 0.113084
100 20 840
  1 42 0.976135
  2 42 0.387837
  3 42 1.19512
  4 42 -0.630033
  5 42 -1.36278
  6 42 0.772728
  7 42 -0.349479
  8 42 1.12791
  9 42 1.14857
  10 42 1.00569
  11 42 0.531158
  12 42 -1.03566
  13 42 -1.74753
  14 42 -0.98314
  15 42 0.77428
  16 42 0.793848
  17 42 -1.03904
  18 42 -0.00619669
  19 42 -1.96065
  20 42 1.97652
200 20 840
  1 42 -1.29288
  2 42 -0.998678
  3 42 -0.718233
  4 42 -0.672885
  5 42 -0.521113
  6 42 -0.928117
  7 42 -0.280355
  8 42 1.13982
  9 42 -1.01452
  10 42 -1.39318
  11 42 0.0243971
  12 42 0.763422
  13 42 0.451933
  14 42 0.737655
  15 42 -0.345009
  16 42 0.509113
  17 42 0.18258
  18 42 0.374933
  19 42 -0.290542
  20 42 -1.82889
300 20 840
  1 42 -1.43292
  2 42 -1.66903
  3 42 -0.318881
  4 42 -0.605853
  5 42 1.02138
  6 42 -0.133149
  7 42 -1.28832
  8 42 -1.21335
  9 42 0.833268
  10 42 0.348213
  11 42 1.40881
  12 42 1.45578
  13 42 -0.310398
  14 42 1.51335
  15 42 0.637568
  16 42 -0.0780165
  17 42 -0.169559
  18 42 -1.37419
  19 42 -0.194008
  20 42 0.723099
400 20 840
  1 42 0.00442822
  2 42 -0.179745
  3 42 -3.22301
  4 42 0.986235
  5 42 -3.70219
  6 42 -0.0130477
  7 42 -0.747566
  8 42 0.297489
  9 42 0.161945
  10 42 2.32969
  11 42 0.201195
  12 42 0.893261
  13 42 1.82372
  14 42 0.262236
  15 42 0.177588
  16 42 -0.728021
  17 42 -0.231119
  18 42 -0.245195
  19 42 0.809017
