# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 840
  1 42 1.68717e-10
  2 42 -1.50646e-10
  3 42 7.21399e-10
  4 42 -4.11667e-11
  5 42 -1.55223e-10
  6 42 1.08413e-10
  7 42 -1.32196e-10
  8 42 -5.10188e-11
  9 42 1.03482e-10
  10 42 -1.80662e-10
  11 42 -1.78801e-10
  12 42 -1.47811e-10
  13 42 -1.12579e-10
  14 42 -1.67076e-10
  15 42 9.92576e-10
  16 42 -4.32504e-11
  17 42 -3.24209e-11
  18 42 -3.53905e-11
  19 42 -7.38438e-10
  20 42 -1.7619e-10
100 20 840
  1 42 0.398727
  2 42 -2.03977
  3 42 -3.03929
  4 42 -2.4642
  5 42 -2.71468
  6 42 -0.387369
  7 42 1.98379
  8 42 0.151049
  9 42 0.434343
  10 42 -1.27543
  11 42 -0.233152
  12 42 0.692989
  13 42 -3.70769
  14 42 1.10939
  15 42 -1.51493
  16 42 -0.64745
  17 42 1.56492
  18 42 -0.206113
  19 42 -2.61079
  20 42 -1.86526
200 20 840
  1 42 -1.69876
  2 42 -0.823361
  3 42 -2.25144
  4 42 -2.72762
  5 42 -1.49038
  6 42 -2.46297
  7 42 0.209502
  8 42 0.958619
  9 42 -0.93186
  10 42 -2.34493
  11 42 -2.68504
  12 42 -0.241023
  13 42 -1.74154
  14 42 -2.09983
  15 42 1.45483
  16 42 1.29837
  17 42 -0.248289
  18 42 -3.1817
  19 42 -1.01576
  20 42 -0.472215
300 20 840
  1 42 -1.24107
  2 42 1.43881
  3 42 -0.672522
  4 42 -0.751516
  5 42 -0.791169
  6 42 -1.57566
  7 42 1.23289
  8 42 -1.76407
  9 42 -0.190801
  10 42 -0.950318
  11 42 0.477927
  12 42 -1.76313
  13 42 0.626575
  14 42 0.100473
  15 42 1.02017
  16 42 -0.120528
  17 42 -0.389489
  18 42 -0.88984
  19 42 -2.01355
  20 42 0.994697
400 20 840
  1 42 -1.0821
  2 42 -0.0713054
  3 42 -0.60219
  4 42 1.07689
  5 42 0.0473803
  6 42 0.909923
  7 42 -0.10922
  8 42 -2.96574
  9 42 -1.12532
  10 42 -1.12544
  11 42 2.95454
  12 42 1.13126
  13 42 -0.812467
  14 42 0.191106
  15 42 -0.995637
  16 42 -3.33688
  17 42 -1.05255
  18 42 1.47439
  19 42 -4.00446
  20 42 -0.148822
500 20 840
  1 42 -0.947772
  2 42 -1.99608
  3 42 -0.849466
  4 42 2.87472
  5 42 0.191385
  6 42 -0.298607
  7 42 -2.75219
  8 42 -1.35494
  9 42 -2.59555
  10 42 -0.53262
  11 42 1.21526
  12 42 -1.30174
  13 42 0.178235
  14 42 -1.60411
  15 42 0.316725
  16 42 -0.411357
  17 42 -1.77269
  18 42 -1.69789
  19 42 -1.28236
  20 42 1.00396
600 20 840
  1 42 -0.982911
  2 42 -2.11697
  3 42 -2.83347
  4 42 -1.01353
  5 42 -1.84744
  6 42 -1.18938
  7 42 0.529692
  8 42 0.722779
  9 42 -1.0584
  10 42 -3.04823
  11 42 -1.45483
  12 42 -1.25856
  13 42 -0.961685
  14 42 -3.0014
  15 42 2.00838
  16 42 -0.5263
  17 42 -2.71752
  18 42 -0.0890996
  19 42 -1.44422
  20 42 -2.24093
700 20 840
  1 42 -0.641041
  2 42 0.274339
  3 42 -3.18249
  4 42 -2.59784
  5 42 -2.4497
  6 42 -1.46316
  7 42 -1.46372
  8 42 -2.23965
  9 42 1.84663
  10 42 -0.681557
  11 42 -1.40448
  12 42 -0.0736473
  13 42 -1.60195
  14 42 2.41899
  15 42 0.0239701
  16 42 -0.0501715
  17 42 -1.17016
  18 42 1.7424
  19 42 0.820538
  20 42 -1.82404
800 20 840
  1 42 -2.14313
  2 42 -2.5261
  3 42 1.59579
  4 42 -0.58275
  5 42 0.459559
  6 42 -1.91689
  7 42 -1.02166
  8 42 0.134823
  9 42 -1.36515
  10 42 -0.515585
  11 42 -1.17275
  12 42 1.18381
  13 42 -0.120219
  14 42 -1.85875
  15 42 -1.40886
  16 42 3.71241
  17 42 -0.569423
  18 42 -1.59631
  19 42 -0.817042
  20 42 0.284116
900 20 840
  1 42 -0.207731
  2 42 -0.103895
  3 42 1.30982
  4 42 -0.766921
  5 42 -0.91696
  6 42 -2.18925
  7 42 -2.96209
  8 42 -0.194061
  9 42 -1.16933
  10 42 -0.581061
  11 42 -0.80037
  12 42 0.650675
  13 42 0.082935
  14 42 1.72839
  15 42 -0.904036
  16 42 -1.4711
  17 42 -0.830822
  18 42 0.227339
  19 42 1.5562
  20 42 -0.519072
1000 20 840
  1 42 0.709166
  2 42 -1.73767
  3 42 -3.68947
  4 42 -1.09625
  5 42 -0.66082
  6 42 -0.772779
  7 42 -0.422173
  8 42 0.560106
  9 42 -2.89378
  10 42 -1.23689
  11 42 -2.3533
  12 42 -0.674026
  13 42 -0.936153
  14 42 1.34571
  15 42 0.915889
  16 42 -4.44113
  17 42 -1.598
  18 42 -0.0310626
  19 42 0.393177
  20 42 -3.3534
1100 20 840
  1 42 1.06938
  2 42 -2.8371
  3 42 0.708593
