# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 840
  1 42 -5.55631e-11
  2 42 -5.00507e-11
  3 42 -6.29916e-11
  4 42 -5.68688e-11
  5 42 -5.44353e-11
  6 42 -5.21029e-11
  7 42 -5.57038e-11
  8 42 -5.62957e-11
  9 42 -6.12722e-11
  10 42 -5.02759e-11
  11 42 -5.1833e-11
  12 42 -6.87402e-11
  13 42 -7.54334e-11
  14 42 -5.18517e-11
  15 42 -6.85231e-11
  16 42 -1.27162e-10
  17 42 -5.34743e-11
  18 42 -4.94866e-11
  19 42 -5.39747e-11
  20 42 -5.56553e-11
100 20 840
  1 42 0.207914
  2 42 -2.01716
  3 42 -2.14596
  4 42 -3.33589
  5 42 -2.10616
  6 42 -0.461227
  7 42 0.432295
  8 42 1.33148
  9 42 0.784182
  10 42 1.56949
  11 42 0.148441
  12 42 0.842298
  13 42 -2.16047
  14 42 0.561619
  15 42 -2.08726
  16 42 -0.665245
  17 42 1.52764
  18 42 -0.291119
  19 42 -1.00026
  20 42 -0.737476
200 20 840
  1 42 -0.582752
  2 42 -2.15292
  3 42 -2.99228
  4 42 -2.70957
  5 42 -0.402183
  6 42 -2.18087
  7 42 -2.27077
  8 42 1.16177
  9 42 0.435717
  10 42 -2.73527
  11 42 -3.36875
  12 42 -0.162848
  13 42 -2.65144
  14 42 -0.730386
  15 42 0.95175
  16 42 0.21579
  17 42 -0.318578
  18 42 -2.13555
  19 42 -1.4618
  20 42 0.667529
300 20 840
  1 42 0.598585
  2 42 -0.0890942
  3 42 -2.1852
  4 42 -1.72587
  5 42 -1.21806
  6 42 -1.47296
  7 42 -0.593726
  8 42 -0.174985
  9 42 0.697535
  10 42 -1.67928
  11 42 1.59461
  12 42 -0.243858
  13 42 -0.559967
  14 42 0.0166212
  15 42 0.311075
  16 42 -0.565671
  17 42 0.079513
  18 42 -0.99645
  19 42 -2.27
  20 42 -1.11562
400 20 840
  1 42 0.866983
  2 42 1.37883
  3 42 -1.10086
  4 42 -0.0150548
  5 42 0.991638
  6 42 1.26676
  7 42 -0.577021
  8 42 -0.617534
  9 42 0.92469
  10 42 0.440174
  11 42 3.01906
  12 42 -0.142341
  13 42 0.672531
  14 42 0.26412
  15 42 -1.11537
  16 42 -2.40524
  17 42 -0.96182
  18 42 0.976692
  19 42 -0.194828
  20 42 -0.694072
500 20 840
  1 42 -0.0204735
  2 42 -0.0810238
  3 42 -0.632741
  4 42 2.08917
  5 42 0.0194878
  6 42 -0.963316
  7 42 0.0105989
  8 42 0.192389
  9 42 -0.0130817
  10 42 -1.66712
  11 42 1.63915
  12 42 0.611509
  13 42 -1.22218
  14 42 -1.63033
  15 42 1.31978
  16 42 -0.27645
  17 42 -1.61245
  18 42 -0.533259
  19 42 -1.2545
  20 42 2.15262
600 20 840
  1 42 0.501318
  2 42 0.197083
  3 42 -2.42457
  4 42 2.89386
  5 42 0.141611
  6 42 0.444684
  7 42 -0.986708
  8 42 -0.628111
  9 42 -0.394133
  10 42 0.351383
  11 42 0.104506
  12 42 -0.429986
  13 42 -1.02675
  14 42 0.366902
  15 42 -1.10493
  16 42 0.514517
  17 42 0.21074
  18 42 -0.521868
  19 42 0.769259
  20 42 -0.356337
700 20 840
  1 42 -1.28162
  2 42 1.1294
  3 42 -0.782487
  4 42 -0.364861
  5 42 -1.0282
  6 42 -0.167389
  7 42 -0.940834
  8 42 -0.763906
  9 42 -1.38383
  10 42 0.556651
  11 42 -0.793008
  12 42 -1.55785
  13 42 0.593285
  14 42 2.61072
  15 42 -0.937677
  16 42 0.554819
  17 42 0.0596192
  18 42 2.22041
  19 42 0.840437
  20 42 -2.10767
800 20 840
  1 42 0.595425
  2 42 0.441731
  3 42 0.0821724
  4 42 -0.50227
  5 42 0.936262
  6 42 0.850456
  7 42 -1.43991
  8 42 0.928194
  9 42 -1.78609
  10 42 0.998392
  11 42 -1.93653
  12 42 -2.12674
  13 42 -0.622634
  14 42 0.524852
  15 42 -1.78922
  16 42 1.54221
  17 42 -1.66318
  18 42 -0.773168
  19 42 0.0585614
  20 42 -0.440962
900 20 840
  1 42 -0.0581876
  2 42 2.56276
  3 42 -2.72159
  4 42 -1.9153
  5 42 -0.0108148
  6 42 0.40917
  7 42 0.0229149
  8 42 1.21871
  9 42 -2.19954
  10 42 -2.81108
  11 42 0.669124
