# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 840
  1 42 -6.1479e-11
  2 42 -6.08554e-11
  3 42 -5.79446e-11
  4 42 -1.30963e-10
  5 42 -6.20316e-11
  6 42 -5.59689e-11
  7 42 -5.95207e-11
  8 42 -5.89853e-11
  9 42 -5.66068e-11
  10 42 -5.3985e-11
  11 42 -5.78813e-11
  12 42 -5.95872e-11
  13 42 -4.88214e-11
  14 42 -5.92034e-11
  15 42 -6.27101e-11
  16 42 -6.14007e-11
  17 42 -6.10296e-11
  18 42 -5.47084e-11
  19 42 -7.18869e-11
  20 42 -9.52242e-11
100 20 840
  1 42 0.240553
  2 42 -2.26231
  3 42 -2.08629
  4 42 -2.86854
  5 42 -2.00112
  6 42 -0.492214
  7 42 0.841892
  8 42 1.42555
  9 42 0.782883
  10 42 2.34588
  11 42 0.931529
  12 42 1.1859
  13 42 -2.2438
  14 42 0.634509
  15 42 -1.82576
  16 42 -0.115969
  17 42 1.48611
  18 42 -0.460133
  19 42 -0.807226
  20 42 -0.113768
200 20 840
  1 42 -1.50371
  2 42 -2.66019
  3 42 -3.1052
  4 42 -3.73061
  5 42 -0.449065
  6 42 -2.93408
  7 42 -1.813
  8 42 0.641241
  9 42 0.762016
  10 42 -1.32434
  11 42 -3.93822
  12 42 -0.48238
  13 42 -2.71165
  14 42 -1.1798
  15 42 0.258763
  16 42 0.563339
  17 42 -2.01212
  18 42 -2.63055
  19 42 -2.18792
  20 42 0.668809
300 20 840
  1 42 0.0164167
  2 42 -1.12265
  3 42 -0.910401
  4 42 -1.05001
  5 42 -0.116104
  6 42 -1.10065
  7 42 -0.61253
  8 42 -0.253949
  9 42 -0.925569
  10 42 0.843666
  11 42 0.708159
  12 42 1.07555
  13 42 -3.67474
  14 42 -0.96161
  15 42 0.440711
  16 42 -0.918044
  17 42 0.0175795
  18 42 -0.446856
  19 42 -0.643054
  20 42 -1.6053
400 20 840
  1 42 -0.19919
  2 42 0.29123
  3 42 1.58146
  4 42 -0.632767
  5 42 -1.02103
  6 42 0.480753
  7 42 0.782415
  8 42 -1.7753
  9 42 0.52666
  10 42 0.527127
  11 42 3.02513
  12 42 1.93473
  13 42 -0.638016
  14 42 0.00820651
  15 42 -1.43601
  16 42 -1.39727
  17 42 0.540663
  18 42 0.155253
  19 42 0.559255
  20 42 -1.59897
500 20 840
  1 42 0.369737
  2 42 1.79682
  3 42 1.69345
  4 42 2.45319
  5 42 0.876049
  6 42 -0.411592
  7 42 -1.77322
  8 42 -1.47524
  9 42 0.241098
  10 42 -0.930052
  11 42 2.31108
  12 42 -1.0312
  13 42 0.937246
  14 42 -1.14851
  15 42 1.44924
  16 42 0.890052
  17 42 -0.912175
  18 42 -0.12241
  19 42 0.151331
  20 42 1.57687
600 20 840
  1 42 0.508165
  2 42 2.3831
  3 42 1.00493
  4 42 0.937911
  5 42 0.554982
  6 42 0.558454
  7 42 -2.55053
  8 42 -1.22652
  9 42 0.459142
  10 42 -0.897228
  11 42 -0.894229
  12 42 0.10546
  13 42 0.185157
  14 42 -0.284664
  15 42 0.366938
  16 42 0.487468
  17 42 -0.575278
  18 42 0.709877
  19 42 -0.0118157
  20 42 -0.0475741
700 20 840
  1 42 -0.193174
  2 42 0.12785
  3 42 -2.1072
  4 42 0.643808
  5 42 -0.157186
  6 42 -0.279323
  7 42 0.688235
  8 42 -0.299084
  9 42 -2.2643
  10 42 1.95209
  11 42 1.8135
  12 42 0.589164
  13 42 -0.88879
  14 42 1.10423
  15 42 -0.651895
  16 42 -1.07718
  17 42 1.37835
  18 42 1.75959
  19 42 1.98014
  20 42 0.21778
800 20 840
