# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 840
  1 42 -5.86534e-11
  2 42 -5.899e-11
  3 42 -5.90609e-11
  4 42 -6.27679e-11
  5 42 -5.64541e-11
  6 42 -5.70573e-11
  7 42 -5.93934e-11
  8 42 -5.76945e-11
  9 42 -5.77602e-11
  10 42 -4.29443e-11
  11 42 -5.85079e-11
  12 42 -5.97077e-11
  13 42 -6.0971e-11
  14 42 -5.89412e-11
  15 42 -5.85519e-11
  16 42 -5.83832e-11
  17 42 -5.4932e-11
  18 42 -6.23596e-11
  19 42 -5.70504e-11
  20 42 -3.13945e-11
100 20 840
  1 42 0.15946
  2 42 -2.27626
  3 42 -2.09306
  4 42 -3.20824
  5 42 -2.07543
  6 42 -0.492909
  7 42 0.751687
  8 42 1.35461
  9 42 0.537845
  10 42 2.28647
  11 42 0.553619
  12 42 0.925836
  13 42 -2.38779
  14 42 0.535757
  15 42 -1.99365
  16 42 -0.123007
  17 42 1.42076
  18 42 -0.289556
  19 42 -0.738976
  20 42 -0.331237
200 20 840
  1 42 -0.745257
  2 42 -2.33759
  3 42 -2.46725
  4 42 -3.48639
  5 42 -0.178893
  6 42 -2.39072
  7 42 -1.20562
  8 42 0.640076
  9 42 0.487392
  10 42 -1.81869
  11 42 -3.10565
  12 42 0.0989829
  13 42 -2.79358
  14 42 -0.618538
  15 42 -0.0154834
  16 42 0.816548
  17 42 -1.35588
  18 42 -2.00997
  19 42 -2.01157
  20 42 1.25697
300 20 840
  1 42 0.235005
  2 42 -1.59742
  3 42 -2.96135
  4 42 -1.47442
  5 42 -0.208314
  6 42 -0.685442
  7 42 -0.883408
  8 42 0.821635
  9 42 0.159575
  10 42 -0.195675
  11 42 -0.0104873
  12 42 -0.763293
  13 42 -0.904257
  14 42 -2.65777
  15 42 -0.296436
  16 42 -1.22915
  17 42 -1.43595
  18 42 -0.790744
  19 42 -1.83661
  20 42 0.376323
400 20 840
  1 42 -0.0403369
  2 42 -2.03975
  3 42 -1.5297
  4 42 -0.189821
  5 42 0.501531
  6 42 -0.799658
  7 42 0.215605
  8 42 -0.0261719
  9 42 -0.521283
  10 42 -0.998734
  11 42 3.31129
  12 42 0.912032
  13 42 1.02286
  14 42 -1.00624
  15 42 -0.389274
  16 42 -2.02936
  17 42 0.465543
  18 42 0.729773
  19 42 -0.0138805
  20 42 -2.22146
500 20 840
  1 42 0.694574
  2 42 -2.30083
  3 42 0.925047
  4 42 2.79256
  5 42 -1.2753
  6 42 0.406755
  7 42 1.07764
  8 42 -0.112848
  9 42 0.103639
  10 42 -0.569877
  11 42 2.58561
  12 42 0.0524523
  13 42 -0.204606
  14 42 -1.2058
  15 42 0.699843
  16 42 0.979742
  17 42 -0.0629815
  18 42 0.0377764
  19 42 1.42682
  20 42 0.719622
600 20 840
  1 42 0.590171
  2 42 1.20348
  3 42 -0.00514255
  4 42 3.32152
  5 42 0.404511
  6 42 0.8479
  7 42 0.743534
  8 42 -2.40582
  9 42 -0.565268
  10 42 0.478616
  11 42 1.52875
  12 42 -0.773028
  13 42 -1.10318
  14 42 1.58169
  15 42 -0.892337
  16 42 1.35349
  17 42 0.982549
  18 42 0.367937
  19 42 0.118902
  20 42 -0.45075
700 20 840
  1 42 -0.625671
  2 42 2.44914
  3 42 -2.66374
  4 42 0.228754
  5 42 -0.580453
  6 42 1.47609
  7 42 -0.00250164
  8 42 -1.97982
  9 42 -0.974299
  10 42 1.39078
  11 42 0.414424
  12 42 -0.763482
  13 42 -1.7572
  14 42 2.53536
  15 42 -1.91905
  16 42 0.849613
  17 42 2.53819
  18 42 0.155378
  19 42 -0.838756
  20 42 0.787415
800 20 840
  1 42 0.326577
  2 42 -0.0100625
  3 42 0.826039
  4 42 -1.15569
  5 42 0.772304
  6 42 -0.960836
  7 42 -0.904287
  8 42 -0.953069
  9 42 -0.395078
  10 42 1.16642
  11 42 -2.95239
  12 42 0.638194
  13 42 -0.439741
  14 42 -0.571096
  15 42 0.976672
  16 42 0.0344846
  17 42 -0.784227
  18 42 -1.07147
  19 42 0.122386
  20 42 0.830243
900 20 840
  1 42 0.573167
  2 42 -1.97854
  3 42 4.60379
  4 42 -1.10225
  5 42 -0.166528
  6 42 0.0200809
  7 42 -1.75182
  8 42 0.69388
  9 42 -1.44685
  10 42 -0.0173814
  11 42 -0.551673
  12 42 -0.742946
  13 42 -1.70204
  14 42 -1.64664
  15 42 -0.891779
  16 42 0.582656
  17 42 -0.316451
  18 42 -0.308283
  19 42 1.39591
  20 42 1.56303
1000 20 840
  1 42 -0.22568
  2 42 -0.725989
  3 42 -1.59337
  4 42 -0.373037
  5 42 0.600664
  6 42 -0.102095
  7 42 0.452947
  8 42 -0.464811
  9 42 -1.05396
  10 42 1.18506
  11 42 -1.13823
  12 42 -0.217925
  13 42 -1.55769
  14 42 -1.44123
  15 42 -0.633553
  16 42 -0.425268
  17 42 0.50349
  18 42 0.708141
  19 42 2.16437
  20 42 -2.43744
1100 20 840
  1 42 -0.534672
  2 42 -0.512205
  3 42 1.57655
  4 42 0.485781
  5 42 -0.863016
  6 42 -1.22225
  7 42 0.291676
  8 42 -0.611336
  9 42 -0.460826
  10 42 -1.76576
  11 42 -3.95294
  12 42 -1.75846
  13 42 -2.56058
  14 42 -0.827397
  15 42 0.298686
  16 42 0.465988
  17 42 -1.87259
  18 42 -1.76026
  19 42 0.731921
  20 42 3.37442
1200 20 840
  1 42 -0.704051
  2 42 -0.750673
  3 42 -0.519951
  4 42 -0.88679
  5 42 0.658043
  6 42 1.58819
  7 42 -1.25725
  8 42 -2.52974
  9 42 2.59206
  10 42 -0.318121
  11 42 -1.46173
  12 42 -0.0511731
  13 42 2.03477
  14 42 0.54297
  15 42 -0.130981
  16 42 -1.55302
  17 42 -0.713766
  18 42 -0.908258
  19 42 -0.157327
  20 42 -0.333485
1300 20 840
  1 42 -0.0828393
  2 42 -0.329732
  3 42 -0.334229
  4 42 -0.14921
  5 42 0.532605
  6 42 0.741499
  7 42 -1.28415
  8 42 -1.07456
  9 42 0.506842
  10 42 -0.494985
  11 42 0.77171
  12 42 -1.25587
  13 42 0.898948
  14 42 0.0316142
  15 42 0.343533
  16 42 0.0979696
  17 42 -0.587412
  18 42 0.044489
  19 42 0.571283
  20 42 0.359737
1400 20 840
  1 42 -1.68628
  2 42 -0.737968
  3 42 -3.87555
  4 42 -0.965056
  5 42 1.31386
  6 42 -0.385571
  7 42 -2.09997
  8 42 0.308172
  9 42 0.615555
  10 42 0.0878642
  11 42 1.54664
  12 42 -0.389734
  13 42 2.13863
  14 42 -0.798199
  15 42 2.32176
  16 42 1.9458
  17 42 -3.21902
  18 42 -0.229546
  19 42 -1.18382
  20 42 0.545541
1500 20 840
  1 42 0.248211
  2 42 -0.346101
  3 42 0.815261
  4 42 -0.347255
  5 42 -1.27337
  6 42 -2.06047
  7 42 -2.56206
  8 42 0.574292
  9 42 -2.93771
  10 42 -0.942556
  11 42 0.217498
  12 42 -0.172175
  13 42 -0.963138
  14 42 -1.06766
  15 42 -1.01154
  16 42 -0.233721
  17 42 1.35601
  18 42 -0.468472
  19 42 -0.937177
  20 42 -0.487103
1600 20 840
  1 42 -0.113739
  2 42 1.99413
  3 42 2.16165
  4 42 -0.0227429
  5 42 -0.133294
  6 42 -0.147452
  7 42 0.261166
  8 42 -0.44512
  9 42 -1.09162
  10 42 -0.766126
  11 42 -1.06328
  12 42 -0.0474326
  13 42 0.341526
  14 42 0.0483962
  15 42 -0.539842
  16 42 -0.627237
  17 42 1.95616
  18 42 -1.19142
  19 42 0.218075
  20 42 -1.40154
1700 20 840
  1 42 0.810868
  2 42 1.44524
  3 42 0.935403
  4 42 0.0311298
  5 42 0.853528
  6 42 -0.106785
  7 42 -0.927614
  8 42 -1.43489
  9 42 0.659674
  10 42 -2.36024
  11 42 -1.5916
  12 42 -1.12383
  13 42 0.517956
  14 42 -1.96405
  15 42 -1.4493
  16 42 -0.741586
  17 42 -1.62337
  18 42 0.586655
  19 42 -1.56528
  20 42 1.58789
1800 20 840
  1 42 -0.544426
  2 42 -0.742347
  3 42 -3.34741
  4 42 0.0294296
  5 42 0.057033
  6 42 0.514061
  7 42 -0.559255
  8 42 -1.48776
  9 42 0.356336
  10 42 -1.65484
  11 42 0.0854649
  12 42 1.21738
  13 42 1.47255
  14 42 0.356117
  15 42 -0.372188
  16 42 -0.601701
  17 42 -0.362497
  18 42 0.368889
  19 42 -0.611159
  20 42 -0.140223
1900 20 840
  1 42 -0.354118
  2 42 1.57172
  3 42 1.66553
  4 42 -0.851751
  5 42 0.169345
  6 42 -1.17411
  7 42 -1.44709
  8 42 -0.187634
  9 42 -1.37153
  10 42 0.920905
  11 42 0.419825
  12 42 -0.44383
  13 42 -0.283893
  14 42 -0.626597
  15 42 -1.58872
  16 42 1.13683
  17 42 -0.022456
  18 42 0.403825
  19 42 -0.715104
  20 42 0.0790777
2000 20 840
  1 42 -0.552171
  2 42 -1.04854
  3 42 2.00347
  4 42 -1.64879
  5 42 -0.621775
  6 42 0.161882
  7 42 0.605992
  8 42 0.412962
  9 42 -0.136519
  10 42 2.01932
  11 42 -2.31414
  12 42 -0.21121
  13 42 -1.80482
  14 42 0.539648
  15 42 -0.0352593
  16 42 1.43491
  17 42 -1.57854
  18 42 -2.20702
  19 42 -0.187531
  20 42 0.848425
2100 20 840
  1 42 -0.596119
  2 42 0.840328
  3 42 -0.00484315
  4 42 -1.66512
  5 42 -0.851611
  6 42 0.964266
  7 42 0.358612
  8 42 1.5032
  9 42 2.28244
  10 42 1.06286
  11 42 -1.67224
  12 42 0.123718
  13 42 -0.14714
  14 42 0.502492
  15 42 -3.44144
  16 42 -0.0728154
  17 42 0.0592229
  18 42 0.252999
  19 42 1.45403
  20 42 -2.57126
2200 20 840
  1 42 -0.831752
  2 42 -0.709651
  3 42 -1.03053
  4 42 0.786671
  5 42 -1.73533
  6 42 0.133352
  7 42 1.09002
  8 42 1.73171
  9 42 -0.256605
  10 42 -0.660952
  11 42 -0.293564
  12 42 -0.0636815
  13 42 1.82621
  14 42 0.680071
  15 42 -0.859991
  16 42 0.628558
  17 42 1.21792
  18 42 0.275486
  19 42 0.813798
  20 42 1.35619
2300 20 840
  1 42 1.32998
  2 42 -0.229118
  3 42 1.84953
  4 42 0.611156
  5 42 1.22567
  6 42 -0.763916
  7 42 -0.00114723
  8 42 -0.174704
  9 42 2.12181
  10 42 -0.812325
  11 42 0.186503
  12 42 0.0194827
  13 42 1.80877
  14 42 0.4256
  15 42 1.03016
  16 42 1.52675
  17 42 0.774026
  18 42 -0.291108
  19 42 -1.28197
  20 42 2.40757
2400 20 840
  1 42 0.384435
  2 42 -1.03363
  3 42 3.54897
  4 42 1.0282
  5 42 -0.310582
  6 42 1.43818
  7 42 -0.861531
  8 42 -0.440756
  9 42 0.655952
  10 42 -0.527256
  11 42 -0.383282
  12 42 0.479871
  13 42 1.80981
  14 42 1.73687
  15 42 0.75054
  16 42 -2.79227
  17 42 0.442608
  18 42 -1.41172
  19 42 -0.675146
  20 42 -1.51585
2500 20 840
  1 42 1.4347
  2 42 0.0644762
  3 42 -2.22693
  4 42 -1.40759
  5 42 -0.207748
  6 42 1.08943
  7 42 -0.0621973
  8 42 0.0685593
  9 42 0.108331
  10 42 -0.151964
  11 42 -0.831848
  12 42 2.78898
  13 42 -0.764572
  14 42 1.66856
  15 42 -2.42374
  16 42 -0.984587
  17 42 0.323594
  18 42 -1.53323
  19 42 -0.327886
  20 42 -1.28598
2600 20 840
  1 42 0.216926
  2 42 -2.9521
  3 42 2.96188
  4 42 0.207575
  5 42 0.367088
  6 42 2.28591
  7 42 0.182102
  8 42 0.368277
  9 42 3.0618
  10 42 2.25136
  11 42 -1.03925
  12 42 0.245027
  13 42 -0.435762
  14 42 -2.05061
  15 42 -0.159722
  16 42 2.20039
  17 42 -0.366958
  18 42 -1.81029
  19 42 -1.40233
  20 42 0.127554
2700 20 840
  1 42 -0.371396
  2 42 -0.698205
  3 42 0.0126979
  4 42 1.84407
  5 42 1.03717
  6 42 1.50173
  7 42 1.6439
  8 42 1.62153
  9 42 0.234501
  10 42 1.69477
  11 42 1.37651
  12 42 -1.90444
  13 42 -0.260368
  14 42 2.11257
  15 42 -0.519256
  16 42 2.17804
  17 42 1.39266
  18 42 -0.629231
  19 42 0.714825
  20 42 -1.50224
2800 20 840
  1 42 0.663527
  2 42 -0.402262
  3 42 -1.16448
  4 42 3.58011
  5 42 -1.15108
  6 42 0.798318
  7 42 -0.746672
  8 42 1.14181
  9 42 -0.236312
  10 42 0.343709
  11 42 -1.48204
  12 42 -1.36165
  13 42 3.63931
  14 42 -1.11421
  15 42 0.165015
  16 42 1.25304
  17 42 4.21144
  18 42 0.162065
  19 42 -0.174135
  20 42 -0.580977
2900 20 840
  1 42 1.89658
  2 42 -0.106403
  3 42 -1.07996
  4 42 2.79794
  5 42 0.412963
  6 42 -0.194295
  7 42 -0.661391
  8 42 -1.02717
  9 42 0.496019
  10 42 0.220499
