# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 840
  1 42 -4.02181e-11
  2 42 -1.22344e-11
  3 42 -1.81526e-11
  4 42 -1.81526e-11
  5 42 -1.15863e-11
  6 42 -1.24928e-11
  7 42 -1.13554e-11
  8 42 -1.18513e-11
  9 42 -1.28254e-11
  10 42 -1.83367e-11
  11 42 -1.17074e-11
  12 42 -1.50942e-11
  13 42 3.39527e-12
  14 42 -1.28946e-11
  15 42 -1.60521e-11
  16 42 -2.16141e-10
  17 42 -1.48868e-11
  18 42 -1.65826e-11
  19 42 -1.48283e-11
  20 42 -4.36956e-12
100 20 840
  1 42 -0.244717
  2 42 -0.624825
  3 42 -1.85909
  4 42 -3.16291
  5 42 -0.928025
  6 42 -1.03705
  7 42 0.125372
  8 42 0.818955
  9 42 1.6727
  10 42 1.75553
  11 42 2.30371
  12 42 0.925666
  13 42 -1.19038
  14 42 -0.620706
  15 42 -0.740416
  16 42 -0.313478
  17 42 1.7734
  18 42 -0.0402824
  19 42 -1.39957
  20 42 -0.639269
200 20 840
  1 42 0.7762
  2 42 -1.96618
  3 42 -4.25826
  4 42 -2.79714
  5 42 -0.350859
  6 42 -2.94908
  7 42 -0.549879
  8 42 0.320829
  9 42 -0.378718
  10 42 -0.609585
  11 42 0.160481
  12 42 1.22261
  13 42 -1.66772
  14 42 -1.34041
  15 42 2.02407
  16 42 1.55098
  17 42 -0.889513
  18 42 -1.46119
  19 42 -1.43158
  20 42 0.0184114
300 20 840
  1 42 0.249039
  2 42 -0.5624
  3 42 -0.232375
  4 42 0.451955
  5 42 -0.413857
  6 42 -1.31283
  7 42 -0.844178
  8 42 -0.765506
  9 42 -0.833197
  10 42 0.454122
  11 42 -1.81037
  12 42 1.25058
  13 42 0.213324
  14 42 -0.449392
  15 42 -0.971791
  16 42 -0.0613466
  17 42 -1.35078
  18 42 0.167353
  19 42 -1.79954
  20 42 -1.05653
400 20 840
  1 42 -0.0735847
  2 42 1.26681
  3 42 2.13814
  4 42 1.10887
  5 42 -1.16006
  6 42 0.205349
