# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 840
  1 42 2.5634e-11
  2 42 2.11111e-11
  3 42 2.80262e-11
  4 42 2.80262e-11
  5 42 2.4208e-11
  6 42 2.21662e-11
  7 42 2.48948e-11
  8 42 1.72699e-11
  9 42 2.07456e-11
  10 42 2.8158e-11
  11 42 2.02048e-11
  12 42 2.18305e-11
  13 42 -4.38838e-11
  14 42 2.41925e-11
  15 42 2.21683e-11
  16 42 4.41998e-11
  17 42 2.32044e-11
  18 42 -1.38493e-11
  19 42 2.02681e-11
  20 42 1.3526e-11
100 20 840
  1 42 -0.193869
  2 42 -0.39646
  3 42 -2.10821
  4 42 -2.91724
  5 42 -0.645949
  6 42 -0.385649
  7 42 0.294558
  8 42 0.81574
  9 42 2.14891
  10 42 1.89632
  11 42 2.22235
  12 42 0.253033
  13 42 -0.37229
  14 42 -0.0915906
  15 42 -2.5533
  16 42 -0.100381
  17 42 1.69555
  18 42 -0.0696541
  19 42 -0.148759
  20 42 -0.18152
200 20 840
  1 42 -0.390977
  2 42 -3.35371
  3 42 -3.00262
  4 42 -3.29493
  5 42 -1.19036
  6 42 -3.55662
  7 42 -1.08452
  8 42 -0.0737777
  9 42 -0.659428
  10 42 -3.0146
  11 42 -2.29109
  12 42 -0.085721
  13 42 -1.68016
  14 42 -1.86706
  15 42 0.110538
  16 42 1.9682
  17 42 -0.197437
  18 42 -2.47955
  19 42 -2.21088
  20 42 1.38521
300 20 840
  1 42 -0.0341604
  2 42 -0.907354
  3 42 -1.5529
  4 42 -1.90625
  5 42 0.100268
  6 42 -2.68622
  7 42 -1.7856
  8 42 0.993094
  9 42 -3.40988
  10 42 -0.940739
  11 42 -0.646798
  12 42 0.626849
  13 42 -0.91156
  14 42 -0.691016
  15 42 -0.830993
  16 42 -0.505144
  17 42 -1.36019
  18 42 0.159756
  19 42 -0.629616
  20 42 0.556021
400 20 840
  1 42 1.30981
