# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 840
  1 42 8.2369e-12
  2 42 3.5615e-12
  3 42 1.4346e-12
  4 42 1.4346e-12
  5 42 3.73967e-12
  6 42 -2.78613e-12
  7 42 1.47547e-12
  8 42 6.0973e-12
  9 42 3.78842e-12
  10 42 5.45386e-12
  11 42 6.43458e-12
  12 42 4.39428e-12
  13 42 6.07166e-12
  14 42 8.44749e-12
  15 42 3.07902e-13
  16 42 -1.2542e-12
  17 42 -1.62006e-12
  18 42 5.57788e-12
  19 42 8.36454e-12
  20 42 3.21912e-12
100 20 840
  1 42 -0.532124
  2 42 -0.323239
  3 42 -1.40415
  4 42 -2.73229
  5 42 -0.841905
  6 42 -0.508651
  7 42 -0.196257
  8 42 0.853231
  9 42 1.99322
  10 42 1.80043
  11 42 2.24664
  12 42 0.278321
  13 42 -0.633671
  14 42 -1.04861
  15 42 -0.880327
  16 42 0.74439
  17 42 2.13865
  18 42 -0.406841
  19 42 -1.17517
  20 42 -1.15425
200 20 840
  1 42 0.853499
  2 42 -1.02854
  3 42 -3.53407
  4 42 -2.49511
  5 42 -0.649569
  6 42 -3.04464
  7 42 -1.59909
  8 42 -0.0203092
  9 42 1.36787
  10 42 -0.903717
  11 42 -1.36478
  12 42 -0.440091
  13 42 -1.49383
  14 42 -2.18552
  15 42 0.365339
  16 42 0.920425
  17 42 -1.25186
  18 42 -1.4268
  19 42 -1.52641
  20 42 -1.06163
300 20 840
  1 42 0.0332584
  2 42 -0.340495
  3 42 0.385697
  4 42 -0.707859
  5 42 -0.579838
  6 42 -0.965494
  7 42 -1.24331
  8 42 -0.551447
  9 42 -1.36365
  10 42 -1.01356
  11 42 -0.529379
  12 42 -0.856161
  13 42 0.170377
  14 42 -0.713639
  15 42 -0.749666
  16 42 -0.727651
  17 42 -2.00551
  18 42 0.222407
  19 42 -2.1065
  20 42 -1.3009
400 20 840
  1 42 0.794249
  2 42 1.25594
  3 42 0.419386
  4 42 1.15497
  5 42 -1.23973
  6 42 0.533036
  7 42 2.2639
  8 42 -0.459965
  9 42 -0.135464
  10 42 -0.463171
  11 42 1.42797
  12 42 -0.993929
  13 42 0.803307
  14 42 1.43258
  15 42 1.01763
  16 42 -2.08134
  17 42 0.68984
  18 42 1.76234
  19 42 2.13862
  20 42 -1.25061
500 20 840
  1 42 -1.32275
  2 42 1.86412
  3 42 2.14151
  4 42 1.4011
  5 42 0.465745
  6 42 0.260618
  7 42 -0.73127
  8 42 0.39507
  9 42 1.05105
  10 42 -0.234642
  11 42 0.142968
  12 42 -1.1818
  13 42 0.3408
  14 42 0.676889
  15 42 0.624921
  16 42 -0.174767
  17 42 -0.743747
  18 42 0.568624
  19 42 -0.821363
  20 42 2.26684
600 20 840
  1 42 1.46208
  2 42 0.413501
  3 42 -0.366353
  4 42 0.0122072
  5 42 0.906619
  6 42 0.509455
  7 42 0.607761
  8 42 -0.480583
  9 42 0.403311
  10 42 -0.62812
  11 42 -0.704211
  12 42 1.04476
  13 42 1.61591
  14 42 0.105442
  15 42 -0.216518
  16 42 0.0763062
  17 42 -0.834362
  18 42 -0.124104
  19 42 0.210009
  20 42 -1.27309
700 20 840
  1 42 0.200018
  2 42 1.36453
  3 42 -0.650436
  4 42 0.218857
  5 42 0.485279
  6 42 0.408697
  7 42 -0.89443
  8 42 -0.357042
  9 42 -2.22076
  10 42 1.32188
  11 42 0.230202
  12 42 3.30904
  13 42 -0.389756
  14 42 0.141899
  15 42 -1.68056
  16 42 0.68738
  17 42 0.156954
  18 42 0.513377
  19 42 -0.393431
  20 42 -0.497196
800 20 840
  1 42 -0.259476
  2 42 -1.4242
  3 42 -2.03038
  4 42 -0.57381
  5 42 0.344524
  6 42 -1.8194
  7 42 -1.31031
  8 42 -0.51275
  9 42 1.63173
  10 42 -0.634879
  11 42 -0.713918
  12 42 2.66184
  13 42 -3.379
  14 42 -1.58003
  15 42 0.861943
  16 42 1.49099
  17 42 1.38918
  18 42 -0.800399
  19 42 -1.80205
  20 42 1.88332
900 20 840
  1 42 -0.0864333
  2 42 0.516684
  3 42 0.121982
  4 42 -0.574215
  5 42 -0.371891
  6 42 -1.05015
  7 42 1.15914
  8 42 -0.438943
  9 42 -1.36731
  10 42 -0.960287
  11 42 0.54187
  12 42 -1.4099
  13 42 -1.49631
  14 42 -0.455215
  15 42 -1.35675
  16 42 -0.378002
  17 42 -0.708467
  18 42 1.74355
  19 42 -1.38406
  20 42 0.0462986
1000 20 840
  1 42 -1.07784
  2 42 -0.407912
  3 42 -0.28137
  4 42 -0.31505
  5 42 -0.169808
  6 42 0.599655
  7 42 1.98721
  8 42 -1.61137
  9 42 -0.65657
  10 42 -0.849553
  11 42 -0.172156
  12 42 -0.896613
  13 42 0.170245
  14 42 -0.449492
  15 42 -0.602378
  16 42 -0.409401
  17 42 0.104349
  18 42 -0.749463
  19 42 0.448813
  20 42 -1.11015
1100 20 840
  1 42 0.612132
  2 42 -1.59189
  3 42 -0.449654
  4 42 0.111733
  5 42 0.96055
  6 42 0.219275
  7 42 0.993855
  8 42 0.225139
  9 42 -1.561
  10 42 1.31503
  11 42 -0.242706
  12 42 -1.41626
  13 42 1.47931
  14 42 -0.00404607
  15 42 0.382495
  16 42 0.132937
  17 42 -1.09414
  18 42 -1.35757
  19 42 -0.0578112
  20 42 0.887891
1200 20 840
  1 42 0.351427
  2 42 -0.463706
  3 42 -0.899301
  4 42 -0.0592978
  5 42 -0.13271
  6 42 -0.823394
  7 42 0.584122
  8 42 0.536302
  9 42 -0.0983187
  10 42 -1.47707
  11 42 0.699236
  12 42 -0.028086
  13 42 0.507735
  14 42 0.0441339
  15 42 0.753244
  16 42 -0.397111
  17 42 1.78912
  18 42 -0.131895
  19 42 -0.746902
  20 42 -0.580594
1300 20 840
  1 42 0.211115
  2 42 0.0785215
  3 42 -0.440706
  4 42 -0.262005
  5 42 -0.780845
  6 42 1.91842
  7 42 -0.635332
  8 42 -0.0580116
  9 42 -1.03518
  10 42 0.258849
  11 42 0.325996
  12 42 0.375932
  13 42 -0.209645
  14 42 0.549074
  15 42 0.445491
  16 42 -0.249527
  17 42 1.75486
  18 42 0.239432
  19 42 2.34252
  20 42 -1.34572
1400 20 840
  1 42 0.784764
  2 42 -0.902037
  3 42 -3.03939
  4 42 0.692542
  5 42 0.225437
  6 42 0.0163675
  7 42 -1.63698
  8 42 -1.65258
  9 42 0.313897
  10 42 1.49012
  11 42 -1.59926
  12 42 -0.230387
  13 42 -2.64551
  14 42 -1.44715
  15 42 0.499505
  16 42 1.16699
  17 42 -1.45001
  18 42 -1.89952
  19 42 0.771206
  20 42 -0.698404
1500 20 840
  1 42 0.263683
  2 42 0.844618
  3 42 0.25482
  4 42 0.293222
  5 42 -0.377822
  6 42 -1.58335
  7 42 0.355966
  8 42 -2.32359
  9 42 -0.929353
  10 42 0.266096
  11 42 0.433153
  12 42 -1.32777
  13 42 -1.68587
  14 42 0.19525
  15 42 -1.10652
  16 42 0.212533
  17 42 -0.0281492
  18 42 -0.175473
  19 42 1.50618
  20 42 -0.709463
1600 20 840
  1 42 -0.186557
  2 42 0.461791
  3 42 1.45323
  4 42 -2.55261
  5 42 -0.404519
  6 42 -0.614932
  7 42 0.149243
  8 42 -0.585259
  9 42 0.498694
  10 42 0.838308
  11 42 0.485465
  12 42 -0.221309
  13 42 1.09757
  14 42 1.16031
  15 42 0.101639
  16 42 -0.286193
  17 42 -0.723358
  18 42 -1.05851
  19 42 -0.103961
  20 42 0.196598
1700 20 840
  1 42 -0.458064
  2 42 -1.9605
  3 42 0.399135
  4 42 -0.965199
  5 42 -0.0295519
  6 42 -1.72244
  7 42 -1.54718
  8 42 0.248277
  9 42 1.27726
  10 42 0.274181
  11 42 -0.20908
  12 42 0.937604
  13 42 0.76788
  14 42 -0.121463
  15 42 0.879948
  16 42 -0.565085
