# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 840
  1 42 -2.79325e-11
  2 42 -3.43548e-11
  3 42 -3.10126e-11
  4 42 -3.10126e-11
  5 42 -1.12934e-11
  6 42 -2.73769e-11
  7 42 -1.40502e-11
  8 42 -2.37774e-11
  9 42 -1.99333e-11
  10 42 1.06917e-11
  11 42 -2.37164e-11
  12 42 -1.83155e-11
  13 42 -2.07858e-11
  14 42 -2.56977e-11
  15 42 -1.69544e-11
  16 42 -1.9282e-11
  17 42 -4.71104e-11
  18 42 -2.42112e-11
  19 42 -1.03755e-11
  20 42 -2.07858e-11
100 20 840
  1 42 -0.0105352
  2 42 0.562833
  3 42 0.140545
  4 42 -0.013014
  5 42 0.823848
  6 42 -0.659707
  7 42 -0.0756167
  8 42 -1.22954
  9 42 0.182774
  10 42 -0.323791
  11 42 -0.070587
  12 42 -0.0129737
  13 42 -0.637659
  14 42 0.0688629
  15 42 0.827652
  16 42 -0.649671
  17 42 -0.845424
  18 42 -0.27052
  19 42 -0.438714
  20 42 0.63845
200 20 840
  1 42 -0.685508
  2 42 -0.22053
  3 42 0.626337
  4 42 -0.458486
  5 42 1.12249
  6 42 -0.34033
  7 42 0.0966358
  8 42 -0.149887
  9 42 -0.611649
  10 42 0.0409771
  11 42 1.25899
  12 42 -1.15557
  13 42 0.136683
  14 42 -0.782835
  15 42 0.0573473
  16 42 0.369023
  17 42 0.334293
  18 42 -0.145746
  19 42 0.277624
  20 42 -0.136025
300 20 840
  1 42 -0.716424
  2 42 -1.24283
  3 42 0.222201
  4 42 -0.00761998
  5 42 -0.420396
  6 42 0.0946339
  7 42 -0.00153242
  8 42 -0.934985
  9 42 1.71793
  10 42 0.412583
  11 42 -0.971456
  12 42 0.683737
  13 42 0.674281
  14 42 -0.320251
  15 42 0.120962
  16 42 -0.127093
  17 42 0.0228545
  18 42 0.541041
  19 42 0.0883178
  20 42 -1.09373
400 20 840
  1 42 -0.156804
  2 42 -0.6204
  3 42 -0.173139
  4 42 0.181306
  5 42 -0.39535
  6 42 -0.0118368
  7 42 -0.728217
  8 42 0.239477
  9 42 1.86061
  10 42 0.0557666
  11 42 -1.74316
  12 42 0.49656
  13 42 0.264163
  14 42 -0.691315
  15 42 0.258719
  16 42 -0.341992
  17 42 -0.436317
  18 42 0.15207
  19 42 -1.22158
  20 42 -0.921625
500 20 840
  1 42 -0.10159
  2 42 -0.224951
  3 42 1.03161
  4 42 -0.268816
  5 42 0.208448
  6 42 -0.445263
  7 42 -0.30415
  8 42 -0.119634
  9 42 -1.03502
  10 42 0.212425
  11 42 -0.721158
  12 42 -0.555295
  13 42 0.983434
  14 42 -0.30877
  15 42 0.0429317
  16 42 -0.0509864
  17 42 0.0632524
  18 42 -0.20233
  19 42 -0.180973
  20 42 0.259032
600 20 840
  1 42 0.949445
  2 42 -0.115043
  3 42 -0.672113
  4 42 -0.236422
  5 42 0.222655
  6 42 0.412753
  7 42 -0.265378
  8 42 -0.339731
  9 42 -0.0739999
  10 42 0.248109
  11 42 0.0670764
  12 42 0.417671
  13 42 -0.632851
  14 42 0.459544
  15 42 0.465045
  16 42 0.407868
  17 42 -0.499599
  18 42 0.252437
  19 42 -0.050745
  20 42 0.0180094
700 20 840
  1 42 -0.106423
  2 42 0.573429
  3 42 -0.627807
  4 42 -0.0962234
  5 42 -0.260274
  6 42 -0.146597
  7 42 0.203407
  8 42 -0.530389
  9 42 -0.28314
  10 42 -0.255861
  11 42 0.517547
  12 42 0.427564
  13 42 -0.523983
  14 42 0.222338
  15 42 0.649726
  16 42 -1.28554
  17 42 -0.500802
  18 42 1.17562
  19 42 0.0110403
  20 42 -0.326663
800 20 840
  1 42 0.136576
  2 42 -0.0889776
  3 42 0.88468
  4 42 0.0324456
  5 42 0.378833
  6 42 -0.583422
  7 42 -0.000712654
  8 42 -0.149468
  9 42 -0.551261
  10 42 -0.567007
  11 42 -0.611
  12 42 -0.0463083
  13 42 -0.156422
  14 42 0.100819
  15 42 0.55296
  16 42 0.117751
  17 42 0.469449
  18 42 -0.249208
  19 42 0.146604
  20 42 1.19887
900 20 840
  1 42 0.016837
  2 42 -0.097101
  3 42 0.538291
  4 42 -0.257691
  5 42 -0.641182
  6 42 -1.00756
  7 42 -0.613771
  8 42 -0.496753
  9 42 -0.41021
  10 42 -0.554485
  11 42 -0.717802
  12 42 -0.385411
  13 42 -0.448261
  14 42 -0.53831
  15 42 0.0869859
  16 42 -0.0283152
  17 42 0.124565
  18 42 -0.0265663
  19 42 -0.791067
  20 42 0.897695
1000 20 840
  1 42 0.519072
  2 42 -0.327319
  3 42 -0.0418743
  4 42 -0.0101783
  5 42 -0.023296
  6 42 0.139774
  7 42 -0.485247
  8 42 -0.494379
  9 42 0.0296737
  10 42 0.195908
  11 42 0.176759
  12 42 -0.297656
  13 42 0.0332551
  14 42 -0.708827
  15 42 -0.47751
  16 42 0.672417
  17 42 -0.246351
  18 42 0.47178
  19 42 -0.784369
  20 42 -0.561918
1100 20 840
  1 42 -0.98501
  2 42 0.876357
  3 42 -0.275992
  4 42 0.2173
  5 42 0.711466
  6 42 0.613846
  7 42 0.258718
  8 42 0.080246
  9 42 0.0348665
  10 42 -0.0997152
  11 42 0.730001
  12 42 -0.355668
  13 42 0.677722
  14 42 -0.958607
  15 42 -0.592384
  16 42 1.11917
  17 42 -0.657985
  18 42 -0.226762
  19 42 -0.327348
  20 42 -0.147192
1200 20 840
  1 42 -0.376163
  2 42 0.152882
  3 42 -0.239997
  4 42 -0.0190491
  5 42 -0.381706
  6 42 0.583973
  7 42 0.299981
  8 42 -0.488188
  9 42 -1.59412
  10 42 -0.739023
  11 42 -1.0785
  12 42 -0.327466
  13 42 0.410577
  14 42 0.400738
  15 42 0.66035
  16 42 -0.803113
  17 42 -0.735967
  18 42 1.20743
  19 42 -0.272655
  20 42 -0.0509673
1300 20 840
  1 42 -0.00673766
  2 42 0.454953
  3 42 -0.249438
  4 42 -0.0411247
  5 42 0.0938361
  6 42 0.48477
  7 42 -0.660756
  8 42 0.195503
  9 42 -2.60759
  10 42 -0.926787
  11 42 0.0368642
  12 42 -0.451875
  13 42 -0.311191
  14 42 1.10228
  15 42 0.486488
  16 42 -0.792332
  17 42 0.385536
  18 42 -0.0588046
  19 42 -0.100997
  20 42 1.74929
1400 20 840
  1 42 0.0752994
  2 42 0.0682245
  3 42 -0.0975989
  4 42 -0.242744
  5 42 -0.166616
  6 42 -0.160383
  7 42 0.0768836
  8 42 0.0356834
  9 42 -2.04074
  10 42 -0.169248
  11 42 1.1749
  12 42 -0.53231
  13 42 0.165392
  14 42 0.271032
  15 42 -1.68173
  16 42 -0.572055
  17 42 0.604061
  18 42 -0.62173
  19 42 -0.188312
  20 42 1.37387
1500 20 840
  1 42 0.377281
  2 42 -0.253619
  3 42 -0.292961
  4 42 -0.703268
  5 42 0.378315
  6 42 -0.00878125
  7 42 -1.19892
  8 42 0.19845
  9 42 1.91327
  10 42 -1.16812
  11 42 -0.127763
  12 42 0.429679
  13 42 -0.461667
  14 42 0.532173
  15 42 -0.231186
  16 42 -0.255679
  17 42 -0.672946
  18 42 1.12666
  19 42 -0.637347
  20 42 -0.528015
1600 20 840
  1 42 -0.428981
  2 42 -0.135555
  3 42 -0.490276
  4 42 -0.1043
  5 42 -0.23452
  6 42 0.18476
  7 42 0.111806
  8 42 0.769209
  9 42 -1.64171
  10 42 0.135352
  11 42 -1.22452
  12 42 0.309845
  13 42 0.00639802
  14 42 0.0916937
  15 42 -0.33002
  16 42 -0.28447
  17 42 -0.596762
  18 42 1.2909
  19 42 0.162889
  20 42 -0.786107
1700 20 840
  1 42 -1.52619
  2 42 -0.121463
  3 42 -0.206276
  4 42 0.208219
  5 42 -1.3407
  6 42 0.218874
  7 42 -0.488289
  8 42 0.856262
  9 42 -1.83997
  10 42 0.739535
