# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 840
  1 42 -8.79794e-12
  2 42 -1.25553e-11
  3 42 -1.26785e-11
  4 42 -1.26785e-11
  5 42 -3.18687e-12
  6 42 -3.66927e-12
  7 42 -5.24997e-12
  8 42 -3.13188e-12
  9 42 -4.40256e-12
  10 42 -3.16541e-12
  11 42 -2.79184e-12
  12 42 -4.43996e-12
  13 42 -9.30161e-12
  14 42 4.15777e-12
  15 42 -4.35963e-12
  16 42 -7.62277e-12
  17 42 2.16351e-12
  18 42 -1.28439e-11
  19 42 -1.13022e-12
  20 42 1.57729e-12
100 20 840
  1 42 0.251021
  2 42 -1.30855
  3 42 -1.73052
  4 42 -1.18734
  5 42 -0.82298
  6 42 0.342757
  7 42 -0.596438
  8 42 0.597557
  9 42 -0.388414
  10 42 0.459862
  11 42 0.161574
  12 42 0.372836
  13 42 0.0460188
  14 42 -0.566711
  15 42 0.266849
  16 42 0.802629
  17 42 1.08144
  18 42 0.377624
  19 42 -0.412446
  20 42 -0.0867385
200 20 840
  1 42 1.4247
  2 42 -0.753559
  3 42 -0.830864
  4 42 -0.641599
  5 42 -0.699569
  6 42 0.181401
  7 42 0.00179245
  8 42 0.34681
  9 42 0.760203
  10 42 -0.151091
  11 42 -1.14847
  12 42 1.25592
  13 42 0.00646419
  14 42 0.141941
  15 42 1.7936
  16 42 1.75464
  17 42 -0.293439
  18 42 -0.85794
  19 42 -1.28193
  20 42 0.995462
300 20 840
  1 42 0.535344
  2 42 1.45931
  3 42 0.30872
  4 42 1.09962
  5 42 0.177738
  6 42 0.0627676
  7 42 1.58426
  8 42 1.16275
  9 42 0.525953
  10 42 1.42264
  11 42 2.05618
  12 42 -1.6108
  13 42 0.158708
  14 42 0.278898
  15 42 0.802098
  16 42 0.826839
  17 42 -0.371064
  18 42 0.0427336
  19 42 0.554865
  20 42 0.959225
400 20 840
  1 42 -1.13788
  2 42 0.873156
  3 42 1.27304
  4 42 1.08242
  5 42 -0.826825
  6 42 -0.0639821
  7 42 1.14293
  8 42 -0.605425
  9 42 -0.273938
  10 42 0.838513
  11 42 1.96161
  12 42 -0.502882
  13 42 1.23368
  14 42 0.222846
  15 42 -0.611286
  16 42 -0.742004
  17 42 -1.03668
  18 42 -1.03254
  19 42 0.625622
  20 42 -0.663692
500 20 840
  1 42 0.224046
  2 42 -1.68174
  3 42 -0.286512
  4 42 0.98949
  5 42 -0.0979361
  6 42 0.214398
  7 42 -1.51752
  8 42 -0.088784
  9 42 1.3342
  10 42 -0.320542
  11 42 -0.750615
  12 42 0.921042
  13 42 0.359849
  14 42 0.477341
  15 42 2.30278
  16 42 -0.277358
  17 42 -0.791251
  18 42 -0.579213
  19 42 -0.772332
  20 42 0.0691611
600 20 840
  1 42 -0.0508604
  2 42 -0.869149
  3 42 0.763517
  4 42 -0.539485
  5 42 0.15757
  6 42 0.772117
  7 42 0.869635
  8 42 -0.80905
  9 42 -0.10366
  10 42 -0.405558
  11 42 0.40011
  12 42 -0.397623
  13 42 0.561754
  14 42 -0.431019
  15 42 0.876489
  16 42 -0.152812
  17 42 1.69558
  18 42 1.06738
  19 42 0.93436
  20 42 0.25143
700 20 840
  1 42 0.452281
  2 42 -0.570358
  3 42 0.706437
  4 42 -0.742029
  5 42 0.197822
  6 42 -0.709838
  7 42 -0.471348
  8 42 -0.365819
  9 42 -0.388595
  10 42 0.835616
  11 42 -0.33117
  12 42 0.0887964
  13 42 0.834167
  14 42 -0.486164
  15 42 0.0638265
  16 42 -0.238682
  17 42 1.33956
  18 42 1.35222
  19 42 1.81054
  20 42 -1.08539
800 20 840
  1 42 0.833078
  2 42 0.21928
  3 42 1.34992
  4 42 0.347102
  5 42 -0.166248
  6 42 -1.06448
  7 42 -0.211692
  8 42 -0.354029
  9 42 0.708041
  10 42 -0.387985
  11 42 -1.66295
  12 42 0.304273
  13 42 -0.456811
  14 42 -0.181337
  15 42 -0.262214
  16 42 0.86949
  17 42 -1.75223
  18 42 -1.2936
  19 42 -1.20306
  20 42 -0.080551
900 20 840
  1 42 0.00631555
  2 42 -0.0344025
  3 42 0.529454
  4 42 0.154292
  5 42 -0.431695
  6 42 -1.3904
  7 42 0.29233
  8 42 -1.33713
  9 42 -0.588121
  10 42 0.255203
  11 42 -0.150788
  12 42 0.0865064
  13 42 -0.743438
  14 42 1.21178
  15 42 -0.167657
  16 42 -0.263986
  17 42 -0.180943
  18 42 0.795048
  19 42 -2.49237
  20 42 -0.484132
1000 20 840
  1 42 0.816756
  2 42 0.516552
  3 42 -2.10185
  4 42 -0.532919
  5 42 -0.252445
  6 42 0.790992
  7 42 -0.370008
  8 42 -0.930728
  9 42 -0.680536
  10 42 -0.709546
  11 42 -0.91325
  12 42 -1.95579
  13 42 1.27127
  14 42 0.187724
  15 42 0.870593
  16 42 0.201714
  17 42 0.643468
  18 42 1.23066
  19 42 0.495099
  20 42 1.34562
1100 20 840
  1 42 0.498488
  2 42 -0.664967
  3 42 0.0148776
  4 42 -0.738563
  5 42 0.0604164
  6 42 1.01801
  7 42 0.456833
  8 42 0.299262
  9 42 0.575699
  10 42 -0.911222
  11 42 -0.929652
  12 42 0.815578
  13 42 0.87814
  14 42 -0.777097
  15 42 1.17222
  16 42 -0.211582
  17 42 -0.428092
  18 42 0.00492325
  19 42 0.283797
  20 42 0.192209
1200 20 840
  1 42 0.0193001
  2 42 0.315722
  3 42 1.81372
  4 42 -0.835703
  5 42 -0.0347369
  6 42 0.513051
  7 42 0.0856498
  8 42 0.289228
  9 42 0.555787
  10 42 -0.824388
  11 42 0.787608
  12 42 0.435246
  13 42 0.731364
  14 42 -0.162005
  15 42 0.369379
  16 42 -0.118585
  17 42 -1.04983
  18 42 -0.735915
  19 42 0.655768
  20 42 -0.590596
1300 20 840
  1 42 -0.0527692
  2 42 0.309216
  3 42 0.314514
  4 42 -0.0327111
  5 42 -0.216181
  6 42 0.276879
  7 42 -1.27811
  8 42 -0.65005
  9 42 1.22853
  10 42 -0.0504036
  11 42 -0.657214
  12 42 -1.58578
  13 42 0.780117
  14 42 -0.283944
  15 42 -0.136491
  16 42 -0.40352
  17 42 0.525711
  18 42 -1.19501
  19 42 -0.931723
  20 42 -0.609406
1400 20 840
  1 42 -0.19904
  2 42 0.359599
  3 42 -1.20172
  4 42 0.0724464
  5 42 -1.36646
  6 42 0.105892
  7 42 -1.64395
  8 42 -0.61419
  9 42 0.264936
  10 42 0.279706
  11 42 0.0632077
  12 42 -1.66116
  13 42 -1.07434
  14 42 0.607429
  15 42 0.610459
  16 42 0.204105
  17 42 -0.156467
  18 42 0.702745
  19 42 -1.86869
  20 42 -0.562011
1500 20 840
  1 42 -0.159613
  2 42 -0.409872
  3 42 -1.10727
  4 42 0.00631708
  5 42 -0.503527
  6 42 -0.275567
  7 42 0.18266
  8 42 0.696712
  9 42 1.17295
  10 42 -0.129626
  11 42 0.190014
  12 42 0.603013
  13 42 0.563252
  14 42 0.169759
  15 42 -0.471206
  16 42 0.28521
  17 42 1.3268
  18 42 0.248265
  19 42 -0.809952
  20 42 -0.166025
1600 20 840
  1 42 0.164514
  2 42 0.392774
  3 42 0.0389599
  4 42 -0.0959987
  5 42 0.413065
  6 42 0.705043
  7 42 0.173022
  8 42 -0.743474
  9 42 1.93619
  10 42 -0.252321
  11 42 0.427553
  12 42 -0.0974797
  13 42 1.19113
  14 42 -0.369198
  15 42 0.395125
  16 42 0.00146632
  17 42 -0.130973
  18 42 -0.387836
  19 42 1.32084
  20 42 0.356153
1700 20 840
  1 42 0.247725
  2 42 -0.0160196
  3 42 0.722606
  4 42 0.104452
  5 42 0.677293
  6 42 0.221817
  7 42 -0.394607
  8 42 -0.905485
  9 42 1.07395
  10 42 -0.682366
  11 42 -0.245752
  12 42 -0.95172
  13 42 -0.769115
  14 42 -0.958724
  15 42 -0.362851
  16 42 0.264406
  17 42 0.340942
  18 42 -0.731615
  19 42 -1.03385
  20 42 0.477479
1800 20 840
  1 42 0.0165773
  2 42 1.07634
  3 42 2.43907
  4 42 -0.0106113
  5 42 0.276746
  6 42 0.961447
  7 42 0.0122107
  8 42 -0.469948
  9 42 -2.93962
  10 42 -0.224976
  11 42 -0.0103284
  12 42 -0.310067
  13 42 0.203228
  14 42 0.729103
  15 42 -0.583905
  16 42 0.205987
  17 42 0.821863
  18 42 -0.227608
  19 42 0.63222
  20 42 -0.0260987
1900 20 840
  1 42 0.117582
  2 42 -0.149846
  3 42 0.54046
  4 42 -0.0534796
  5 42 -0.505856
  6 42 -0.602045
  7 42 -0.109394
  8 42 -0.144366
  9 42 -0.578528
  10 42 -0.120682
  11 42 -0.00688522
  12 42 0.183534
  13 42 0.683584
  14 42 0.803378
  15 42 -0.145834
  16 42 -0.0435137
  17 42 0.350085
  18 42 -0.458675
  19 42 -1.85624
  20 42 -0.33173
2000 20 840
  1 42 0.0476919
  2 42 -0.144137
  3 42 -2.38969
  4 42 0.430041
  5 42 0.269431
  6 42 -0.178881
  7 42 0.140976
  8 42 -0.0455428
  9 42 -0.157152
  10 42 0.485208
  11 42 0.344589
  12 42 0.284778
  13 42 -0.404667
  14 42 0.40099
  15 42 0.0113757
  16 42 0.415423
  17 42 -0.316738
  18 42 -0.852913
  19 42 0.113419
  20 42 -0.114409
2100 20 840
  1 42 0.209803
  2 42 -0.140119
  3 42 -0.672884
  4 42 0.403086
  5 42 0.114041
  6 42 0.0552015
  7 42 0.247663
  8 42 0.386566
  9 42 0.177599
  10 42 0.844415
  11 42 0.500234
  12 42 0.38696
  13 42 1.75093
  14 42 0.206135
  15 42 -0.217111
  16 42 0.32383
  17 42 1.0504
  18 42 1.01456
  19 42 0.0444426
  20 42 0.344927
2200 20 840
  1 42 0.331892
  2 42 0.95446
  3 42 1.4203
  4 42 0.222014
  5 42 0.66205
  6 42 0.446051
  7 42 0.454452
  8 42 0.448853
  9 42 0.216052
  10 42 0.497819
  11 42 0.0402566
  12 42 0.516352
  13 42 1.54819
  14 42 0.0805817
  15 42 -0.123006
  16 42 0.355542
  17 42 -0.172684
  18 42 -0.602391
  19 42 0.0580641
  20 42 0.151488
2300 20 840
  1 42 0.443458
  2 42 0.0258551
  3 42 1.64609
  4 42 0.345913
  5 42 0.80881
  6 42 0.726833
  7 42 0.256672
  8 42 0.29356
  9 42 0.265497
  10 42 -0.201469
  11 42 0.22428
  12 42 -0.592445
  13 42 -0.412946
  14 42 0.0995518
  15 42 0.260638
  16 42 -0.00284947
  17 42 0.0984038
