# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 640
  1 32 7.93199e-12
  2 32 1.17683e-11
  3 32 -1.55588e-12
  4 32 3.11009e-12
  5 32 2.81896e-12
  6 32 1.25414e-13
  7 32 4.71157e-12
  8 32 5.37826e-12
  9 32 6.28055e-12
  10 32 -2.7484e-12
  11 32 9.78605e-12
  12 32 5.90689e-12
  13 32 -4.05605e-11
  14 32 -3.6595e-12
  15 32 -9.29102e-13
  16 32 1.05058e-12
  17 32 8.58787e-12
  18 32 7.91442e-12
  19 32 6.62521e-12
  20 32 1.69642e-11
100 20 640
  1 32 -0.227175
  2 32 -0.264391
  3 32 1.05889
  4 32 0.270585
  5 32 -0.765612
  6 32 -1.26616
  7 32 0.842791
  8 32 -0.587096
  9 32 0.27049
  10 32 1.12153
  11 32 0.190491
  12 32 0.79995
  13 32 -1.94984
  14 32 -0.357937
  15 32 -0.662008
  16 32 1.30155
  17 32 -0.202504
  18 32 0.496594
  19 32 0.387391
  20 32 -1.08883
200 20 640
  1 32 -0.380495
  2 32 -0.397796
  3 32 1.53556
  4 32 -0.227259
  5 32 -2.16882
  6 32 -2.53169
  7 32 1.05483
  8 32 -1.28885
  9 32 0.0680255
  10 32 1.6174
  11 32 0.331689
  12 32 1.14782
  13 32 -4.01537
  14 32 -1.18195
  15 32 -1.23412
  16 32 2.21458
  17 32 -0.660982
  18 32 0.310894
  19 32 0.364824
  20 32 -1.6209
300 20 640
  1 32 -0.187013
  2 32 -0.111103
  3 32 1.57854
  4 32 -0.525483
  5 32 -3.44975
  6 32 -3.26051
  7 32 1.39437
  8 32 -1.87277
  9 32 -0.126351
  10 32 1.82518
  11 32 -0.129533
  12 32 1.56989
  13 32 -5.35189
  14 32 -1.98066
  15 32 -0.877724
  16 32 2.89938
  17 32 -1.34213
  18 32 0.12169
  19 32 0.501705
  20 32 -1.60582
400 20 640
  1 32 -0.108157
  2 32 0.0463075
  3 32 1.28135
  4 32 -0.650782
  5 32 -3.70961
  6 32 -3.02804
  7 32 1.52634
  8 32 -1.57008
  9 32 -0.377252
  10 32 1.81588
  11 32 -0.875423
  12 32 1.66642
  13 32 -5.58045
  14 32 -2.31182
  15 32 -0.952041
  16 32 2.78047
  17 32 -1.45
  18 32 -0.254483
  19 32 0.571059
  20 32 -1.54145
500 20 640
  1 32 -0.558049
  2 32 -0.313285
  3 32 1.14113
  4 32 -0.70483
  5 32 -2.93334
  6 32 -2.13679
  7 32 1.01484
  8 32 -0.558021
  9 32 -0.34247
  10 32 1.36485
  11 32 -0.623368
  12 32 1.498
  13 32 -3.91689
  14 32 -1.69312
  15 32 -0.864165
  16 32 1.74556
  17 32 -1.03906
  18 32 -0.249445
  19 32 0.327881
  20 32 -1.3891
600 20 640
  1 32 -0.582802
  2 32 -0.65848
  3 32 0.419018
  4 32 -0.564919
  5 32 -1.25717
  6 32 -1.31872
  7 32 0.130128
  8 32 0.60976
  9 32 -0.139223
  10 32 0.410605
  11 32 -0.198341
  12 32 1.35326
  13 32 -2.2068
  14 32 -0.769621
  15 32 0.189657
  16 32 1.18953
  17 32 -0.832873
  18 32 -0.0340858
  19 32 -0.243353
  20 32 -0.895679
700 20 640
  1 32 -0.358009
  2 32 -0.721491
  3 32 -0.508639
  4 32 -0.27321
  5 32 0.425561
  6 32 -0.224988
  7 32 -0.5882
  8 32 1.29973
  9 32 0.0149818
  10 32 -0.323422
  11 32 -0.201136
  12 32 0.867494
  13 32 0.465588
  14 32 -0.04066
  15 32 0.720227
  16 32 -0.0635818
  17 32 -0.738438
  18 32 0.106197
  19 32 -0.676362
  20 32 -0.373115
800 20 640
  1 32 -0.112129
  2 32 -0.827805
  3 32 -1.70092
  4 32 -0.213476
  5 32 1.95664
  6 32 0.992909
  7 32 -1.17685
  8 32 1.61579
  9 32 -0.0906579
  10 32 -0.949992
  11 32 -0.0720254
  12 32 -0.273931
  13 32 3.50203
  14 32 0.571184
  15 32 0.854783
  16 32 -2.08059
  17 32 -0.482334
  18 32 -0.0459595
  19 32 -0.74683
  20 32 0.113912
900 20 640
  1 32 -0.189767
  2 32 -0.589998
  3 32 -2.03314
  4 32 -0.0410796
  5 32 2.55511
  6 32 1.32543
  7 32 -1.26772
  8 32 1.89996
  9 32 -0.0550517
  10 32 -1.49824
  11 32 0.142278
  12 32 -1.29401
  13 32 4.95039
  14 32 1.36672
  15 32 0.413738
  16 32 -2.86634
  17 32 0.0108297
  18 32 -0.0348121
  19 32 -0.820186
  20 32 0.372046
1000 20 640
  1 32 -0.297163
  2 32 -0.334595
  3 32 -2.16239
  4 32 0.100126
  5 32 3.01177
  6 32 2.28604
  7 32 -0.990549
  8 32 1.69316
  9 32 -0.143108
  10 32 -1.82922
  11 32 -0.193338
