# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 640
  1 32 -1.69637e-10
  2 32 -1.83173e-10
  3 32 -1.71853e-10
  4 32 -1.71853e-10
  5 32 -1.75394e-10
  6 32 -1.84594e-10
  7 32 -1.81161e-10
  8 32 -1.78165e-10
  9 32 -1.71001e-10
  10 32 -1.8104e-10
  11 32 -1.78072e-10
  12 32 -1.70747e-10
  13 32 -1.75176e-10
  14 32 -1.71421e-10
  15 32 -1.75517e-10
  16 32 -1.79138e-10
  17 32 -1.78104e-10
  18 32 -1.77151e-10
  19 32 -1.74663e-10
  20 32 -1.78663e-10
100 20 640
  1 32 -0.451386
  2 32 0.275811
  3 32 0.301617
  4 32 -0.683212
  5 32 -0.141741
  6 32 -0.966514
  7 32 0.439053
  8 32 0.0160513
  9 32 -0.176347
  10 32 0.149568
  11 32 0.0356353
  12 32 -0.101776
  13 32 -1.30943
  14 32 -0.789181
  15 32 1.81646
  16 32 -0.375765
  17 32 0.159986
  18 32 0.0238239
  19 32 0.455753
  20 32 0.356909
200 20 640
  1 32 -0.83571
  2 32 0.300541
  3 32 0.656631
  4 32 -1.36475
  5 32 -0.696597
  6 32 -2.2489
  7 32 0.588982
  8 32 -0.459397
  9 32 -0.472181
  10 32 0.334487
  11 32 -0.335671
  12 32 -0.146746
  13 32 -2.38667
  14 32 -1.58214
  15 32 3.14739
  16 32 -0.749064
  17 32 -0.00997577
  18 32 -0.0670717
  19 32 0.838864
  20 32 0.609114
300 20 640
  1 32 -0.681978
  2 32 0.513098
  3 32 1.05722
  4 32 -1.58568
  5 32 -0.782636
  6 32 -2.9676
  7 32 0.793539
  8 32 -0.56683
  9 32 -0.405422
  10 32 0.646334
  11 32 -0.484066
  12 32 0.370769
  13 32 -3.18532
  14 32 -1.87141
  15 32 4.64349
  16 32 -0.289606
  17 32 -0.296062
  18 32 -0.0531608
  19 32 1.5755
  20 32 0.614927
400 20 640
  1 32 -0.935454
  2 32 0.21687
  3 32 1.09049
  4 32 -1.81553
  5 32 -0.984017
  6 32 -2.91244
  7 32 0.94746
  8 32 -0.624276
  9 32 -0.332953
  10 32 0.32912
  11 32 -0.549341
  12 32 0.368091
  13 32 -3.45877
  14 32 -2.11668
  15 32 4.94283
  16 32 -0.00192929
  17 32 -0.365124
  18 32 -0.103656
  19 32 2.054
  20 32 0.794701
500 20 640
  1 32 -1.13576
  2 32 -0.103718
  3 32 0.748849
  4 32 -1.62538
  5 32 -0.652381
  6 32 -1.91987
  7 32 1.02035
  8 32 -0.0489964
  9 32 -0.349151
  10 32 0.355475
  11 32 -1.09872
  12 32 0.435413
  13 32 -2.47283
  14 32 -2.18397
  15 32 3.48448
  16 32 -0.0498899
  17 32 -0.615101
  18 32 -0.25813
  19 32 1.78423
  20 32 0.89796
600 20 640
  1 32 -1.01913
  2 32 -0.146075
  3 32 0.600467
  4 32 -0.378035
  5 32 0.0351826
  6 32 -1.07479
  7 32 0.354022
  8 32 0.220019
  9 32 -0.0803397
  10 32 0.235976
  11 32 -0.72129
  12 32 0.352659
  13 32 -1.36425
  14 32 -1.17038
  15 32 1.69389
  16 32 0.19017
  17 32 -0.571109
  18 32 -0.238577
  19 32 0.799908
  20 32 0.435373
700 20 640
  1 32 -0.80999
  2 32 -0.487446
  3 32 0.302378
  4 32 0.617777
  5 32 0.20236
  6 32 -0.129153
  7 32 0.109174
  8 32 0.551801
  9 32 -0.280751
  10 32 0.0552233
  11 32 -0.0466735
  12 32 0.1641
  13 32 0.119536
  14 32 0.284306
  15 32 -0.906188
  16 32 0.295958
  17 32 -0.706637
  18 32 -0.350541
  19 32 -0.34471
  20 32 -0.329331
800 20 640
  1 32 -0.683925
  2 32 -0.503483
  3 32 -0.235254
  4 32 1.01753
  5 32 0.774826
  6 32 1.19899
  7 32 -0.23997
  8 32 0.5125
  9 32 -0.397826
  10 32 -0.0395378
  11 32 0.468883
  12 32 0.288725
  13 32 1.95617
  14 32 1.28781
  15 32 -3.72903
  16 32 0.0441271
  17 32 -0.223594
  18 32 -0.267664
  19 32 -1.6295
  20 32 -1.24341
900 20 640
  1 32 -0.375891
  2 32 -0.545244
  3 32 -0.863857
  4 32 1.45942
  5 32 0.901117
  6 32 1.99529
  7 32 -0.713787
  8 32 0.654669
  9 32 -0.352356
  10 32 -0.207081
  11 32 1.39455
  12 32 -0.0815794
  13 32 3.59613
  14 32 2.13327
  15 32 -5.6434
  16 32 0.0310527
  17 32 0.24952
  18 32 -0.254823
  19 32 -2.70188
  20 32 -1.27309
1000 20 640
  1 32 -0.0164577
  2 32 -0.448448
  3 32 -1.30878
  4 32 1.40699
  5 32 0.967243
  6 32 2.31974
  7 32 -1.20543
  8 32 0.508939
  9 32 -0.275182
  10 32 -0.244804
  11 32 1.62278
  12 32 -0.254194
  13 32 4.19386
  14 32 2.8211
  15 32 -5.3726
  16 32 -0.109682
  17 32 0.446061
  18 32 -0.158598
  19 32 -3.34619
  20 32 -1.62496
1100 20 640
  1 32 0.725613
  2 32 -0.24931
  3 32 -0.886858
  4 32 1.05566
  5 32 0.840921
  6 32 2.04254
  7 32 -0.968483
  8 32 0.116289
  9 32 -0.0796344
  10 32 -0.0780012
  11 32 1.68724
  12 32 -0.402358
  13 32 3.68529
  14 32 2.86766
  15 32 -4.77013
  16 32 -0.121264
  17 32 0.434218
  18 32 -0.0842071
  19 32 -3.48977
  20 32 -1.63764
1200 20 640
  1 32 1.01095
  2 32 -0.071049
  3 32 -0.764919
  4 32 0.517932
  5 32 0.371318
  6 32 1.39972
  7 32 -0.376004
  8 32 -0.205328
  9 32 -0.00131269
  10 32 -0.114367
  11 32 1.40846
  12 32 -0.506761
  13 32 2.68892
  14 32 2.45769
  15 32 -3.57226
  16 32 -0.310624
  17 32 0.595143
  18 32 -0.00859638
  19 32 -2.45079
  20 32 -1.04763
1300 20 640
  1 32 1.19171
  2 32 0.0617486
  3 32 -0.505978
  4 32 0.0558654
  5 32 0.100239
  6 32 0.571817
  7 32 -0.536531
  8 32 -0.434923
  9 32 0.528117
  10 32 0.0607985
  11 32 0.756696
  12 32 -0.446263
  13 32 1.23417
  14 32 1.26871
  15 32 -0.93831
  16 32 -0.487846
  17 32 0.416412
  18 32 -0.0431887
  19 32 -0.772401
  20 32 -0.189499
1400 20 640
  1 32 1.03989
  2 32 0.107166
  3 32 -0.185321
  4 32 -0.694851
  5 32 -0.614717
  6 32 -0.0601794
  7 32 -0.247161
  8 32 -0.471923
  9 32 0.934618
  10 32 0.13418
  11 32 -0.0324741
  12 32 0.0890546
  13 32 -0.769564
  14 32 0.0949119
  15 32 1.65278
  16 32 -0.75025
  17 32 -0.049272
  18 32 -0.0060842
  19 32 1.12239
  20 32 0.584949
1500 20 640
  1 32 1.24203
  2 32 0.441332
  3 32 0.440403
  4 32 -1.02689
  5 32 -1.24205
  6 32 -0.827469
  7 32 0.331935
  8 32 -0.0374178
  9 32 0.627146
  10 32 0.141857
  11 32 -0.782843
  12 32 0.0506194
  13 32 -2.64827
  14 32 -1.18923
  15 32 3.09165
  16 32 -0.888785
  17 32 -0.552871
  18 32 0.0912739
  19 32 3.07382
  20 32 1.09393
1600 20 640
  1 32 1.21667
  2 32 0.607131
  3 32 0.939715
  4 32 -1.27303
  5 32 -1.57254
  6 32 -1.46775
  7 32 0.605207
  8 32 0.210915
  9 32 0.456819
  10 32 0.431129
  11 32 -1.73341
  12 32 0.602232
  13 32 -4.09283
  14 32 -2.43738
  15 32 4.23003
  16 32 -1.55663
  17 32 -0.659247
  18 32 -0.015631
  19 32 3.60659
  20 32 1.81349
1700 20 640
  1 32 0.678486
  2 32 0.453712
  3 32 0.977775
  4 32 -1.09964
  5 32 -2.00226
  6 32 -1.41739
  7 32 0.0661446
  8 32 0.258146
  9 32 1.2898
  10 32 0.37249
  11 32 -1.85875
  12 32 0.555967
  13 32 -4.3937
  14 32 -3.62616
  15 32 4.10546
  16 32 -1.61085
  17 32 -0.472237
  18 32 -0.0791843
  19 32 3.3486
  20 32 1.9308
1800 20 640
  1 32 0.208196
  2 32 0.477062
  3 32 0.795324
  4 32 -0.798997
  5 32 -1.24415
  6 32 -0.968164
  7 32 0.000156362
  8 32 0.633994
  9 32 0.855038
  10 32 0.202802
  11 32 -1.24871
  12 32 0.511965
  13 32 -4.18745
  14 32 -3.27284
  15 32 3.18781
  16 32 -1.0399
  17 32 -0.421225
  18 32 0.113906
  19 32 2.74176
  20 32 1.85504
1900 20 640
  1 32 -0.189813
  2 32 0.28013
  3 32 0.642507
  4 32 -0.652945
  5 32 -0.826879
  6 32 -0.790786
  7 32 -0.168098
  8 32 0.521338
  9 32 1.11454
  10 32 -0.0426851
  11 32 -0.581963
  12 32 0.652744
  13 32 -2.90433
  14 32 -2.48389
  15 32 1.79674
  16 32 -0.339278
  17 32 -0.212089
  18 32 0.153639
  19 32 1.38805
  20 32 1.52215
2000 20 640
  1 32 -0.235345
  2 32 0.302364
  3 32 0.3255
  4 32 -0.480724
  5 32 0.217242
  6 32 -0.303633
  7 32 0.096456
  8 32 0.498665
  9 32 0.115941
  10 32 0.00819616
  11 32 0.0786319
  12 32 0.257981
  13 32 -0.708033
  14 32 -0.810785
  15 32 0.0324469
  16 32 0.389919
  17 32 -0.132867
  18 32 0.2174
  19 32 -0.573952
  20 32 0.379558
2100 20 640
  1 32 -0.294577
  2 32 -0.222129
  3 32 -0.484494
  4 32 -0.108114
  5 32 1.16502
  6 32 0.503391
  7 32 -0.250855
  8 32 0.363141
  9 32 -0.816205
  10 32 -0.321623
  11 32 0.75755
  12 32 -0.130247
  13 32 1.8297
  14 32 0.414716
  15 32 -1.64471
  16 32 1.24713
  17 32 0.00938419
  18 32 0.393731
  19 32 -2.11337
  20 32 -0.590907
2200 20 640
  1 32 -0.985787
  2 32 -0.344971
  3 32 -0.561354
  4 32 -0.0708311
  5 32 2.28192
  6 32 1.33508
  7 32 -0.532557
  8 32 0.486942
  9 32 -1.10044
  10 32 -0.816344
  11 32 1.57948
  12 32 -0.292476
  13 32 4.07232
  14 32 1.45008
  15 32 -2.41086
  16 32 2.48338
  17 32 0.259307
  18 32 0.494361
  19 32 -3.60913
  20 32 -1.23667
2300 20 640
