# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 640
  1 32 5.81722e-11
  2 32 5.95779e-11
  3 32 5.67501e-11
  4 32 3.15204e-11
  5 32 -9.27611e-11
  6 32 -5.68275e-11
  7 32 5.44348e-11
  8 32 2.62459e-11
  9 32 3.21297e-11
  10 32 2.35727e-11
  11 32 3.29574e-11
  12 32 -6.45937e-11
  13 32 5.76618e-11
  14 32 -4.69735e-11
  15 32 -5.59007e-11
  16 32 -2.97011e-11
  17 32 -9.65778e-11
  18 32 1.31617e-10
  19 32 6.04674e-11
  20 32 4.74824e-11
100 20 640
  1 32 -0.317878
  2 32 0.0687008
  3 32 0.277237
  4 32 -0.423765
  5 32 -0.120506
  6 32 -0.676217
  7 32 0.355482
  8 32 0.0822458
  9 32 0.260197
  10 32 0.416067
  11 32 0.205429
  12 32 0.30684
  13 32 -0.990689
  14 32 -0.420056
  15 32 0.342256
  16 32 0.39136
  17 32 0.0572265
  18 32 0.33527
  19 32 0.0618214
  20 32 -0.27038
200 20 640
  1 32 -0.490844
  2 32 -0.0981308
  3 32 0.453043
  4 32 -1.78353
  5 32 -0.448395
  6 32 -1.03244
  7 32 0.454155
  8 32 0.151272
  9 32 -0.0529091
  10 32 0.447273
  11 32 -0.0231419
  12 32 0.276136
  13 32 -1.63378
  14 32 -1.3717
  15 32 -0.166958
  16 32 0.157843
  17 32 -0.212971
  18 32 0.188263
  19 32 0.177349
  20 32 -0.369288
300 20 640
  1 32 -0.410246
  2 32 -0.151702
  3 32 0.576801
  4 32 -3.06933
  5 32 -0.988789
  6 32 -1.39346
  7 32 0.128883
  8 32 0.331751
  9 32 -0.212081
  10 32 0.668051
  11 32 -0.412762
  12 32 0.467309
  13 32 -2.10098
  14 32 -2.3511
  15 32 -0.864573
  16 32 -0.286988
  17 32 -0.702744
  18 32 -0.145271
  19 32 0.523836
  20 32 -0.410159
400 20 640
  1 32 -0.522337
  2 32 -0.103373
  3 32 0.88942
  4 32 -2.80701
  5 32 -0.986787
  6 32 -1.35005
  7 32 0.126128
  8 32 0.951801
  9 32 -0.381363
  10 32 0.765298
  11 32 -0.815088
  12 32 0.493344
  13 32 -1.72341
  14 32 -2.753
  15 32 -1.00776
  16 32 -0.524
  17 32 -0.812906
  18 32 -0.311684
  19 32 0.789542
  20 32 -0.478203
500 20 640
  1 32 -0.838942
  2 32 0.0120434
  3 32 0.762246
  4 32 -2.25049
  5 32 -0.282723
  6 32 -1.02612
  7 32 -0.1952
  8 32 1.16742
  9 32 -0.425938
  10 32 0.70656
  11 32 -0.806083
  12 32 0.636535
  13 32 -0.588087
  14 32 -2.30768
  15 32 -1.00803
  16 32 -0.764961
  17 32 -0.713367
  18 32 -0.216058
  19 32 1.06112
  20 32 -0.644685
600 20 640
  1 32 -0.844058
  2 32 -0.412872
  3 32 0.160184
  4 32 -1.0755
  5 32 0.186847
  6 32 -0.906312
  7 32 -0.144183
  8 32 1.14527
  9 32 -0.488828
  10 32 0.28037
  11 32 -0.528005
  12 32 0.832254
  13 32 -0.556556
  14 32 -1.46497
  15 32 -0.353697
  16 32 -0.208658
  17 32 -0.426974
  18 32 -0.310146
  19 32 0.134432
  20 32 -0.346842
700 20 640
  1 32 -0.820145
  2 32 -0.783009
  3 32 -0.336078
  4 32 0.234813
  5 32 0.378775
  6 32 -0.624383
  7 32 -0.00279554
  8 32 0.671253
  9 32 -0.185272
  10 32 -0.0652199
  11 32 -0.484801
  12 32 0.652457
  13 32 -0.735201
  14 32 -0.138562
  15 32 0.633495
  16 32 0.399793
  17 32 -0.300919
  18 32 -0.0439697
  19 32 -0.83028
  20 32 -0.0848643
800 20 640
  1 32 -0.500211
  2 32 -1.07241
  3 32 -0.806973
  4 32 1.77406
  5 32 0.519361
  6 32 0.108976
  7 32 -0.071979
  8 32 0.091433
  9 32 0.126645
  10 32 -0.419142
  11 32 0.0863995
  12 32 -0.0312808
  13 32 -0.849741
  14 32 0.962503
  15 32 1.20693
  16 32 0.718592
  17 32 -0.0966006
  18 32 0.127449
  19 32 -1.54445
  20 32 0.123293
900 20 640
  1 32 -0.509777
  2 32 -1.0071
  3 32 -0.746993
  4 32 2.46656
  5 32 0.540033
  6 32 0.553663
  7 32 0.232927
  8 32 -0.302289
  9 32 0.756983
  10 32 -0.953354
  11 32 0.849233
  12 32 -0.499512
  13 32 -1.46746
  14 32 2.52309
  15 32 1.23906
  16 32 -0.0348717
  17 32 0.417571
  18 32 0.560623
  19 32 -1.62289
  20 32 0.228677
1000 20 640
  1 32 -0.339762
  2 32 -0.981206
  3 32 -0.567678
  4 32 2.36346
  5 32 0.0803324
  6 32 1.10573
  7 32 0.372899
  8 32 -0.807677
  9 32 0.765424
  10 32 -0.86511
  11 32 0.930072
  12 32 -0.929169
  13 32 -1.56009
  14 32 3.15257
  15 32 0.964494
  16 32 0.133083
  17 32 0.559742
  18 32 0.199603
  19 32 -1.71893
  20 32 0.300628
1100 20 640
  1 32 0.0663043
  2 32 -0.837053
  3 32 -0.333007
  4 32 1.96591
  5 32 -0.232684
  6 32 1.12907
  7 32 0.325295
  8 32 -0.830029
  9 32 0.458985
  10 32 -0.579611
  11 32 0.716302
  12 32 -0.249049
  13 32 -1.55462
  14 32 3.15779
  15 32 0.616328
  16 32 0.383423
  17 32 0.730683
  18 32 0.207893
  19 32 -1.76435
  20 32 0.569252
1200 20 640
  1 32 0.0900847
  2 32 -0.442359
  3 32 -0.369798
  4 32 1.2155
  5 32 -0.332904
  6 32 1.3485
  7 32 0.011121
  8 32 -0.611095
  9 32 0.490225
  10 32 -0.00519512
  11 32 1.12814
  12 32 -0.0463724
  13 32 -1.36303
  14 32 2.53184
  15 32 0.204434
  16 32 0.842783
  17 32 0.39385
  18 32 0.20063
  19 32 -1.5656
  20 32 0.635079
1300 20 640
  1 32 0.270206
  2 32 0.0343819
  3 32 0.0190667
  4 32 0.240824
  5 32 0.233216
  6 32 0.997753
  7 32 0.0285446
  8 32 -0.32707
  9 32 0.174516
  10 32 0.168712
  11 32 0.608417
  12 32 0.660962
  13 32 -0.154434
  14 32 1.62306
  15 32 -0.0347644
  16 32 -0.163151
  17 32 -0.120172
  18 32 0.403424
  19 32 -0.783682
  20 32 0.52477
1400 20 640
  1 32 0.488169
  2 32 0.710336
  3 32 0.426335
  4 32 -0.80042
  5 32 0.577697
