# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 640
  1 32 5.14076e-11
  2 32 5.13175e-11
  3 32 4.99249e-11
  4 32 4.99249e-11
  5 32 5.10329e-11
  6 32 5.133e-11
  7 32 5.12894e-11
  8 32 5.0606e-11
  9 32 5.06728e-11
  10 32 5.05752e-11
  11 32 5.08502e-11
  12 32 5.12166e-11
  13 32 5.11833e-11
  14 32 5.09358e-11
  15 32 5.10758e-11
  16 32 5.17547e-11
  17 32 5.13772e-11
  18 32 5.08188e-11
  19 32 5.07985e-11
  20 32 5.13921e-11
100 20 640
  1 32 -0.198837
  2 32 0.293823
  3 32 0.319262
  4 32 -0.727159
  5 32 -0.0225276
  6 32 -0.678575
  7 32 0.13025
  8 32 0.141948
  9 32 -0.0949412
  10 32 -0.0131182
  11 32 0.136996
  12 32 -0.0334728
  13 32 -0.839907
  14 32 -0.632968
  15 32 1.37629
  16 32 -0.41314
  17 32 0.0560036
  18 32 0.00803984
  19 32 0.401582
  20 32 0.222964
200 20 640
  1 32 -0.736504
  2 32 0.355239
  3 32 0.713955
  4 32 -0.772917
  5 32 -0.528573
  6 32 -1.93742
  7 32 0.53863
  8 32 -0.0167939
  9 32 0.169547
  10 32 0.19359
  11 32 -0.24854
  12 32 0.0682261
  13 32 -1.70799
  14 32 -1.17066
  15 32 2.91631
  16 32 -0.419613
  17 32 -0.212297
  18 32 0.0607678
  19 32 0.763221
  20 32 0.528959
300 20 640
  1 32 -0.761103
  2 32 0.535976
  3 32 0.913538
  4 32 -0.416189
  5 32 -0.510882
  6 32 -2.43309
  7 32 0.603558
  8 32 -0.298909
  9 32 0.0725282
  10 32 0.508254
  11 32 -0.450315
  12 32 0.383511
  13 32 -2.245
  14 32 -1.26633
  15 32 4.36366
  16 32 0.407794
  17 32 -0.318693
  18 32 -0.0612141
  19 32 1.31904
  20 32 0.593862
400 20 640
  1 32 -0.733628
  2 32 0.355109
  3 32 0.672358
  4 32 -0.472354
  5 32 -0.432128
  6 32 -2.0635
  7 32 0.786458
  8 32 -0.554453
  9 32 -0.0934679
  10 32 0.430751
  11 32 -0.773443
  12 32 0.512256
  13 32 -2.63203
  14 32 -1.43438
  15 32 4.42263
  16 32 0.846466
  17 32 -0.251129
  18 32 -0.0806549
  19 32 1.75077
  20 32 0.684912
500 20 640
  1 32 -1.00055
  2 32 0.144362
  3 32 0.788746
  4 32 -0.614284
  5 32 -0.00386723
  6 32 -1.28231
  7 32 0.355214
  8 32 0.0587995
  9 32 0.0110026
  10 32 0.26951
  11 32 -0.745756
  12 32 0.41143
  13 32 -1.78235
  14 32 -1.53579
  15 32 3.21496
  16 32 0.831483
  17 32 -0.0788352
  18 32 -0.188003
  19 32 1.72943
  20 32 0.771995
600 20 640
  1 32 -0.445494
  2 32 -0.0313296
  3 32 0.515433
  4 32 0.203096
  5 32 0.37217
  6 32 -0.645119
  7 32 0.140474
  8 32 0.48989
  9 32 0.397991
  10 32 0.196022
  11 32 -0.245913
  12 32 0.191595
  13 32 -1.16362
  14 32 -0.53564
  15 32 1.25989
  16 32 0.368631
  17 32 0.178682
  18 32 -0.18073
  19 32 0.964887
  20 32 0.420896
700 20 640
  1 32 -0.214681
  2 32 -0.310503
  3 32 0.312208
  4 32 0.505765
  5 32 0.354571
  6 32 0.149144
  7 32 0.253498
  8 32 0.267983
  9 32 -0.0371316
  10 32 0.0781202
  11 32 0.292421
  12 32 0.13599
  13 32 0.158842
  14 32 0.472335
  15 32 -1.01536
  16 32 -0.121079
  17 32 0.252258
  18 32 -0.141299
  19 32 -0.367253
  20 32 -0.117736
800 20 640
  1 32 -0.0956864
  2 32 -0.383295
  3 32 -0.0160703
  4 32 0.392377
  5 32 0.607733
  6 32 1.22391
  7 32 0.154338
  8 32 0.376171
  9 32 0.258916
  10 32 0.0114679
