# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 640
  1 32 -3.23867
  2 32 -3.23867
  3 32 -3.23867
  4 32 -3.23867
  5 32 -3.23867
  6 32 -3.23867
  7 32 -3.23867
  8 32 -3.23867
  9 32 -3.23867
  10 32 -3.23867
  11 32 -3.23867
  12 32 -3.23867
  13 32 -3.23867
  14 32 -3.23867
  15 32 -3.23867
  16 32 -3.23867
  17 32 -3.23867
  18 32 -3.23867
  19 32 -3.23867
  20 32 -3.23867
100 20 640
  1 32 -3.75121
  2 32 -3.8201
  3 32 -2.0993
  4 32 -1.80697
  5 32 -3.87892
  6 32 -4.30904
  7 32 -1.16117
  8 32 -3.79156
  9 32 -5.0115
  10 32 -3.07223
  11 32 -4.78739
  12 32 -4.18853
  13 32 -4.20063
  14 32 -3.43665
  15 32 -1.48001
  16 32 -4.6371
  17 32 -3.64028
  18 32 -5.08627
  19 32 -3.16485
  20 32 -2.53227
200 20 640
  1 32 -3.58513
  2 32 -4.15125
  3 32 -1.92173
  4 32 -1.60786
  5 32 -3.94528
  6 32 -5.14219
  7 32 0.010794
  8 32 -4.35118
  9 32 -6.68851
  10 32 -3.58327
  11 32 -5.99718
  12 32 -5.40427
  13 32 -4.76835
  14 32 -4.18144
  15 32 -0.0840281
  16 32 -5.97019
  17 32 -4.31795
  18 32 -6.67493
  19 32 -3.03287
  20 32 -1.72111
300 20 640
  1 32 -3.65386
  2 32 -4.97935
  3 32 -1.73881
  4 32 -1.44923
  5 32 -4.98525
  6 32 -5.80463
  7 32 0.602532
  8 32 -4.88734
  9 32 -7.56585
  10 32 -3.68054
  11 32 -7.56313
  12 32 -6.53617
  13 32 -5.33558
  14 32 -4.03979
  15 32 0.155227
  16 32 -7.04264
  17 32 -5.00692
  18 32 -7.74344
  19 32 -2.76939
  20 32 -1.30194
400 20 640
  1 32 -3.52225
  2 32 -4.69502
  3 32 -1.6271
  4 32 -1.18305
  5 32 -4.91462
  6 32 -6.10555
  7 32 0.442087
  8 32 -5.27762
  9 32 -7.42097
  10 32 -3.49707
  11 32 -7.56769
  12 32 -6.49869
  13 32 -5.76377
  14 32 -4.22426
  15 32 1.04674
  16 32 -7.25006
  17 32 -4.9619
  18 32 -7.45706
  19 32 -2.35771
  20 32 -1.20894
500 20 640
  1 32 -3.79931
  2 32 -5.10326
  3 32 -1.38011
  4 32 -1.64681
  5 32 -5.17684
  6 32 -5.50931
  7 32 -0.107869
  8 32 -5.15312
  9 32 -6.89136
  10 32 -3.40672
  11 32 -7.41921
  12 32 -6.28632
  13 32 -5.53375
  14 32 -3.90471
  15 32 0.646929
  16 32 -6.77231
  17 32 -4.73243
  18 32 -7.15706
  19 32 -2.43904
  20 32 -1.72088
600 20 640
  1 32 -3.75787
  2 32 -4.53592
  3 32 -2.49421
  4 32 -2.79763
  5 32 -4.76426
  6 32 -4.59877
  7 32 -1.27805
  8 32 -4.84849
  9 32 -5.49604
  10 32 -3.68684
  11 32 -5.9234
  12 32 -5.51848
  13 32 -4.91127
  14 32 -4.23677
  15 32 -1.29923
  16 32 -5.73885
  17 32 -4.15982
  18 32 -6.13737
  19 32 -3.33161
  20 32 -2.45223
700 20 640
  1 32 -3.538
  2 32 -4.15229
  3 32 -3.91328
  4 32 -4.01015
  5 32 -4.24397
  6 32 -3.99087
  7 32 -3.05255
  8 32 -4.71562
  9 32 -3.86323
  10 32 -4.0349
  11 32 -4.04639
  12 32 -4.67986
  13 32 -4.57112
  14 32 -4.13083
  15 32 -3.12
  16 32 -4.69763
  17 32 -4.19507
  18 32 -4.63754
  19 32 -3.83035
  20 32 -3.4945
800 20 640
  1 32 -3.38297
  2 32 -3.663
  3 32 -4.3059
  4 32 -4.33152
  5 32 -3.97124
  6 32 -3.78566
  7 32 -5.03858
  8 32 -3.7422
  9 32 -1.75296
  10 32 -3.81504
  11 32 -2.92893
  12 32 -3.02251
  13 32 -3.43944
  14 32 -3.72856
  15 32 -5.16341
  16 32 -3.07629
  17 32 -3.1806
  18 32 -3.13905
  19 32 -3.80057
  20 32 -4.49189
900 20 640
  1 32 -3.1159
  2 32 -2.69419
  3 32 -5.67736
  4 32 -5.48933
  5 32 -2.83686
  6 32 -2.59864
  7 32 -6.45666
  8 32 -3.50028
  9 32 -0.0324619
  10 32 -3.97833
  11 32 -1.09598
  12 32 -2.10234
  13 32 -2.24902
  14 32 -3.30476
  15 32 -6.36162
  16 32 -1.37034
  17 32 -2.58233
  18 32 -0.993066
  19 32 -3.87673
  20 32 -4.73497
1000 20 640
  1 32 -3.44812
  2 32 -2.87897
  3 32 -6.12383
  4 32 -6.19151
  5 32 -2.59847
  6 32 -2.0341
  7 32 -7.66223
  8 32 -2.73875
  9 32 0.635703
  10 32 -3.84285
  11 32 -0.376565
  12 32 -1.22635
  13 32 -1.83365
  14 32 -3.6571
  15 32 -8.58803
  16 32 -0.557959
  17 32 -2.59428
  18 32 0.206573
  19 32 -4.40443
  20 32 -5.33608
1100 20 640
  1 32 -3.68649
  2 32 -2.56293
  3 32 -5.71474
  4 32 -6.57899
  5 32 -2.04945
  6 32 -1.94464
  7 32 -7.955
  8 32 -1.86094
  9 32 1.25596
  10 32 -2.80435
  11 32 0.00522346
  12 32 -0.0967852
  13 32 -1.55447
  14 32 -3.19389
  15 32 -8.94109
