# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 640
  1 32 4.88865e-11
  2 32 3.90497e-11
  3 32 3.78688e-11
  4 32 3.86002e-11
  5 32 3.4643e-11
  6 32 3.88508e-11
  7 32 3.77091e-11
  8 32 3.84699e-11
  9 32 3.88217e-11
  10 32 -3.38696e-10
  11 32 4.19959e-11
  12 32 3.76903e-11
  13 32 4.03154e-11
  14 32 4.09301e-11
  15 32 4.40196e-11
  16 32 -5.19031e-11
  17 32 3.71573e-11
  18 32 3.78291e-11
  19 32 3.43881e-11
  20 32 -3.88771e-11
100 20 640
  1 32 -0.302189
  2 32 0.140046
  3 32 0.412279
  4 32 -0.520229
  5 32 -0.282154
  6 32 -0.875987
  7 32 0.501703
  8 32 -0.105232
  9 32 0.202993
  10 32 0.530884
  11 32 0.25559
  12 32 0.304792
  13 32 -1.40934
  14 32 -0.587448
  15 32 0.633967
  16 32 0.40797
  17 32 0.102023
  18 32 0.357864
  19 32 0.245623
  20 32 -0.232554
200 20 640
  1 32 -0.429918
  2 32 0.0250081
  3 32 0.713829
  4 32 -2.04977
  5 32 -0.757211
  6 32 -1.41553
  7 32 0.630734
  8 32 -0.169402
  9 32 -0.133262
  10 32 0.608649
  11 32 0.0876222
  12 32 0.294056
  13 32 -2.36014
  14 32 -1.67365
  15 32 0.218017
  16 32 0.130275
  17 32 -0.153205
  18 32 0.187923
  19 32 0.513557
  20 32 -0.320692
300 20 640
  1 32 -0.449293
  2 32 0.0078315
  3 32 0.833807
  4 32 -3.16711
  5 32 -1.36161
  6 32 -1.76742
  7 32 0.475843
  8 32 -0.119262
  9 32 -0.220916
  10 32 0.893605
  11 32 -0.191503
  12 32 0.624059
  13 32 -2.88038
  14 32 -2.66361
  15 32 -0.380188
  16 32 -0.197445
  17 32 -0.626559
  18 32 -0.0627648
  19 32 0.877614
  20 32 -0.364689
400 20 640
  1 32 -0.516357
  2 32 -0.0717195
  3 32 1.06467
  4 32 -3.05746
  5 32 -1.39159
  6 32 -1.75584
  7 32 0.43388
  8 32 0.597899
  9 32 -0.254458
  10 32 0.862492
  11 32 -0.657892
  12 32 0.545807
  13 32 -2.58378
  14 32 -3.00769
  15 32 -0.646385
  16 32 -0.352733
  17 32 -0.747985
  18 32 -0.277906
  19 32 1.15046
  20 32 -0.488962
500 20 640
  1 32 -0.886
  2 32 -0.0204813
  3 32 0.842204
  4 32 -2.4175
  5 32 -0.601899
  6 32 -1.3739
  7 32 0.310003
  8 32 0.896795
  9 32 -0.238881
  10 32 0.841841
  11 32 -0.741932
  12 32 0.617024
  13 32 -1.69356
  14 32 -2.35413
  15 32 -0.703986
  16 32 -0.526324
  17 32 -0.59616
  18 32 -0.219373
  19 32 1.16981
  20 32 -0.6584
600 20 640
  1 32 -0.865577
  2 32 -0.314313
  3 32 0.160024
  4 32 -1.54372
  5 32 -0.0140152
  6 32 -0.822534
  7 32 -0.0493268
  8 32 0.850426
  9 32 -0.55549
  10 32 0.532079
  11 32 -0.525439
  12 32 0.560142
  13 32 -1.085
  14 32 -1.56006
  15 32 -0.29256
  16 32 -0.138631
  17 32 -0.735568
  18 32 -0.20842
  19 32 0.126902
  20 32 -0.465298
700 20 640
  1 32 -0.843427
  2 32 -0.760897
  3 32 -0.416726
  4 32 0.382593
  5 32 0.327084
  6 32 -0.377149
  7 32 -0.215626
  8 32 0.584397
  9 32 -0.306896
  10 32 -0.0976954
  11 32 -0.355197
  12 32 0.627242
  13 32 -0.571228
  14 32 -0.34862
  15 32 0.38486
  16 32 0.187832
  17 32 -0.486135
  18 32 -0.0416024
  19 32 -0.760022
  20 32 -0.138161
800 20 640
  1 32 -0.555173
  2 32 -0.984869
  3 32 -0.985529
  4 32 1.90354
  5 32 0.76705
  6 32 0.18029
  7 32 -0.645717
  8 32 0.209465
  9 32 -0.0304071
  10 32 -0.782738
  11 32 0.1629
  12 32 0.381984
  13 32 -0.138951
  14 32 1.39041
  15 32 0.606346
  16 32 0.525045
  17 32 -0.133765
  18 32 0.234518
  19 32 -1.60489
  20 32 0.203645
900 20 640
  1 32 -0.48782
  2 32 -0.904782
  3 32 -1.26534
  4 32 2.69327
  5 32 0.681468
  6 32 0.786831
  7 32 -0.498604
  8 32 -0.420002
  9 32 0.473602
  10 32 -1.27944
  11 32 0.867567
  12 32 -0.0686096
  13 32 0.104994
  14 32 2.30489
  15 32 0.762414
  16 32 -0.00666223
  17 32 0.145652
  18 32 0.330874
  19 32 -1.70698
  20 32 0.17104
1000 20 640
  1 32 -0.388646
  2 32 -1.03597
  3 32 -1.18211
  4 32 2.74769
  5 32 0.312935
  6 32 1.05189
  7 32 -0.0698233
  8 32 -0.673098
  9 32 0.443376
  10 32 -0.929861
  11 32 1.20348
  12 32 -0.509627
  13 32 -0.170038
  14 32 3.17366
  15 32 0.810031
  16 32 0.253881
  17 32 0.458699
  18 32 0.0684162
  19 32 -1.93241
  20 32 0.342426
1100 20 640
  1 32 -0.0492399
  2 32 -1.20158
  3 32 -0.614284
  4 32 2.45786
  5 32 0.266323
  6 32 1.66919
  7 32 -0.0126498
  8 32 -0.761734
  9 32 0.570455
  10 32 -0.756561
  11 32 0.778994
  12 32 -0.335017
  13 32 -0.472834
  14 32 3.2621
  15 32 0.393564
  16 32 0.688837
  17 32 0.647166
  18 32 0.0573218
  19 32 -1.52013
  20 32 0.527896
1200 20 640
  1 32 0.0426087
  2 32 -0.771048
  3 32 -0.349456
  4 32 1.49977
  5 32 0.331465
  6 32 1.55648
  7 32 -0.249852
  8 32 -0.580532
  9 32 0.411788
  10 32 -0.320813
  11 32 0.709194
  12 32 -0.254167
  13 32 -0.930544
  14 32 2.69997
  15 32 0.223009
  16 32 0.398316
  17 32 0.448154
  18 32 0.0987184
  19 32 -1.20854
  20 32 0.493429
1300 20 640
  1 32 0.492233
  2 32 -0.119085
  3 32 -0.0327929
  4 32 0.504307
  5 32 0.302254
  6 32 0.985836
  7 32 -0.107456
  8 32 -0.373673
  9 32 0.26003
  10 32 0.0325115
  11 32 0.694239
  12 32 -0.0580232
  13 32 -0.342329
  14 32 1.45681
  15 32 0.0685945
  16 32 -0.813238
  17 32 -0.115971
  18 32 -0.00945277
  19 32 -0.614192
  20 32 0.406349
1400 20 640
  1 32 0.713803
  2 32 0.810717
  3 32 0.674202
  4 32 -0.645135
  5 32 0.227991
  6 32 0.269897
  7 32 0.272774
  8 32 0.0473222
  9 32 0.388435
  10 32 0.471848
  11 32 0.306932
  12 32 0.650169
  13 32 0.402873
  14 32 -0.089623
  15 32 0.172937
  16 32 -1.08259
  17 32 0.030234
  18 32 0.20075
  19 32 0.595355
  20 32 0.292345
1500 20 640
  1 32 0.810172
  2 32 1.75533
  3 32 1.17556
  4 32 -1.80751
  5 32 0.00704642
  6 32 -0.407647
  7 32 0.494571
  8 32 0.264395
  9 32 -0.167243
  10 32 0.659536
  11 32 -0.601083
  12 32 0.81847
  13 32 0.804327
  14 32 -1.36995
  15 32 0.526711
  16 32 -0.583221
  17 32 0.069498
  18 32 0.458746
  19 32 1.72198
  20 32 0.254286
1600 20 640
  1 32 1.12191
  2 32 2.41228
  3 32 1.02013
  4 32 -2.20266
  5 32 -0.300686
  6 32 -1.07385
  7 32 0.40925
