# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 640
  1 32 -2.88138e-11
  2 32 -2.99722e-11
  3 32 -2.34547e-11
  4 32 -2.51012e-11
  5 32 -1.8057e-11
  6 32 -3.33498e-11
  7 32 -2.46439e-11
  8 32 -2.34238e-11
  9 32 -2.42835e-11
  10 32 -2.20906e-11
  11 32 -7.82369e-11
  12 32 -3.19437e-11
  13 32 -1.86159e-11
  14 32 -3.00566e-11
  15 32 -2.32845e-11
  16 32 -3.204e-11
  17 32 -2.97808e-11
  18 32 -3.97352e-11
  19 32 -2.80055e-11
  20 32 -3.66776e-11
100 20 640
  1 32 -0.455904
  2 32 -1.1299
  3 32 0.68976
  4 32 2.36452
  5 32 -0.318874
  6 32 -0.0875653
  7 32 1.59656
  8 32 0.0347509
  9 32 -1.73112
  10 32 -0.0467156
  11 32 -2.14278
  12 32 -0.385506
  13 32 0.933811
  14 32 0.997708
  15 32 -1.15948
  16 32 0.368022
  17 32 -1.27689
  18 32 -1.64655
  19 32 -0.876425
  20 32 -0.666448
200 20 640
  1 32 -0.563364
  2 32 -2.41037
  3 32 1.39097
  4 32 3.6591
  5 32 -0.779804
  6 32 -0.383036
  7 32 2.55216
  8 32 -0.174946
  9 32 -2.93804
  10 32 0.0589221
  11 32 -4.21116
  12 32 -1.18143
  13 32 0.986524
  14 32 1.32804
  15 32 -2.73983
  16 32 0.681826
  17 32 -2.38171
  18 32 -2.9251
  19 32 -1.90938
  20 32 -1.06029
300 20 640
  1 32 -0.562629
  2 32 -3.25441
  3 32 1.53013
  4 32 4.30585
  5 32 -1.01294
  6 32 -0.747075
  7 32 3.06716
  8 32 0.143028
  9 32 -3.46486
  10 32 0.317151
  11 32 -5.3125
  12 32 -1.58302
  13 32 1.34013
  14 32 1.74256
  15 32 -3.17005
  16 32 0.552409
  17 32 -3.18996
  18 32 -3.70858
  19 32 -2.09911
  20 32 -1.0482
400 20 640
  1 32 -0.916015
  2 32 -3.07925
  3 32 1.08007
  4 32 3.94433
  5 32 -0.661946
  6 32 -0.73968
  7 32 3.09052
  8 32 0.430088
  9 32 -3.34452
  10 32 0.501505
  11 32 -5.26887
  12 32 -1.54498
  13 32 0.680917
  14 32 1.23504
  15 32 -3.53821
  16 32 0.153972
  17 32 -3.29299
  18 32 -3.64647
  19 32 -2.27673
  20 32 -1.25775
500 20 640
  1 32 -1.1543
  2 32 -2.90808
  3 32 0.784861
  4 32 2.70365
  5 32 -0.518647
  6 32 -0.662951
  7 32 2.17227
  8 32 0.0842503
  9 32 -2.73004
  10 32 -0.0190618
  11 32 -4.31712
  12 32 -1.81229
  13 32 0.301857
  14 32 0.660445
  15 32 -3.35363
  16 32 -0.479791
  17 32 -2.92009
  18 32 -3.01351
  19 32 -1.99546
  20 32 -1.46039
600 20 640
  1 32 -0.766439
  2 32 -1.8586
  3 32 0.0089742
  4 32 0.668948
  5 32 -0.403709
  6 32 -0.849296
  7 32 1.05326
  8 32 0.165062
  9 32 -1.15639
  10 32 -0.483631
  11 32 -2.152
  12 32 -1.1561
  13 32 -0.548737
  14 32 -0.441273
  15 32 -2.18567
  16 32 -0.513357
  17 32 -1.7201
  18 32 -1.89208
  19 32 -1.5759
  20 32 -1.0782
700 20 640
  1 32 -0.34519
  2 32 -0.660063
  3 32 -0.610395
  4 32 -1.1218
  5 32 0.0288768
  6 32 -0.881095
  7 32 -0.333824
  8 32 0.516051
  9 32 0.890016
  10 32 -0.270565
  11 32 0.349897
  12 32 -0.255696
  13 32 -1.0377
  14 32 -1.35347
  15 32 -0.562709
  16 32 -0.427076
  17 32 -0.237523
  18 32 -0.324888
  19 32 -0.432743
  20 32 -0.557196
800 20 640
  1 32 0.0902028
  2 32 0.516408
  3 32 -1.6675
  4 32 -3.11631
  5 32 0.145427
  6 32 -0.756504
  7 32 -1.73647
  8 32 0.764555
  9 32 2.42351
  10 32 -0.127025
  11 32 2.59709
  12 32 0.544561
  13 32 -0.924394
  14 32 -2.03423
  15 32 0.576988
  16 32 -0.925182
  17 32 0.670663
  18 32 1.30298
  19 32 0.17295
  20 32 -0.173297
900 20 640
  1 32 0.0741979
  2 32 1.29603
  3 32 -1.90584
  4 32 -4.52834
  5 32 0.197878
  6 32 -0.380982
  7 32 -2.67849
  8 32 1.03747
  9 32 3.7466
  10 32 -0.34722
  11 32 3.74941
  12 32 1.02822
  13 32 -0.663977
  14 32 -1.89724
  15 32 1.62158
  16 32 -1.16933
  17 32 1.39609
  18 32 2.23964
  19 32 0.587146
  20 32 0.122994
1000 20 640
  1 32 -0.00122173
  2 32 1.66214
  3 32 -1.88431
  4 32 -5.34941
  5 32 0.0408123
  6 32 -0.192433
  7 32 -2.94954
  8 32 0.511768
  9 32 3.86007
  10 32 -0.210794
  11 32 4.56907
  12 32 1.27038
  13 32 -1.01594
  14 32 -1.59194
  15 32 1.54179
  16 32 -1.10448
  17 32 1.67422
  18 32 2.49741
  19 32 0.557556
  20 32 0.161743
1100 20 640
  1 32 -0.15222
  2 32 1.61376
  3 32 -1.35741
  4 32 -4.77228
  5 32 0.054337
  6 32 0.35852
  7 32 -2.3967
  8 32 0.450269
  9 32 2.8501
  10 32 -0.356024
  11 32 3.88602
  12 32 1.01983
  13 32 -0.933336
  14 32 -1.27138
  15 32 1.18623
  16 32 -0.589159
  17 32 1.63708
  18 32 2.15951
  19 32 1.05632
  20 32 0.295339
1200 20 640
  1 32 -0.156228
  2 32 1.23812
  3 32 -1.04592
  4 32 -3.0132
  5 32 0.125628
  6 32 0.741599
  7 32 -1.20291
  8 32 0.463496
  9 32 1.40382
  10 32 -0.506487
  11 32 2.5237
  12 32 0.380122
  13 32 -0.414428
  14 32 -0.566198
  15 32 0.948385
  16 32 0.161916
  17 32 1.13866
  18 32 1.42439
  19 32 0.943073
  20 32 0.364686
1300 20 640
  1 32 -0.159779
  2 32 0.605089
  3 32 -0.00813273
  4 32 -0.987478
  5 32 0.0644001
  6 32 1.14446
  7 32 0.205191
  8 32 0.287076
  9 32 -0.830989
  10 32 -0.656515
  11 32 0.681999
  12 32 -0.119155
  13 32 0.331548
  14 32 0.662424
  15 32 0.560679
  16 32 0.657743
  17 32 0.80873
  18 32 0.246348
