# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 640
  1 32 -3.20633e-11
  2 32 -3.67992e-11
  3 32 -1.33082e-11
  4 32 -2.9543e-11
  5 32 -2.35765e-11
  6 32 -7.96857e-12
  7 32 -2.59252e-11
  8 32 1.04267e-11
  9 32 -3.13331e-11
  10 32 -1.327e-10
  11 32 -2.98295e-11
  12 32 -2.52572e-11
  13 32 -1.97286e-12
  14 32 -1.22502e-11
  15 32 4.51809e-12
  16 32 9.74143e-12
  17 32 -2.59613e-11
  18 32 -2.86493e-11
  19 32 -7.62368e-12
  20 32 -3.60135e-11
100 20 640
  1 32 -0.322278
  2 32 0.0357859
  3 32 0.236836
  4 32 -0.37152
  5 32 -0.0629822
  6 32 -0.60397
  7 32 0.3033
  8 32 0.144198
  9 32 0.272604
  10 32 0.381648
  11 32 0.200388
  12 32 0.311235
  13 32 -0.857521
  14 32 -0.353747
  15 32 0.216453
  16 32 0.386834
  17 32 0.0421371
  18 32 0.335934
  19 32 -0.000847869
  20 32 -0.301062
200 20 640
  1 32 -0.511313
  2 32 -0.145328
  3 32 0.363104
  4 32 -1.69803
  5 32 -0.416089
  6 32 -1.06602
  7 32 0.386521
  8 32 0.248343
  9 32 0.108798
  10 32 0.409122
  11 32 0.00492322
  12 32 0.281739
  13 32 -1.44826
  14 32 -1.27606
  15 32 -0.336272
  16 32 0.187021
  17 32 -0.243995
  18 32 0.224971
  19 32 0.0401516
  20 32 -0.430805
300 20 640
  1 32 -0.354172
  2 32 -0.190769
  3 32 0.479558
  4 32 -2.8835
  5 32 -0.830027
  6 32 -1.50388
  7 32 0.0325525
  8 32 0.454721
  9 32 -0.0357971
  10 32 0.610235
  11 32 -0.459184
  12 32 0.418297
  13 32 -2.00051
  14 32 -2.26035
  15 32 -0.967548
  16 32 -0.264047
  17 32 -0.680004
  18 32 -0.116824
  19 32 0.409429
  20 32 -0.349494
400 20 640
  1 32 -0.566281
  2 32 -0.00103442
  3 32 0.714867
  4 32 -2.68186
  5 32 -0.640837
  6 32 -1.40639
  7 32 -0.0594255
  8 32 1.10787
  9 32 -0.249874
  10 32 0.728073
  11 32 -0.914285
  12 32 0.543159
  13 32 -1.66125
  14 32 -2.74208
  15 32 -1.155
  16 32 -0.511938
  17 32 -0.78958
  18 32 -0.331288
  19 32 0.683079
