# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 640
  1 32 -1.00281e-11
  2 32 -5.5516e-13
  3 32 3.72685e-12
  4 32 2.33109e-13
  5 32 6.63735e-13
  6 32 -5.16896e-12
  7 32 -1.80971e-11
  8 32 -3.17598e-12
  9 32 -4.55819e-12
  10 32 -4.71814e-12
  11 32 -3.9807e-13
  12 32 -2.92415e-12
  13 32 -1.14909e-11
  14 32 1.75466e-12
  15 32 -2.03887e-12
  16 32 -5.2916e-12
  17 32 -6.97326e-12
  18 32 1.92066e-12
  19 32 -1.09329e-12
  20 32 -3.71567e-13
100 20 640
  1 32 -0.49404
  2 32 -0.625619
  3 32 0.213348
  4 32 0.956056
  5 32 0.132245
  6 32 0.0535477
  7 32 0.976586
  8 32 0.447011
  9 32 -1.15214
  10 32 -0.432858
  11 32 -1.27577
  12 32 -0.744537
  13 32 0.77336
  14 32 0.40534
  15 32 0.391124
  16 32 -1.18431
  17 32 -0.371395
  18 32 -1.15971
  19 32 -0.818901
  20 32 0.418818
200 20 640
  1 32 -0.562937
  2 32 -1.37389
  3 32 0.0685119
  4 32 1.47874
  5 32 0.280424
  6 32 -0.0649198
  7 32 1.52453
  8 32 0.395522
  9 32 -1.63628
  10 32 -0.698365
  11 32 -2.69549
  12 32 -1.64019
  13 32 1.06785
  14 32 0.372261
  15 32 0.389801
  16 32 -2.05892
  17 32 -0.956851
  18 32 -2.29121
  19 32 -1.48579
  20 32 0.67646
300 20 640
  1 32 -0.699514
  2 32 -2.08525
  3 32 0.0598512
  4 32 1.30438
  5 32 0.408926
  6 32 -0.402589
  7 32 1.60133
  8 32 0.271322
  9 32 -2.38288
  10 32 -0.860658
  11 32 -3.45963
  12 32 -2.20425
  13 32 1.30466
  14 32 0.657807
  15 32 0.0847036
  16 32 -2.46691
  17 32 -1.45992
  18 32 -3.08889
  19 32 -1.71202
  20 32 0.761685
400 20 640
  1 32 -1.03715
  2 32 -2.17566
  3 32 -0.754884
  4 32 1.29801
  5 32 0.289203
  6 32 -0.346907
  7 32 1.11874
  8 32 0.0753471
  9 32 -2.51005
  10 32 -0.909661
  11 32 -3.83508
  12 32 -2.61012
  13 32 1.21651
  14 32 0.447151
  15 32 -0.33895
  16 32 -2.44367
  17 32 -1.5095
  18 32 -3.04447
  19 32 -2.25833
  20 32 0.4694
500 20 640
  1 32 -1.30242
  2 32 -2.63356
  3 32 -0.519683
  4 32 0.826201
  5 32 -0.667495
  6 32 -1.06338
  7 32 0.673306
  8 32 -0.624294
  9 32 -2.26751
  10 32 -1.01683
  11 32 -4.03467
  12 32 -2.62777
  13 32 0.546728
  14 32 -0.470206
  15 32 -0.586218
  16 32 -2.50406
  17 32 -1.25902
  18 32 -2.53875
  19 32 -2.18181
  20 32 -0.186178
600 20 640
  1 32 -1.26412
  2 32 -2.4493
  3 32 -1.12269
  4 32 -0.201037
  5 32 -1.18315
  6 32 -0.933319
  7 32 -0.292423
  8 32 -0.689931
  9 32 -1.36764
  10 32 -0.848296
  11 32 -2.70073
  12 32 -1.44114
  13 32 -0.177289
  14 32 -1.19329
  15 32 -1.17391
  16 32 -1.8334
  17 32 -1.5689
  18 32 -1.51573
  19 32 -1.96673
  20 32 -0.599215
700 20 640
  1 32 -1.11144
  2 32 -1.5866
  3 32 -1.18016
  4 32 -1.51449
  5 32 -1.24134
  6 32 -1.48042
  7 32 -1.33447
  8 32 -1.2018
  9 32 -0.389027
  10 32 -0.607323
  11 32 -0.87404
  12 32 -0.634367
  13 32 -1.17128
  14 32 -1.57332
  15 32 -1.91689
  16 32 -0.511033
  17 32 -1.21038
  18 32 -0.612787
  19 32 -1.16548
  20 32 -1.26866
800 20 640
  1 32 -1.17979
  2 32 -1.12968
  3 32 -1.42597
  4 32 -3.07698
  5 32 -1.74887
  6 32 -2.02843
  7 32 -2.50414
  8 32 -1.34379
  9 32 0.442315
  10 32 -0.347995
  11 32 1.18216
  12 32 0.603797
  13 32 -1.96637
  14 32 -1.64134
  15 32 -2.19712
  16 32 0.256351
  17 32 -0.884505
  18 32 0.266421
  19 32 -0.766236
  20 32 -2.12271
900 20 640
  1 32 -1.03622
  2 32 0.0686041
  3 32 -1.50893
  4 32 -4.4264
  5 32 -1.50654
  6 32 -2.28382
  7 32 -3.64
  8 32 -1.28667
  9 32 1.01427
  10 32 -0.405523
  11 32 1.95641
  12 32 1.89703
  13 32 -2.5915
  14 32 -2.01698
  15 32 -1.5294
  16 32 1.48436
  17 32 -0.288564
  18 32 1.15723
  19 32 -0.631498
  20 32 -2.61924
1000 20 640
  1 32 -0.741161
  2 32 -0.0529688
  3 32 -1.63485
  4 32 -5.08492
  5 32 -1.68278
  6 32 -2.45443
  7 32 -3.86488
  8 32 -1.49422
  9 32 1.18619
  10 32 -0.517719
  11 32 1.85289
  12 32 2.53238
  13 32 -3.08845
  14 32 -2.37568
  15 32 -1.83157
  16 32 2.00841
  17 32 -0.428708
  18 32 1.35044
  19 32 -0.611455
  20 32 -2.77735
1100 20 640
  1 32 -0.722645
  2 32 0.392694
  3 32 -1.73547
  4 32 -5.21186
  5 32 -1.64124
  6 32 -2.27115
  7 32 -3.71953
  8 32 -1.85046
  9 32 0.717211
  10 32 -0.389734
  11 32 1.97995
  12 32 1.80444
  13 32 -3.04298
  14 32 -1.69321
  15 32 -2.53454
  16 32 1.71912
  17 32 -0.0790934
  18 32 1.38668
  19 32 0.0967659
  20 32 -2.76784
1200 20 640
  1 32 -0.772701
  2 32 0.0035851
  3 32 -1.50292
  4 32 -3.83415
  5 32 -1.10733
  6 32 -2.14432
  7 32 -2.84074
  8 32 -2.16487
  9 32 -0.529335
  10 32 -0.62181
  11 32 1.81646
  12 32 1.44721
  13 32 -2.42407
  14 32 -1.58121
  15 32 -2.01524
  16 32 1.22501
  17 32 -0.10085
  18 32 1.03865
  19 32 -0.148615
  20 32 -2.47683
1300 20 640
  1 32 -1.22945
  2 32 -0.626974
  3 32 -1.02624
  4 32 -2.28382
  5 32 -1.19083
  6 32 -1.25081
  7 32 -1.44141
  8 32 -1.85189
  9 32 -1.45304
  10 32 -0.952509
  11 32 0.592554
  12 32 0.092601
  13 32 -1.15814
  14 32 -0.759972
  15 32 -1.46343
  16 32 0.279165
  17 32 -0.668072
  18 32 0.28073
  19 32 -0.235592
  20 32 -1.72038
1400 20 640
  1 32 -1.08945
  2 32 -0.899367
  3 32 -0.880201
  4 32 -0.717801
  5 32 -0.943104
  6 32 -0.645291
  7 32 -0.420454
  8 32 -1.57756
  9 32 -2.45375
  10 32 -1.33415
  11 32 -0.704767
  12 32 -1.29708
  13 32 -0.281685
  14 32 -0.262408
  15 32 -0.752758
  16 32 -1.07432
  17 32 -0.945344
  18 32 -1.11528
  19 32 -0.308291
  20 32 -1.00931
1500 20 640
  1 32 -1.27948
  2 32 -1.40197
  3 32 -0.809734
  4 32 1.42173
  5 32 -0.686545
  6 32 -0.323014
  7 32 0.579089
  8 32 -1.00103
  9 32 -3.6934
  10 32 -1.39562
  11 32 -2.34218
  12 32 -2.45724
  13 32 0.861262
  14 32 0.567423
  15 32 -0.453319
  16 32 -2.10147
  17 32 -1.77515
  18 32 -1.78302
  19 32 -0.560121
  20 32 -0.161118
1600 20 640
  1 32 -1.83817
  2 32 -1.88727
  3 32 -0.258659
  4 32 2.68039
  5 32 -0.575248
  6 32 0.202141
  7 32 1.19466
  8 32 -0.75673
  9 32 -4.33404
  10 32 -1.88016
  11 32 -3.06978
  12 32 -4.10545
  13 32 1.53113
  14 32 1.04171
  15 32 -0.685862
  16 32 -3.39406
  17 32 -1.60755
  18 32 -2.36875
  19 32 -0.503414
  20 32 0.318886
1700 20 640
  1 32 -2.21773
  2 32 -2.52198
  3 32 -0.336964
  4 32 3.58673
  5 32 -0.317553
  6 32 0.0205526
  7 32 1.2657
  8 32 -0.923599
  9 32 -4.37967
  10 32 -1.50733
  11 32 -3.07627
  12 32 -4.26062
  13 32 2.43117
  14 32 0.921993
  15 32 -0.91931
  16 32 -3.66849
  17 32 -2.38694
  18 32 -2.47375
  19 32 -0.818591
  20 32 0.591706
1800 20 640
  1 32 -2.15265
  2 32 -2.64718
  3 32 -0.535856
  4 32 3.39284
  5 32 -0.191811
  6 32 -0.204792
  7 32 1.24689
  8 32 -0.910613
  9 32 -3.93673
  10 32 -1.13557
  11 32 -4.68396
  12 32 -4.781
  13 32 1.74011
  14 32 0.45412
  15 32 -1.0773
  16 32 -3.55172
  17 32 -2.87204
  18 32 -2.56446
  19 32 -0.559695
  20 32 0.409244
1900 20 640
  1 32 -1.95237
  2 32 -2.43392
  3 32 -0.72528
  4 32 2.07221
  5 32 0.152347
  6 32 -1.06808
  7 32 0.762527
  8 32 -0.748976
  9 32 -2.48482
  10 32 -0.878536
  11 32 -3.95989
  12 32 -3.93798
  13 32 0.993366
  14 32 0.0970807
  15 32 -1.08698
  16 32 -3.27088
  17 32 -2.03925
  18 32 -2.19235
  19 32 -0.188439
  20 32 0.202265
2000 20 640
  1 32 -1.74613
  2 32 -2.27889
  3 32 -1.01115
  4 32 0.408117
  5 32 -0.439678
  6 32 -1.51605
  7 32 0.0564894
  8 32 -0.632311
  9 32 -0.638786
  10 32 -0.277561
  11 32 -2.4222
  12 32 -2.23585
  13 32 0.0518999
  14 32 -0.479608
  15 32 -1.34046
  16 32 -2.00173
  17 32 -1.68636
  18 32 -1.08942
  19 32 -0.117989
  20 32 -0.320422
2100 20 640
  1 32 -1.13804
  2 32 -1.76621
  3 32 -1.14575
  4 32 -1.32516
  5 32 -0.909668
  6 32 -1.62337
  7 32 -1.23466
  8 32 -0.700042
  9 32 0.806449
  10 32 0.196053
  11 32 -0.457677
  12 32 -0.37131
  13 32 -1.13874
  14 32 -1.41318
  15 32 -1.10854
  16 32 -0.482288
  17 32 -0.641066
  18 32 -0.0929529
  19 32 -0.312052
  20 32 -1.23474
2200 20 640
  1 32 -0.410961
  2 32 -0.450859
  3 32 -1.16831
  4 32 -2.63301
  5 32 -1.42462
  6 32 -2.64131
  7 32 -2.18339
  8 32 -0.991617
  9 32 2.42567
  10 32 0.42537
  11 32 1.48182
  12 32 1.72143
  13 32 -2.17121
  14 32 -2.03671
  15 32 -0.953365
  16 32 0.621525
  17 32 -0.0605765
  18 32 0.581027
  19 32 -0.188414
  20 32 -1.99182
2300 20 640
  1 32 0.257207
  2 32 0.332794
  3 32 -0.845125
  4 32 -4.07904
  5 32 -1.89817
  6 32 -2.09465
  7 32 -3.35959
  8 32 -1.43487
  9 32 3.54407
  10 32 0.654369
  11 32 2.5459
  12 32 2.51104
  13 32 -3.00026
  14 32 -2.54417
  15 32 -1.67311
  16 32 1.65891
  17 32 0.195991
  18 32 1.63939
  19 32 -0.30917
  20 32 -2.62716
2400 20 640
  1 32 0.549811
  2 32 0.522774
  3 32 -0.976245
  4 32 -4.08125
  5 32 -2.19339
  6 32 -1.95284
  7 32 -3.369
  8 32 -1.60317
  9 32 3.49473
