# Chunk-averaged data for fix tensions and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netTension
0 20 640
  1 32 6.77274e-11
  2 32 -6.48367e-11
  3 32 7.18538e-11
  4 32 4.80011e-11
  5 32 3.6843e-11
  6 32 6.71109e-11
  7 32 7.94736e-14
  8 32 6.01621e-12
  9 32 2.8098e-11
  10 32 -5.94738e-11
  11 32 7.33196e-12
  12 32 -4.33008e-12
  13 32 3.85609e-11
  14 32 -1.24408e-10
  15 32 4.17717e-11
  16 32 1.78515e-11
  17 32 2.91146e-11
  18 32 8.20521e-12
  19 32 4.80626e-11
  20 32 2.91479e-11
100 20 640
  1 32 -0.453828
  2 32 -0.645392
  3 32 0.100987
  4 32 1.37594
  5 32 0.201706
  6 32 0.110178
  7 32 0.810241
  8 32 0.544003
  9 32 -0.985045
  10 32 -0.494221
  11 32 -1.24606
  12 32 -0.649174
  13 32 0.908899
  14 32 0.512741
  15 32 0.0619147
  16 32 -0.789224
  17 32 -0.444856
  18 32 -1.1115
  19 32 -0.825053
  20 32 0.182551
200 20 640
  1 32 -0.533439
  2 32 -1.41149
  3 32 0.220979
  4 32 2.01345
  5 32 0.21019
  6 32 -0.0887286
  7 32 1.40133
  8 32 0.754345
  9 32 -1.55176
  10 32 -0.731063
  11 32 -2.62738
  12 32 -1.91412
  13 32 1.06603
  14 32 0.566473
  15 32 -0.257847
  16 32 -1.74361
  17 32 -0.980456
  18 32 -2.01085
  19 32 -1.68694
  20 32 0.3179
300 20 640
  1 32 -0.394423
  2 32 -2.02778
  3 32 0.211668
  4 32 2.25561
  5 32 0.141253
  6 32 -0.303694
  7 32 1.63597
  8 32 0.738611
  9 32 -1.5534
  10 32 -1.04152
  11 32 -3.48821
  12 32 -3.09609
  13 32 2.14717
  14 32 0.876787
  15 32 -0.38418
  16 32 -2.73686
  17 32 -1.76182
  18 32 -2.71895
  19 32 -1.77286
  20 32 0.319402
400 20 640
  1 32 -0.472147
  2 32 -2.22927
  3 32 -0.415966
  4 32 2.26645
  5 32 0.204254
  6 32 -0.268867
  7 32 1.73173
  8 32 0.752306
  9 32 -1.63493
  10 32 -1.02294
  11 32 -3.21611
  12 32 -3.45456
  13 32 1.47491
  14 32 0.364785
  15 32 -0.488579
  16 32 -3.19969
  17 32 -1.76921
  18 32 -2.90328
  19 32 -2.09638
  20 32 0.129662
500 20 640
  1 32 -0.973029
  2 32 -2.10142
  3 32 -0.813579
  4 32 1.42965
  5 32 -0.300111
  6 32 -0.563332
  7 32 0.994459
  8 32 0.283573
  9 32 -1.3936
  10 32 -1.09334
  11 32 -2.53392
  12 32 -2.96951
  13 32 1.00204
  14 32 0.0318351
  15 32 -0.762227
  16 32 -3.12091
  17 32 -1.41379
  18 32 -2.5676
  19 32 -2.08362
  20 32 -0.38117
600 20 640
  1 32 -0.590303
  2 32 -1.33886
  3 32 -0.812839
  4 32 -0.135657
  5 32 -0.432503
  6 32 -0.88589
  7 32 0.700244
  8 32 -0.0129167
  9 32 -0.721692
  10 32 -1.02151
  11 32 -2.00735
  12 32 -1.73218
  13 32 -0.0772794
  14 32 -0.697087
  15 32 -0.777371
  16 32 -1.85466
  17 32 -1.34768
  18 32 -1.66566
  19 32 -1.52603
  20 32 -0.576717
700 20 640
  1 32 -0.355288
  2 32 -0.927409
  3 32 -0.620252
  4 32 -1.45146
  5 32 -0.140298
  6 32 -1.22143
  7 32 -0.360972
  8 32 -0.211785
  9 32 -0.276162
  10 32 -0.457065
  11 32 -0.54271
  12 32 -0.277889
  13 32 -1.03309
  14 32 -1.27832
  15 32 -1.06573
  16 32 -0.625331
  17 32 -1.05963
  18 32 -0.79015
  19 32 -0.934358
  20 32 -0.681119
800 20 640
  1 32 -0.232115
  2 32 -0.451801
  3 32 -0.482883
  4 32 -3.21069
  5 32 -0.368959
  6 32 -1.16983
  7 32 -1.29628
  8 32 -0.731893
  9 32 0.114964
  10 32 0.132129
  11 32 0.392488
  12 32 1.12409
  13 32 -1.69208
  14 32 -1.57945
  15 32 -0.970638
