ITEM: TIMESTEP
0
ITEM: NUMBER OF ENTRIES
492
ITEM: BOX BOUNDS pp pp pp
-3.6000000000000000e+04 6.0000000000000000e+04
-1.2000000000000000e+04 3.6000000000000000e+04
-3.6000000000000000e+04 6.0000000000000000e+04
ITEM: ENTRIES c_batomIDs[1] c_batomIDs[2] c_distCalc[1] c_distCalc[2] c_distCalc[3] c_distCalc[4]
1 2 27.4196 -0.26024 27.271 -2.8393 
2 3 27.4192 -0.25309 27.273 -2.8167 
3 4 27.4203 -0.249097 27.278 -2.7787 
4 5 27.4189 -0.246304 27.282 -2.7258 
5 6 27.4196 -0.245994 27.29 -2.6519 
6 7 27.4198 -0.247466 27.299 -2.5595 
7 8 27.4199 -0.241758 27.309 -2.4518 
8 9 27.4194 -0.228578 27.319 -2.3331 
9 10 27.4196 -0.215181 27.33 -2.2044 
10 11 27.4196 -0.199931 27.341 -2.0647 
11 12 27.4195 -0.179551 27.352 -1.9139 
12 13 27.4196 -0.16169 27.363 -1.7542 
13 14 27.4203 -0.14566 27.374 -1.5861 
14 15 27.419 -0.1287 27.383 -1.3991 
15 16 27.4212 -0.11209 27.395 -1.1931 
16 17 27.4189 -0.09632 27.4013 -0.9786 
17 18 27.4199 -0.08323 27.4091 -0.7654 
18 19 27.4197 -0.06873 27.4141 -0.5513 
19 20 27.4198 -0.05066 27.4177 -0.3377 
20 21 27.4199 -0.03227 27.4196 -0.1197 
21 22 27.42 -0.01342 27.4198 0.1014 
22 23 27.42 0.01251 27.4182 0.3131 
23 24 27.42 0.03956 27.4152 0.5106 
24 25 27.4199 0.06151 27.411 0.6953 
25 26 27.42 0.07989 27.406 0.874 
26 27 27.4204 0.09908 27.4 1.0532 
27 28 27.4203 0.11894 27.392 1.2391 
28 29 27.4193 0.13638 27.382 1.4229 
29 30 27.421 0.15621 27.374 1.5976 
30 31 27.4202 0.17467 27.363 1.7621 
31 32 27.42 0.189928 27.352 1.9212 
32 33 27.4202 0.203719 27.341 2.072 
33 34 27.4198 0.212082 27.33 2.2071 
34 35 27.4209 0.215713 27.322 2.3165 
35 36 27.4205 0.213311 27.314 2.4049 
36 37 27.4213 0.215851 27.308 2.4804 
37 38 27.4196 0.232042 27.301 2.5374 
38 39 27.4198 0.252563 27.297 2.5802 
39 40 27.4203 0.271855 27.294 2.6151 
40 41 27.4217 0.286876 27.292 2.6481 
41 42 27.4201 0.28727 27.288 2.6728 
43 44 27.4196 -0.26024 27.271 -2.8393 
44 45 27.4192 -0.25309 27.273 -2.8167 
45 46 27.4203 -0.249097 27.278 -2.7787 
46 47 27.4189 -0.246304 27.282 -2.7258 
47 48 27.4196 -0.245994 27.29 -2.6519 
48 49 27.4198 -0.247466 27.299 -2.5595 
49 50 27.4199 -0.241758 27.309 -2.4518 
50 51 27.4194 -0.228578 27.319 -2.3331 
51 52 27.4196 -0.215181 27.33 -2.2044 
52 53 27.4196 -0.199931 27.341 -2.0647 
53 54 27.4195 -0.179551 27.352 -1.9139 
54 55 27.4196 -0.16169 27.363 -1.7542 
55 56 27.4203 -0.14566 27.374 -1.5861 
56 57 27.419 -0.1287 27.383 -1.3991 
57 58 27.4212 -0.11209 27.395 -1.1931 
58 59 27.4189 -0.09632 27.4013 -0.9786 
59 60 27.4199 -0.08323 27.4091 -0.7654 
60 61 27.4197 -0.06873 27.4141 -0.5513 
61 62 27.4198 -0.05066 27.4177 -0.3377 
62 63 27.4199 -0.03227 27.4196 -0.1197 
63 64 27.42 -0.01342 27.4198 0.1014 
64 65 27.42 0.01251 27.4182 0.3131 
65 66 27.42 0.03956 27.4152 0.5106 
66 67 27.4199 0.06151 27.411 0.6953 
67 68 27.42 0.07989 27.406 0.874 
68 69 27.4204 0.09908 27.4 1.0532 
69 70 27.4203 0.11894 27.392 1.2391 
70 71 27.4193 0.13638 27.382 1.4229 
71 72 27.421 0.15621 27.374 1.5976 
72 73 27.4202 0.17467 27.363 1.7621 
73 74 27.42 0.189928 27.352 1.9212 
74 75 27.4202 0.203719 27.341 2.072 
75 76 27.4198 0.212082 27.33 2.2071 
76 77 27.4209 0.215713 27.322 2.3165 
77 78 27.4205 0.213311 27.314 2.4049 
78 79 27.4213 0.215851 27.308 2.4804 
79 80 27.4196 0.232042 27.301 2.5374 
80 81 27.4198 0.252563 27.297 2.5802 
81 82 27.4203 0.271855 27.294 2.6151 
82 83 27.4217 0.286876 27.292 2.6481 
83 84 27.4201 0.28727 27.288 2.6728 
85 86 27.4196 -0.26024 27.271 -2.8393 
86 87 27.4192 -0.25309 27.273 -2.8167 
87 88 27.4203 -0.249097 27.278 -2.7787 
88 89 27.4189 -0.246304 27.282 -2.7258 
89 90 27.4196 -0.245994 27.29 -2.6519 
90 91 27.4198 -0.247466 27.299 -2.5595 
91 92 27.4199 -0.241758 27.309 -2.4518 
92 93 27.4194 -0.228578 27.319 -2.3331 
93 94 27.4196 -0.215181 27.33 -2.2044 
94 95 27.4196 -0.199931 27.341 -2.0647 
95 96 27.4195 -0.179551 27.352 -1.9139 
96 97 27.4196 -0.16169 27.363 -1.7542 
97 98 27.4203 -0.14566 27.374 -1.5861 
98 99 27.419 -0.1287 27.383 -1.3991 
99 100 27.4212 -0.11209 27.395 -1.1931 
100 101 27.4189 -0.09632 27.4013 -0.9786 
101 102 27.4199 -0.08323 27.4091 -0.7654 
102 103 27.4197 -0.06873 27.4141 -0.5513 
103 104 27.4198 -0.05066 27.4177 -0.3377 
104 105 27.4199 -0.03227 27.4196 -0.1197 
105 106 27.42 -0.01342 27.4198 0.1014 
106 107 27.42 0.01251 27.4182 0.3131 
107 108 27.42 0.03956 27.4152 0.5106 
108 109 27.4199 0.06151 27.411 0.6953 
109 110 27.42 0.07989 27.406 0.874 
110 111 27.4204 0.09908 27.4 1.0532 
111 112 27.4203 0.11894 27.392 1.2391 
112 113 27.4193 0.13638 27.382 1.4229 
113 114 27.421 0.15621 27.374 1.5976 
114 115 27.4202 0.17467 27.363 1.7621 
115 116 27.42 0.189928 27.352 1.9212 
116 117 27.4202 0.203719 27.341 2.072 
117 118 27.4198 0.212082 27.33 2.2071 
118 119 27.4209 0.215713 27.322 2.3165 
119 120 27.4205 0.213311 27.314 2.4049 
120 121 27.4213 0.215851 27.308 2.4804 
121 122 27.4196 0.232042 27.301 2.5374 
122 123 27.4198 0.252563 27.297 2.5802 
123 124 27.4203 0.271855 27.294 2.6151 
124 125 27.4217 0.286876 27.292 2.6481 
125 126 27.4201 0.28727 27.288 2.6728 
127 128 27.4196 -0.26024 27.271 -2.8393 
128 129 27.4192 -0.25309 27.273 -2.8167 
129 130 27.4203 -0.249097 27.278 -2.7787 
130 131 27.4189 -0.246304 27.282 -2.7258 
131 132 27.4196 -0.245994 27.29 -2.6519 
132 133 27.4198 -0.247466 27.299 -2.5595 
133 134 27.4199 -0.241758 27.309 -2.4518 
134 135 27.4194 -0.228578 27.319 -2.3331 
135 136 27.4196 -0.215181 27.33 -2.2044 
136 137 27.4196 -0.199931 27.341 -2.0647 
137 138 27.4195 -0.179551 27.352 -1.9139 
138 139 27.4196 -0.16169 27.363 -1.7542 
139 140 27.4203 -0.14566 27.374 -1.5861 
140 141 27.419 -0.1287 27.383 -1.3991 
141 142 27.4212 -0.11209 27.395 -1.1931 
142 143 27.4189 -0.09632 27.4013 -0.9786 
143 144 27.4199 -0.08323 27.4091 -0.7654 
144 145 27.4197 -0.06873 27.4141 -0.5513 
145 146 27.4198 -0.05066 27.4177 -0.3377 
146 147 27.4199 -0.03227 27.4196 -0.1197 
147 148 27.42 -0.01342 27.4198 0.1014 
148 149 27.42 0.01251 27.4182 0.3131 
149 150 27.42 0.03956 27.4152 0.5106 
150 151 27.4199 0.06151 27.411 0.6953 
151 152 27.42 0.07989 27.406 0.874 
152 153 27.4204 0.09908 27.4 1.0532 
153 154 27.4203 0.11894 27.392 1.2391 
154 155 27.4193 0.13638 27.382 1.4229 
155 156 27.421 0.15621 27.374 1.5976 
156 157 27.4202 0.17467 27.363 1.7621 
157 158 27.42 0.189928 27.352 1.9212 
158 159 27.4202 0.203719 27.341 2.072 
159 160 27.4198 0.212082 27.33 2.2071 
160 161 27.4209 0.215713 27.322 2.3165 
161 162 27.4205 0.213311 27.314 2.4049 
162 163 27.4213 0.215851 27.308 2.4804 
163 164 27.4196 0.232042 27.301 2.5374 
164 165 27.4198 0.252563 27.297 2.5802 
165 166 27.4203 0.271855 27.294 2.6151 
166 167 27.4217 0.286876 27.292 2.6481 
167 168 27.4201 0.28727 27.288 2.6728 
169 170 27.4196 -0.26024 27.271 -2.8393 
170 171 27.4192 -0.25309 27.273 -2.8167 
171 172 27.4203 -0.249097 27.278 -2.7787 
172 173 27.4189 -0.246304 27.282 -2.7258 
173 174 27.4196 -0.245994 27.29 -2.6519 
174 175 27.4198 -0.247466 27.299 -2.5595 
175 176 27.4199 -0.241758 27.309 -2.4518 
176 177 27.4194 -0.228578 27.319 -2.3331 
177 178 27.4196 -0.215181 27.33 -2.2044 
178 179 27.4196 -0.199931 27.341 -2.0647 
179 180 27.4195 -0.179551 27.352 -1.9139 
180 181 27.4196 -0.16169 27.363 -1.7542 
181 182 27.4203 -0.14566 27.374 -1.5861 
182 183 27.419 -0.1287 27.383 -1.3991 
183 184 27.4212 -0.11209 27.395 -1.1931 
184 185 27.4189 -0.09632 27.4013 -0.9786 
185 186 27.4199 -0.08323 27.4091 -0.7654 
186 187 27.4197 -0.06873 27.4141 -0.5513 
187 188 27.4198 -0.05066 27.4177 -0.3377 
188 189 27.4199 -0.03227 27.4196 -0.1197 
189 190 27.42 -0.01342 27.4198 0.1014 
190 191 27.42 0.01251 27.4182 0.3131 
191 192 27.42 0.03956 27.4152 0.5106 
192 193 27.4199 0.06151 27.411 0.6953 
193 194 27.42 0.07989 27.406 0.874 
194 195 27.4204 0.09908 27.4 1.0532 
195 196 27.4203 0.11894 27.392 1.2391 
196 197 27.4193 0.13638 27.382 1.4229 
197 198 27.421 0.15621 27.374 1.5976 
198 199 27.4202 0.17467 27.363 1.7621 
199 200 27.42 0.189928 27.352 1.9212 
200 201 27.4202 0.203719 27.341 2.072 
